,level_0,index,subject_id,task_part,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,age,gender,rest,subject_condition,rt0,rt1,response0,response1,is_optimal_first,is_optimal_second,optimal_score,categorical_age,trial_bin,is_optimal
1,1,134,3,value training,False,./assets/img/ocean/memory/20.jpg,ocean,10.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,,False,8,532.9000000003725,603.1000000005588,ArrowUp,ArrowRight,True,False,26.0,,0,False
2,2,136,3,value training,False,./assets/img/ocean/memory/13.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,,False,8,467.0,282.20000000018626,ArrowUp,ArrowLeft,True,True,26.0,,0,True
3,3,138,3,value training,False,./assets/img/ocean/memory/20.jpg,ocean,5.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,,False,8,686.5,408.6000000005588,ArrowDown,ArrowLeft,False,False,26.0,,0,False
4,4,140,3,value training,False,./assets/img/ocean/memory/41.jpg,ocean,17.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,,False,8,653.0999999996275,285.59999999962747,ArrowDown,ArrowRight,False,True,26.0,,0,False
5,5,142,3,value training,False,./assets/img/ocean/memory/23.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,,False,8,521.0,208.09999999962747,ArrowUp,ArrowLeft,True,True,26.0,,0,True
6,6,144,3,value training,False,./assets/img/ocean/memory/35.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",6,,,False,8,576.3000000007451,271.69999999925494,ArrowUp,ArrowLeft,True,True,26.0,,5,True
7,7,146,3,value training,False,./assets/img/ocean/memory/21.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",7,,,False,8,390.70000000018626,230.30000000074506,ArrowUp,ArrowLeft,True,True,26.0,,5,True
8,8,148,3,value training,False,./assets/img/ocean/memory/31.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",8,,,False,8,551.1000000005588,253.29999999981374,ArrowUp,ArrowLeft,True,True,26.0,,5,True
9,9,150,3,value training,False,./assets/img/ocean/memory/26.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",9,,,False,8,485.59999999962747,292.20000000018626,ArrowUp,ArrowLeft,True,True,26.0,,5,True
10,10,152,3,value training,False,./assets/img/ocean/memory/16.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",10,,,False,8,468.09999999962747,226.6000000005588,ArrowUp,ArrowLeft,True,True,26.0,,5,True
11,11,154,3,value training,False,./assets/img/ocean/memory/35.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",11,,,False,8,652.0,227.0,ArrowUp,ArrowLeft,True,True,26.0,,10,True
12,12,156,3,value training,False,./assets/img/ocean/memory/33.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",12,,,False,8,410.5,177.79999999981374,ArrowUp,ArrowLeft,True,True,26.0,,10,True
13,13,158,3,value training,False,./assets/img/ocean/memory/8.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",13,,,False,8,408.59999999962747,271.69999999925494,ArrowUp,ArrowLeft,True,True,26.0,,10,True
14,14,160,3,value training,False,./assets/img/ocean/memory/8.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",14,,,False,8,415.20000000018626,255.09999999962747,ArrowUp,ArrowLeft,True,True,26.0,,10,True
16,16,164,3,value training,False,./assets/img/ocean/memory/27.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",15,,,False,8,678.9000000003725,214.59999999962747,ArrowUp,ArrowLeft,True,True,26.0,,10,True
17,17,166,3,value training,False,./assets/img/ocean/memory/4.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",16,,,False,8,533.7000000001863,365.0,ArrowUp,ArrowLeft,True,True,26.0,,15,True
19,19,170,3,value training,False,./assets/img/ocean/memory/4.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,,False,8,597.4000000003725,219.90000000037253,ArrowUp,ArrowLeft,True,True,26.0,,15,True
20,20,172,3,value training,False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,,False,8,459.09999999962747,42.200000000186265,ArrowUp,ArrowLeft,True,True,26.0,,15,True
21,21,174,3,value training,False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,,False,8,562.5,113.09999999962747,ArrowUp,ArrowLeft,True,True,26.0,,15,True
22,22,176,3,value training,False,./assets/img/ocean/memory/13.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,,False,8,385.0,112.0,ArrowUp,ArrowLeft,True,True,26.0,,15,True
23,23,178,3,value training,False,./assets/img/ocean/memory/27.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,,False,8,352.79999999981374,167.20000000018626,ArrowUp,ArrowLeft,True,True,26.0,,20,True
25,25,182,3,value training,False,./assets/img/ocean/memory/24.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,,False,8,823.3000000007451,286.5,ArrowUp,ArrowLeft,True,True,26.0,,20,True
26,26,184,3,value training,False,./assets/img/ocean/memory/7.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,,False,8,470.5,326.20000000018626,ArrowUp,ArrowLeft,True,True,26.0,,20,True
27,27,186,3,value training,False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,,False,8,479.09999999962747,429.40000000037253,ArrowUp,ArrowLeft,True,True,26.0,,20,True
28,28,188,3,value training,False,./assets/img/ocean/memory/6.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,,False,8,541.8000000007451,245.5,ArrowUp,ArrowLeft,True,True,26.0,,20,True
29,29,190,3,value training,False,./assets/img/ocean/memory/16.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,,False,8,421.90000000037253,245.20000000018626,ArrowUp,ArrowLeft,True,True,26.0,,25,True
31,31,194,3,value training,False,./assets/img/ocean/memory/31.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",27,,,False,8,613.3999999994412,228.90000000037253,ArrowUp,ArrowLeft,True,True,26.0,,25,True
32,32,196,3,value training,False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,,False,8,499.79999999981374,251.40000000037253,ArrowUp,ArrowLeft,True,True,26.0,,25,True
33,33,198,3,value training,False,./assets/img/ocean/memory/41.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,,False,8,427.6000000005588,170.29999999981374,ArrowUp,ArrowLeft,True,True,26.0,,25,True
34,34,200,3,value training,False,./assets/img/ocean/memory/26.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,,False,8,402.6000000005588,218.1000000005588,ArrowUp,ArrowLeft,True,True,26.0,,25,True
36,36,204,3,value training,False,./assets/img/ocean/memory/34.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,,False,8,466.09999999962747,225.5,ArrowUp,ArrowLeft,True,True,26.0,,30,True
37,37,206,3,value training,False,./assets/img/ocean/memory/7.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,,False,8,1442.0999999996275,409.3999999994412,ArrowUp,ArrowLeft,True,True,26.0,,30,True
39,39,210,3,value training,False,./assets/img/ocean/memory/21.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,,False,8,594.1999999992549,208.5,ArrowUp,ArrowLeft,True,True,26.0,,30,True
40,40,212,3,value training,False,./assets/img/ocean/memory/6.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,,False,8,400.30000000074506,208.0,ArrowUp,ArrowLeft,True,True,26.0,,30,True
41,41,214,3,value training,False,./assets/img/ocean/memory/14.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,,False,8,384.20000000018626,270.90000000037253,ArrowUp,ArrowLeft,True,True,26.0,,30,True
42,42,216,3,value training,False,./assets/img/ocean/memory/33.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",36,,,False,8,590.8000000007451,236.40000000037253,ArrowUp,ArrowLeft,True,True,26.0,,35,True
43,43,218,3,value training,False,./assets/img/ocean/memory/24.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",37,,,False,8,1085.4000000003725,755.4000000003725,ArrowUp,ArrowLeft,True,True,26.0,,35,True
44,44,220,3,value training,False,./assets/img/ocean/memory/14.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",38,,,False,8,594.0999999996275,177.79999999981374,ArrowUp,ArrowLeft,True,True,26.0,,35,True
45,45,222,3,value training,False,./assets/img/ocean/memory/29.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",39,,,False,8,458.3999999994412,257.8999999994412,ArrowUp,ArrowLeft,True,True,26.0,,35,True
47,47,226,3,value training,False,./assets/img/ocean/memory/23.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",40,,,False,8,609.6000000005588,527.9000000003725,ArrowUp,ArrowLeft,True,True,26.0,,35,True
48,48,228,3,value training,False,./assets/img/ocean/memory/34.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",41,,,False,8,446.90000000037253,221.6000000005588,ArrowUp,ArrowLeft,True,True,26.0,,40,True
49,49,230,3,value training,False,./assets/img/ocean/memory/29.jpg,ocean,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",42,,,False,8,358.19999999925494,229.0,ArrowUp,ArrowLeft,True,True,26.0,,40,True
80,80,312,3,value training,False,./assets/img/canyon/memory/1.jpg,canyon,10.0,False,False,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",1,,,False,8,907.1000000005588,325.0,ArrowUp,ArrowRight,False,False,30.0,,0,False
81,81,314,3,value training,False,./assets/img/canyon/memory/24.jpg,canyon,23.0,False,False,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,,False,8,650.4000000003725,287.90000000037253,ArrowUp,ArrowLeft,False,True,30.0,,0,False
82,82,316,3,value training,False,./assets/img/canyon/memory/4.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,,False,8,429.0,386.90000000037253,ArrowDown,ArrowRight,True,True,30.0,,0,True
83,83,318,3,value training,False,./assets/img/canyon/memory/24.jpg,canyon,8.0,False,False,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,,False,8,598.3000000007451,287.0,ArrowDown,ArrowLeft,True,False,30.0,,0,False
85,85,322,3,value training,False,./assets/img/canyon/memory/41.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,,False,8,383.69999999925494,253.40000000037253,ArrowDown,ArrowRight,True,True,30.0,,0,True
86,86,324,3,value training,False,./assets/img/canyon/memory/23.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,,False,8,365.5,243.90000000037253,ArrowDown,ArrowRight,True,True,30.0,,5,True
87,87,326,3,value training,False,./assets/img/canyon/memory/31.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,,False,8,378.6000000005588,353.5,ArrowDown,ArrowRight,True,True,30.0,,5,True
88,88,328,3,value training,False,./assets/img/canyon/memory/35.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,,False,8,433.5,255.80000000074506,ArrowDown,ArrowRight,True,True,30.0,,5,True
89,89,330,3,value training,False,./assets/img/canyon/memory/27.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,,False,8,367.0,246.20000000018626,ArrowDown,ArrowRight,True,True,30.0,,5,True
90,90,332,3,value training,False,./assets/img/canyon/memory/41.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,,False,8,470.40000000037253,269.6000000005588,ArrowDown,ArrowRight,True,True,30.0,,5,True
91,91,334,3,value training,False,./assets/img/canyon/memory/31.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,,False,8,412.29999999981374,396.0,ArrowDown,ArrowRight,True,True,30.0,,10,True
92,92,336,3,value training,False,./assets/img/canyon/memory/23.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,,False,8,371.59999999962747,291.20000000018626,ArrowDown,ArrowRight,True,True,30.0,,10,True
93,93,338,3,value training,False,./assets/img/canyon/memory/21.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,,False,8,396.1000000005588,306.79999999981374,ArrowDown,ArrowRight,True,True,30.0,,10,True
94,94,340,3,value training,False,./assets/img/canyon/memory/1.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,,False,8,426.59999999962747,249.59999999962747,ArrowDown,ArrowRight,True,True,30.0,,10,True
95,95,342,3,value training,False,./assets/img/canyon/memory/3.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,,False,8,585.8000000007451,385.40000000037253,ArrowDown,ArrowRight,True,True,30.0,,10,True
96,96,344,3,value training,False,./assets/img/canyon/memory/7.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,,False,8,578.0,241.0,ArrowDown,ArrowRight,True,True,30.0,,15,True
97,97,346,3,value training,False,./assets/img/canyon/memory/34.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,,False,8,552.2999999998137,295.40000000037253,ArrowDown,ArrowRight,True,True,30.0,,15,True
98,98,348,3,value training,False,./assets/img/canyon/memory/29.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",18,,,False,8,455.79999999981374,302.20000000018626,ArrowDown,ArrowRight,True,True,30.0,,15,True
99,99,350,3,value training,False,./assets/img/canyon/memory/26.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",19,,,False,8,485.90000000037253,381.5,ArrowDown,ArrowRight,True,True,30.0,,15,True
100,100,352,3,value training,False,./assets/img/canyon/memory/26.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",20,,,False,8,494.19999999925494,308.90000000037253,ArrowDown,ArrowRight,True,True,30.0,,15,True
101,101,354,3,value training,False,./assets/img/canyon/memory/6.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",21,,,False,8,398.1000000005588,356.6000000005588,ArrowDown,ArrowRight,True,True,30.0,,20,True
102,102,356,3,value training,False,./assets/img/canyon/memory/13.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",22,,,False,8,376.30000000074506,296.0,ArrowDown,ArrowRight,True,True,30.0,,20,True
103,103,358,3,value training,False,./assets/img/canyon/memory/35.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",23,,,False,8,391.79999999981374,271.3999999994412,ArrowDown,ArrowRight,True,True,30.0,,20,True
104,104,360,3,value training,False,./assets/img/canyon/memory/29.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",24,,,False,8,399.90000000037253,319.29999999981374,ArrowDown,ArrowRight,True,True,30.0,,20,True
105,105,362,3,value training,False,./assets/img/canyon/memory/6.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",25,,,False,8,407.79999999981374,358.79999999981374,ArrowDown,ArrowRight,True,True,30.0,,20,True
106,106,364,3,value training,False,./assets/img/canyon/memory/27.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",26,,,False,8,1031.5,423.1000000005588,ArrowDown,ArrowRight,True,True,30.0,,25,True
107,107,366,3,value training,False,./assets/img/canyon/memory/7.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",27,,,False,8,463.20000000018626,333.5,ArrowDown,ArrowRight,True,True,30.0,,25,True
109,109,370,3,value training,False,./assets/img/canyon/memory/20.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",28,,,False,8,380.20000000018626,219.90000000037253,ArrowDown,ArrowRight,True,True,30.0,,25,True
110,110,372,3,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",29,,,False,8,387.79999999981374,203.29999999981374,ArrowDown,ArrowRight,True,True,30.0,,25,True
112,112,376,3,value training,False,./assets/img/canyon/memory/14.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",30,,,False,8,423.0,206.0,ArrowDown,ArrowRight,True,True,30.0,,25,True
113,113,378,3,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",31,,,False,8,350.0,228.8999999994412,ArrowDown,ArrowRight,True,True,30.0,,30,True
114,114,380,3,value training,False,./assets/img/canyon/memory/4.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",32,,,False,8,517.7000000001863,652.2999999998137,ArrowDown,ArrowRight,True,True,30.0,,30,True
116,116,384,3,value training,False,./assets/img/canyon/memory/14.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",33,,,False,8,516.3999999994412,331.59999999962747,ArrowDown,ArrowRight,True,True,30.0,,30,True
117,117,386,3,value training,False,./assets/img/canyon/memory/34.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",34,,,False,8,459.09999999962747,241.5,ArrowDown,ArrowRight,True,True,30.0,,30,True
118,118,388,3,value training,False,./assets/img/canyon/memory/21.jpg,canyon,30.0,False,True,original,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",35,,,False,8,465.29999999981374,248.30000000074506,ArrowDown,ArrowRight,True,True,30.0,,30,True
