"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1723","0.0-0.0","spark_pilot_2","7285","1","10","Male","[{""event"":""blur"",""trial"":1,""time"":12980},{""event"":""focus"",""trial"":1,""time"":19709},{""event"":""fullscreenenter"",""trial"":2,""time"":31023}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","27071","0.0-1.0","spark_pilot_2","7285","1","10","Male","[{""event"":""blur"",""trial"":1,""time"":12980},{""event"":""focus"",""trial"":1,""time"":19709},{""event"":""fullscreenenter"",""trial"":2,""time"":31023}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","31915","0.0-2.0","spark_pilot_2","7285","1","10","Male","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","35804","0.0-3.0-0.0-0.0","spark_pilot_2","7285","1","10","Male","","","","","","","3680","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","44408","0.0-3.0-1.0-0.0","spark_pilot_2","7285","1","10","Male","","","","","","","1570","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","54320","0.0-3.0-1.0-0.1","spark_pilot_2","7285","1","10","Male","","","","","","","1444.1999999999534","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","63444","0.0-3.0-1.0-0.2","spark_pilot_2","7285","1","10","Male","","","","","","","805.2000000001863","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","78297","0.0-3.0-1.0-0.3","spark_pilot_2","7285","1","10","Male","","","","","","","1617.8999999999069","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","91346","0.0-3.0-1.0-0.4","spark_pilot_2","7285","1","10","Male","","","","","","","1566","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","100056","0.0-3.0-1.0-0.5","spark_pilot_2","7285","1","10","Male","","","","","","","836.3000000000466","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","110295","0.0-3.0-1.0-0.6","spark_pilot_2","7285","1","10","Male","","","","","","","1366.3999999999069","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","118033","0.0-3.0-1.0-0.7","spark_pilot_2","7285","1","10","Male","","","","","","","651.2999999998137","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","122066","0.0-3.0-2.0-0.0","spark_pilot_2","7285","1","10","Male","","","false","","","","[940.8999999999069]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","122578","0.0-3.0-2.0-1.0","spark_pilot_2","7285","1","10","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","126608","0.0-3.0-2.0-0.1","spark_pilot_2","7285","1","10","Male","","","false","","","","[952]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","127121","0.0-3.0-2.0-1.1","spark_pilot_2","7285","1","10","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","131139","0.0-3.0-2.0-0.2","spark_pilot_2","7285","1","10","Male","","","false","","","","[769.1000000000931]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","131654","0.0-3.0-2.0-1.2","spark_pilot_2","7285","1","10","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","137652","0.0-3.0-3.0-0.0","spark_pilot_2","7285","1","10","Male","","","","","","","1251.5","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","141681","0.0-3.0-4.0-0.0","spark_pilot_2","7285","1","10","Male","","","false","","","","[618.1999999999534]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","142198","0.0-3.0-4.0-1.0","spark_pilot_2","7285","1","10","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
