"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1434","0.0-0.0","spark_pilot_2","7129","2","9","Male","[{""event"":""blur"",""trial"":1,""time"":27385},{""event"":""focus"",""trial"":1,""time"":33640},{""event"":""blur"",""trial"":1,""time"":35688},{""event"":""focus"",""trial"":2,""time"":199313},{""event"":""fullscreenenter"",""trial"":2,""time"":205283}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","58807","0.0-1.0","spark_pilot_2","7129","2","9","Male","[{""event"":""blur"",""trial"":1,""time"":27385},{""event"":""focus"",""trial"":1,""time"":33640},{""event"":""blur"",""trial"":1,""time"":35688},{""event"":""focus"",""trial"":2,""time"":199313},{""event"":""fullscreenenter"",""trial"":2,""time"":205283}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","206277","0.0-2.0","spark_pilot_2","7129","2","9","Male","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","208824","0.0-3.0-0.0-0.0","spark_pilot_2","7129","2","9","Male","","","","","","","2432","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","217711","0.0-3.0-1.0-0.0","spark_pilot_2","7129","2","9","Male","","","","","","","1900.9000000059605","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","227846","0.0-3.0-1.0-0.1","spark_pilot_2","7129","2","9","Male","","","","","","","1710.5","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","237941","0.0-3.0-1.0-0.2","spark_pilot_2","7129","2","9","Male","","","","","","","1824.2999999970198","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","253270","0.0-3.0-1.0-0.3","spark_pilot_2","7129","2","9","Male","","","","","","","2155","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","267082","0.0-3.0-1.0-0.4","spark_pilot_2","7129","2","9","Male","","","","","","","2388.5","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","277266","0.0-3.0-1.0-0.5","spark_pilot_2","7129","2","9","Male","","","","","","","2343.6000000089407","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","287926","0.0-3.0-1.0-0.6","spark_pilot_2","7129","2","9","Male","","","","","","","1824.9000000059605","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","299514","0.0-3.0-1.0-0.7","spark_pilot_2","7129","2","9","Male","","","","","","","4538.5","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","303542","0.0-3.0-2.0-0.0","spark_pilot_2","7129","2","9","Male","","","false","","","","[1461.300000011921]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","304045","0.0-3.0-2.0-1.0","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","308062","0.0-3.0-2.0-0.1","spark_pilot_2","7129","2","9","Male","","","true","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","15","308565","0.0-3.0-2.0-1.1","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","312582","0.0-3.0-2.0-0.2","spark_pilot_2","7129","2","9","Male","","","false","","","","[523]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","313085","0.0-3.0-2.0-1.2","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","320496","0.0-3.0-3.0-0.0","spark_pilot_2","7129","2","9","Male","","","","","","","2703.4000000059605","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","324510","0.0-3.0-4.0-0.0","spark_pilot_2","7129","2","9","Male","","","false","","","","[1221.199999988079]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","325013","0.0-3.0-4.0-1.0","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","329030","0.0-3.0-4.0-0.1","spark_pilot_2","7129","2","9","Male","","","false","","","","[522.9000000059605]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","329533","0.0-3.0-4.0-1.1","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","333549","0.0-3.0-4.0-0.2","spark_pilot_2","7129","2","9","Male","","","false","","","","[592.9000000059605]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","334061","0.0-3.0-4.0-1.2","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","345213","0.0-3.0-5.0-0.0","spark_pilot_2","7129","2","9","Male","","","","","","","1287.8999999910593","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","356083","0.0-3.0-5.0-0.1","spark_pilot_2","7129","2","9","Male","","","","","","","1704.5","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","368925","0.0-3.0-5.0-0.2","spark_pilot_2","7129","2","9","Male","","","","","","","1639.9000000059605","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","377614","0.0-3.0-5.0-0.3","spark_pilot_2","7129","2","9","Male","","","","","","","2306.9000000059605","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","381632","0.0-3.0-6.0-0.0","spark_pilot_2","7129","2","9","Male","","","false","","","","[1392.2999999970198]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","30","382141","0.0-3.0-6.0-1.0","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","386157","0.0-3.0-6.0-0.1","spark_pilot_2","7129","2","9","Male","","","false","","","","[460]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","32","386661","0.0-3.0-6.0-1.1","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","390678","0.0-3.0-6.0-0.2","spark_pilot_2","7129","2","9","Male","","","false","","","","[389.8999999910593]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","34","391181","0.0-3.0-6.0-1.2","spark_pilot_2","7129","2","9","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","395197","0.0-3.0-6.0-0.3","spark_pilot_2","7129","2","9","Male","","","false","","","","[380.20000000298023]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
