"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1863","0.0-0.0","spark_pilot_2","7776","5","8","Female","[{""event"":""blur"",""trial"":1,""time"":13185},{""event"":""focus"",""trial"":1,""time"":14622},{""event"":""fullscreenenter"",""trial"":2,""time"":97551},{""event"":""blur"",""trial"":19,""time"":232569},{""event"":""focus"",""trial"":19,""time"":234774},{""event"":""blur"",""trial"":19,""time"":235281},{""event"":""focus"",""trial"":19,""time"":235658},{""event"":""blur"",""trial"":19,""time"":235677},{""event"":""focus"",""trial"":19,""time"":240688}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","71244","0.0-1.0","spark_pilot_2","7776","5","8","Female","[{""event"":""blur"",""trial"":1,""time"":13185},{""event"":""focus"",""trial"":1,""time"":14622},{""event"":""fullscreenenter"",""trial"":2,""time"":97551},{""event"":""blur"",""trial"":19,""time"":232569},{""event"":""focus"",""trial"":19,""time"":234774},{""event"":""blur"",""trial"":19,""time"":235281},{""event"":""focus"",""trial"":19,""time"":235658},{""event"":""blur"",""trial"":19,""time"":235677},{""event"":""focus"",""trial"":19,""time"":240688}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","98525","0.0-2.0","spark_pilot_2","7776","5","8","Female","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","105205","0.0-3.0-0.0-0.0","spark_pilot_2","7776","5","8","Female","","","","","","","5531","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","","","",""
"audio-button-response","4","107834","0.0-3.0-0.1-0.1","spark_pilot_2","7776","5","8","Female","","","","","","","1611","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","5","118595","0.0-3.0-1.0-0.0","spark_pilot_2","7776","5","8","Female","","","","","","","2308.5999999046326","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","132058","0.0-3.0-1.0-0.1","spark_pilot_2","7776","5","8","Female","","","","","","","3415.5","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","145162","0.0-3.0-1.0-0.2","spark_pilot_2","7776","5","8","Female","","","","","","","2994.0999999046326","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","162425","0.0-3.0-1.0-0.3","spark_pilot_2","7776","5","8","Female","","","","","","","2966","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","177336","0.0-3.0-1.0-0.4","spark_pilot_2","7776","5","8","Female","","","","","","","1568.7999999523163","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","188601","0.0-3.0-1.0-0.5","spark_pilot_2","7776","5","8","Female","","","","","","","1931.5","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","200227","0.0-3.0-1.0-0.6","spark_pilot_2","7776","5","8","Female","","","","","","","1782.2000000476837","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","210990","0.0-3.0-1.0-0.7","spark_pilot_2","7776","5","8","Female","","","","","","","2389.7000000476837","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","13","215021","0.0-3.0-2.0-0.0","spark_pilot_2","7776","5","8","Female","","","true","","","","[]","./assets/img/space/0.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","14","215533","0.0-3.0-2.0-1.0","spark_pilot_2","7776","5","8","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","15","219553","0.0-3.0-2.0-0.1","spark_pilot_2","7776","5","8","Female","","","true","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","16","220069","0.0-3.0-2.0-1.1","spark_pilot_2","7776","5","8","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","17","224098","0.0-3.0-2.0-0.2","spark_pilot_2","7776","5","8","Female","","","true","","","","[]","./assets/img/space/2.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","18","224620","0.0-3.0-2.0-1.2","spark_pilot_2","7776","5","8","Female","[{""event"":""blur"",""trial"":1,""time"":13185},{""event"":""focus"",""trial"":1,""time"":14622},{""event"":""fullscreenenter"",""trial"":2,""time"":97551},{""event"":""blur"",""trial"":19,""time"":232569},{""event"":""focus"",""trial"":19,""time"":234774},{""event"":""blur"",""trial"":19,""time"":235281},{""event"":""focus"",""trial"":19,""time"":235658},{""event"":""blur"",""trial"":19,""time"":235677},{""event"":""focus"",""trial"":19,""time"":240688}]","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
