"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","2191","0.0-0.0","spark_pilot_2","7320","7","12","Male","[{""event"":""blur"",""trial"":1,""time"":16997},{""event"":""focus"",""trial"":1,""time"":27043},{""event"":""blur"",""trial"":1,""time"":36062},{""event"":""focus"",""trial"":2,""time"":39605},{""event"":""fullscreenenter"",""trial"":2,""time"":40078},{""event"":""blur"",""trial"":108,""time"":643564},{""event"":""focus"",""trial"":108,""time"":646091}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","36856","0.0-1.0","spark_pilot_2","7320","7","12","Male","[{""event"":""blur"",""trial"":1,""time"":16997},{""event"":""focus"",""trial"":1,""time"":27043},{""event"":""blur"",""trial"":1,""time"":36062},{""event"":""focus"",""trial"":2,""time"":39605},{""event"":""fullscreenenter"",""trial"":2,""time"":40078},{""event"":""blur"",""trial"":108,""time"":643564},{""event"":""focus"",""trial"":108,""time"":646091}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","40807","0.0-2.0","spark_pilot_2","7320","7","12","Male","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","42843","0.0-3.0-0.0-0.0","spark_pilot_2","7320","7","12","Male","","","","","","","1840","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","51405","0.0-3.0-1.0-0.0","spark_pilot_2","7320","7","12","Male","","","","","","","1496","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","60940","0.0-3.0-1.0-0.1","spark_pilot_2","7320","7","12","Male","","","","","","","962","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","70493","0.0-3.0-1.0-0.2","spark_pilot_2","7320","7","12","Male","","","","","","","1144","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","84973","0.0-3.0-1.0-0.3","spark_pilot_2","7320","7","12","Male","","","","","","","1104","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","99452","0.0-3.0-1.0-0.4","spark_pilot_2","7320","7","12","Male","","","","","","","2862","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","112557","0.0-3.0-1.0-0.5","spark_pilot_2","7320","7","12","Male","","","","","","","5127","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
