"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1704","0.0-0.0","spark_pilot_2","7530","3","23","Female","[{""event"":""blur"",""trial"":1,""time"":7913},{""event"":""focus"",""trial"":1,""time"":9350},{""event"":""blur"",""trial"":1,""time"":10192},{""event"":""focus"",""trial"":1,""time"":15656},{""event"":""fullscreenenter"",""trial"":2,""time"":27565}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","21609","0.0-1.0","spark_pilot_2","7530","3","23","Female","[{""event"":""blur"",""trial"":1,""time"":7913},{""event"":""focus"",""trial"":1,""time"":9350},{""event"":""blur"",""trial"":1,""time"":10192},{""event"":""focus"",""trial"":1,""time"":15656},{""event"":""fullscreenenter"",""trial"":2,""time"":27565}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","28503","0.0-2.0","spark_pilot_2","7530","3","23","Female","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","30319","0.0-3.0-0.0-0.0","spark_pilot_2","7530","3","23","Female","","","","","","","1181","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","39255","0.0-3.0-1.0-0.0","spark_pilot_2","7530","3","23","Female","","","","","","","1202.1999999284744","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","51067","0.0-3.0-1.0-0.1","spark_pilot_2","7530","3","23","Female","","","","","","","1583.1999999284744","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","62088","0.0-3.0-1.0-0.2","spark_pilot_2","7530","3","23","Female","","","","","","","806.6000000238419","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","77498","0.0-3.0-1.0-0.3","spark_pilot_2","7530","3","23","Female","","","","","","","927.0999999046326","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","91023","0.0-3.0-1.0-0.4","spark_pilot_2","7530","3","23","Female","","","","","","","702.6999999284744","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","102249","0.0-3.0-1.0-0.5","spark_pilot_2","7530","3","23","Female","","","","","","","2068.2999999523163","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","113673","0.0-3.0-1.0-0.6","spark_pilot_2","7530","3","23","Female","","","","","","","792.9000000953674","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","126565","0.0-3.0-1.0-0.7","spark_pilot_2","7530","3","23","Female","","","","","","","5016.899999976158","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","130619","0.0-3.0-2.0-0.0","spark_pilot_2","7530","3","23","Female","","","false","","","","[1703.2000000476837]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","131127","0.0-3.0-2.0-1.0","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","135145","0.0-3.0-2.0-0.1","spark_pilot_2","7530","3","23","Female","","","false","","","","[865.5]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","135656","0.0-3.0-2.0-1.1","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","139678","0.0-3.0-2.0-0.2","spark_pilot_2","7530","3","23","Female","","","false","","","","[926.5]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","140187","0.0-3.0-2.0-1.2","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","148311","0.0-3.0-3.0-0.0","spark_pilot_2","7530","3","23","Female","","","","","","","2143.3000000715256","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","152337","0.0-3.0-4.0-0.0","spark_pilot_2","7530","3","23","Female","","","false","","","","[413]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","152846","0.0-3.0-4.0-1.0","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","156866","0.0-3.0-4.0-0.1","spark_pilot_2","7530","3","23","Female","","","false","","","","[617.0999999046326]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","157376","0.0-3.0-4.0-1.1","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","161398","0.0-3.0-4.0-0.2","spark_pilot_2","7530","3","23","Female","","","false","","","","[318.5]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","161906","0.0-3.0-4.0-1.2","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","173397","0.0-3.0-5.0-0.0","spark_pilot_2","7530","3","23","Female","","","","","","","679.6000000238419","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","184987","0.0-3.0-5.0-0.1","spark_pilot_2","7530","3","23","Female","","","","","","","836.3999999761581","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","198462","0.0-3.0-5.0-0.2","spark_pilot_2","7530","3","23","Female","","","","","","","711.1000000238419","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","207292","0.0-3.0-5.0-0.3","spark_pilot_2","7530","3","23","Female","","","","","","","1011.2000000476837","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","211310","0.0-3.0-6.0-0.0","spark_pilot_2","7530","3","23","Female","","","false","","","","[493.60000002384186]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","30","211820","0.0-3.0-6.0-1.0","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","215840","0.0-3.0-6.0-0.1","spark_pilot_2","7530","3","23","Female","","","false","","","","[784]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","32","216348","0.0-3.0-6.0-1.1","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","220370","0.0-3.0-6.0-0.2","spark_pilot_2","7530","3","23","Female","","","false","","","","[678.1000000238419]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","34","220879","0.0-3.0-6.0-1.2","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","224899","0.0-3.0-6.0-0.3","spark_pilot_2","7530","3","23","Female","","","false","","","","[345.59999990463257]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","36","225409","0.0-3.0-6.0-1.3","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","37","244883","0.0-3.0-7.0-0.0","spark_pilot_2","7530","3","23","Female","","","","","","","1001.3999999761581","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","38","255163","0.0-3.0-7.0-0.1","spark_pilot_2","7530","3","23","Female","","","","","","","921.2000000476837","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","39","261210","0.0-3.0-8.0-0.0","spark_pilot_2","7530","3","23","Female","","","false","","","","[671.7999999523163,1163]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","40","261719","0.0-3.0-8.0-1.0","spark_pilot_2","7530","3","23","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
