"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"learning-instructions","10","155422","0.0-4.0-1.0-0.5","spark_pilot_2","7123","1","8","Female","","","","","","","","1659.000000000029","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","166158","0.0-4.0-1.0-0.6","spark_pilot_2","7123","1","8","Female","","","","","","","","1948","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","174706","0.0-4.0-1.0-0.7","spark_pilot_2","7123","1","8","Female","","","","","","","","1533","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","13","178723","0.0-4.0-2.0-0.0","spark_pilot_2","7123","1","8","Female","","false","","","","","","[1742]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","14","179227","0.0-4.0-2.0-1.0","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","15","183234","0.0-4.0-2.0-0.1","spark_pilot_2","7123","1","8","Female","","true","","","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","16","183737","0.0-4.0-2.0-1.1","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","17","187746","0.0-4.0-2.0-0.2","spark_pilot_2","7123","1","8","Female","","false","","","","","","[936]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","18","188249","0.0-4.0-2.0-1.2","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","19","194740","0.0-4.0-3.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","1804","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","20","198746","0.0-4.0-4.0-0.0","spark_pilot_2","7123","1","8","Female","","false","","","","","","[756]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","21","199249","0.0-4.0-4.0-1.0","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","22","203257","0.0-4.0-4.0-0.1","spark_pilot_2","7123","1","8","Female","","false","","","","","","[446]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","23","203761","0.0-4.0-4.0-1.1","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","24","207768","0.0-4.0-4.0-0.2","spark_pilot_2","7123","1","8","Female","","false","","","","","","[684]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","25","208272","0.0-4.0-4.0-1.2","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","26","220744","0.0-4.0-5.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","2641","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","231357","0.0-4.0-5.0-0.1","spark_pilot_2","7123","1","8","Female","","","","","","","","1511","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","243957","0.0-4.0-5.0-0.2","spark_pilot_2","7123","1","8","Female","","","","","","","","1434","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","29","251974","0.0-4.0-5.0-0.3","spark_pilot_2","7123","1","8","Female","","","","","","","","1671","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","30","255985","0.0-4.0-6.0-0.0","spark_pilot_2","7123","1","8","Female","","false","","","","","","[1000]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","31","256489","0.0-4.0-6.0-1.0","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","32","260497","0.0-4.0-6.0-0.1","spark_pilot_2","7123","1","8","Female","","false","","","","","","[426]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","33","261000","0.0-4.0-6.0-1.1","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","34","265008","0.0-4.0-6.0-0.2","spark_pilot_2","7123","1","8","Female","","false","","","","","","[403]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","35","265512","0.0-4.0-6.0-1.2","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","36","269519","0.0-4.0-6.0-0.3","spark_pilot_2","7123","1","8","Female","","false","","","","","","[472.0000000000582]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","37","270022","0.0-4.0-6.0-1.3","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","38","288273","0.0-4.0-7.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","1463.0000000000582","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","39","297524","0.0-4.0-7.0-0.1","spark_pilot_2","7123","1","8","Female","","","","","","","","1012.9999999999418","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","40","303532","0.0-4.0-8.0-0.0","spark_pilot_2","7123","1","8","Female","","false","","","","","","[787.0000000000582,726]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowLeft""]","full practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","41","304036","0.0-4.0-8.0-1.0","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","42","310044","0.0-4.0-8.0-0.1","spark_pilot_2","7123","1","8","Female","","false","","","","","","[632.9999999999418,553]","./assets/img/space/7.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","43","310547","0.0-4.0-8.0-1.1","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","44","316557","0.0-4.0-8.0-0.2","spark_pilot_2","7123","1","8","Female","","false","","","","","","[540,542]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","45","317060","0.0-4.0-8.0-1.2","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","46","323067","0.0-4.0-8.0-0.3","spark_pilot_2","7123","1","8","Female","","false","","","","","","[327.9999999999418,457]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowLeft""]","full practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","47","323569","0.0-4.0-8.0-1.3","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","48","329577","0.0-4.0-8.0-0.4","spark_pilot_2","7123","1","8","Female","","false","","","","","","[379,386]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","49","330080","0.0-4.0-8.0-1.4","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","50","341923","0.0-4.0-9.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","1549.9999999999418","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","51","350272","0.0-4.0-9.0-0.1","spark_pilot_2","7123","1","8","Female","","","","","","","","1202","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","52","354277","0.0-4.0-10.0-0.0","spark_pilot_2","7123","1","8","Female","","true","","","","","","[]","./assets/img/space/catch/0.jpg","[]","catch practice","space","-5","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","","true","","","","","","","",""
"html-keyboard-response","53","354779","0.0-4.0-10.0-1.0","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","54","358784","0.0-4.0-10.0-0.1","spark_pilot_2","7123","1","8","Female","","false","","","","","","[512]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","55","359286","0.0-4.0-10.0-1.1","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","56","363291","0.0-4.0-10.0-0.2","spark_pilot_2","7123","1","8","Female","","false","","","","","","[560]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","57","363794","0.0-4.0-10.0-1.2","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","58","378972","0.0-4.0-11.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","1610","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","59","386124","0.0-4.0-11.0-0.1","spark_pilot_2","7123","1","8","Female","","","","","","","","1493","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","60","401129","0.0-4.0-12.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","[115]","","","rest practice","","10","","","","","0","15000","","","","","",""
"learning-instructions","61","408255","0.0-4.0-13.0-0.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","1895","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","62","414923","0.0-4.0-13.0-0.0-0.1","spark_pilot_2","7123","1","8","Female","","","","","","","","3490.000000000058","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","63","430991","0.0-4.0-13.0-1.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","1320.0000000000582","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","64","436999","0.0-4.0-13.0-2.0-0.0","spark_pilot_2","7123","1","8","Female","","false","","","","","","[1084,1429.9999999999418]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","65","437502","0.0-4.0-13.0-2.0-1.0","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","66","443512","0.0-4.0-13.0-2.0-0.1","spark_pilot_2","7123","1","8","Female","","false","","","","","","[852,584.9999999999418]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","67","444016","0.0-4.0-13.0-2.0-1.1","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","68","450047","0.0-4.0-13.0-2.0-0.2","spark_pilot_2","7123","1","8","Female","","false","","","","","","[737,575]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","69","450551","0.0-4.0-13.0-2.0-1.2","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","70","456561","0.0-4.0-13.0-2.0-0.3","spark_pilot_2","7123","1","8","Female","","false","","","","","","[1049,612]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","71","457065","0.0-4.0-13.0-2.0-1.3","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","72","463074","0.0-4.0-13.0-2.0-0.4","spark_pilot_2","7123","1","8","Female","","false","","","","","","[922,555]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","73","463577","0.0-4.0-13.0-2.0-1.4","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","74","469586","0.0-4.0-13.0-2.0-0.5","spark_pilot_2","7123","1","8","Female","","false","","","","","","[639.0000000000582,566]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","75","470089","0.0-4.0-13.0-2.0-1.5","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","76","476096","0.0-4.0-13.0-2.0-0.6","spark_pilot_2","7123","1","8","Female","","false","","","","","","[447,425.0000000000582]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","77","476599","0.0-4.0-13.0-2.0-1.6","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","78","482607","0.0-4.0-13.0-2.0-0.7","spark_pilot_2","7123","1","8","Female","","false","","","","","","[653.0000000000582,603]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","79","483110","0.0-4.0-13.0-2.0-1.7","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","80","487117","0.0-4.0-13.0-2.0-0.8","spark_pilot_2","7123","1","8","Female","","false","","","","","","[899]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","81","487620","0.0-4.0-13.0-2.0-1.8","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","82","502656","0.0-4.0-13.0-3.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","2141","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"revaluation","83","506662","0.0-4.0-13.0-4.0-0.0","spark_pilot_2","7123","1","8","Female","","false","","","","","","[1108.9999999999418]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","84","507165","0.0-4.0-13.0-4.0-1.0","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","85","511173","0.0-4.0-13.0-4.0-0.1","spark_pilot_2","7123","1","8","Female","","false","","","","","","[524]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","86","511675","0.0-4.0-13.0-4.0-1.1","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","87","515681","0.0-4.0-13.0-4.0-0.2","spark_pilot_2","7123","1","8","Female","","false","","","","","","[522]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","88","516184","0.0-4.0-13.0-4.0-1.2","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","89","520191","0.0-4.0-13.0-4.0-0.3","spark_pilot_2","7123","1","8","Female","","false","","","","","","[456.0000000000582]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","90","520694","0.0-4.0-13.0-4.0-1.3","spark_pilot_2","7123","1","8","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","91","529656","0.0-4.0-13.0-5.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","1607","<p> Time to play the dot game! </p>
            <p> For 15 seconds, click the red dots on the following screen as they appear. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","92","544658","0.0-4.0-13.0-6.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","[91]","","","rest practice","","10","","","","","0","15000","","","","","",""
"learning-instructions","93","554423","0.0-4.0-13.0-7.0-0.0","spark_pilot_2","7123","1","8","Female","","","","","","","","3658","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","94","573227","0.0-4.0-13.0-7.0-0.1","spark_pilot_2","7123","1","8","Female","","","","","","","","4815","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"revaluation","95","574553","0.0-4.0-13.0-8.0","spark_pilot_2","7123","1","8","Female","","false","","","","","","[1322]","./assets/img/space/15.jpg","[""ArrowUp""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp","false","","","","","","","",""
