"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1128","0.0-0.0","spark_pilot_2","7496","8","22","Male","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","33999","0.0-1.0","spark_pilot_2","7496","8","22","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":36682},{""event"":""fullscreenexit"",""trial"":105,""time"":1171482},{""event"":""blur"",""trial"":105,""time"":1175823},{""event"":""focus"",""trial"":105,""time"":1636015},{""event"":""blur"",""trial"":105,""time"":1638477},{""event"":""focus"",""trial"":105,""time"":5821958},{""event"":""blur"",""trial"":105,""time"":5825235},{""event"":""focus"",""trial"":105,""time"":5825441}]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","37641","0.0-2.0","spark_pilot_2","7496","8","22","Male","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","44353","0.0-3.0-0.0-0.0","spark_pilot_2","7496","8","22","Male","","","","","","","6648","./assets/audio/audiotest/turtle.mp3","0","audio_test","","","","","","","","","","","","","",""
"audio-button-response","4","50527","0.0-3.0-0.1-0.1","spark_pilot_2","7496","8","22","Male","","","","","","","5160","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","","","",""
"audio-button-response","5","54697","0.0-3.0-0.2-0.2","spark_pilot_2","7496","8","22","Male","","","","","","","3160","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","6","66545","0.0-3.0-1.0-0.0","spark_pilot_2","7496","8","22","Male","","","","","","","4821.900000000023","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","75932","0.0-3.0-1.0-0.1","spark_pilot_2","7496","8","22","Male","","","","","","","970.4000000000233","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","86425","0.0-3.0-1.0-0.2","spark_pilot_2","7496","8","22","Male","","","","","","","2214.79999999993","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","103626","0.0-3.0-1.0-0.3","spark_pilot_2","7496","8","22","Male","","","","","","","4043.70000000007","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","116372","0.0-3.0-1.0-0.4","spark_pilot_2","7496","8","22","Male","","","","","","","1320.3000000000466","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","125332","0.0-3.0-1.0-0.5","spark_pilot_2","7496","8","22","Male","","","","","","","1130.2000000000698","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","156952","0.0-3.0-1.0-0.6","spark_pilot_2","7496","8","22","Male","","","","","","","22790.199999999953","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","13","164502","0.0-3.0-1.0-0.7","spark_pilot_2","7496","8","22","Male","","","","","","","499.79999999993015","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","14","168542","0.0-3.0-2.0-0.0","spark_pilot_2","7496","8","22","Male","","false","","","","","[878.9000000000233]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","169058","0.0-3.0-2.0-1.0","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","173076","0.0-3.0-2.0-0.1","spark_pilot_2","7496","8","22","Male","","false","","","","","[701.3000000000466]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","173587","0.0-3.0-2.0-1.1","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","18","177619","0.0-3.0-2.0-0.2","spark_pilot_2","7496","8","22","Male","","false","","","","","[377.20000000006985]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","19","178131","0.0-3.0-2.0-1.2","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","20","184954","0.0-3.0-3.0-0.0","spark_pilot_2","7496","8","22","Male","","","","","","","1761.7000000000698","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","21","188973","0.0-3.0-4.0-0.0","spark_pilot_2","7496","8","22","Male","","false","","","","","[425.79999999993015]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","189477","0.0-3.0-4.0-1.0","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","193502","0.0-3.0-4.0-0.1","spark_pilot_2","7496","8","22","Male","","false","","","","","[756]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","194007","0.0-3.0-4.0-1.1","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","25","198030","0.0-3.0-4.0-0.2","spark_pilot_2","7496","8","22","Male","","false","","","","","[884.3000000000466]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","26","198537","0.0-3.0-4.0-1.2","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","27","211192","0.0-3.0-5.0-0.0","spark_pilot_2","7496","8","22","Male","","","","","","","2791.100000000093","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","221073","0.0-3.0-5.0-0.1","spark_pilot_2","7496","8","22","Male","","","","","","","743.2000000000698","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","29","233999","0.0-3.0-5.0-0.2","spark_pilot_2","7496","8","22","Male","","","","","","","1717.7999999999302","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","30","241790","0.0-3.0-5.0-0.3","spark_pilot_2","7496","8","22","Male","","","","","","","1418.8000000000466","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","31","245817","0.0-3.0-6.0-0.0","spark_pilot_2","7496","8","22","Male","","false","","","","","[627]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","32","246324","0.0-3.0-6.0-1.0","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","250343","0.0-3.0-6.0-0.1","spark_pilot_2","7496","8","22","Male","","false","","","","","[525.1999999999534]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","34","250856","0.0-3.0-6.0-1.1","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","254873","0.0-3.0-6.0-0.2","spark_pilot_2","7496","8","22","Male","","false","","","","","[103.90000000002328]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","36","255384","0.0-3.0-6.0-1.2","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","37","259398","0.0-3.0-6.0-0.3","spark_pilot_2","7496","8","22","Male","","false","","","","","[232.20000000006985]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","38","259904","0.0-3.0-6.0-1.3","spark_pilot_2","7496","8","22","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","39","279460","0.0-3.0-7.0-0.0","spark_pilot_2","7496","8","22","Male","","","","","","","2718.79999999993","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
