"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","2390","0.0-0.0","spark_pilot_2","7383","8","15","Female","[{""event"":""focus"",""trial"":1,""time"":22600},{""event"":""blur"",""trial"":2,""time"":54538},{""event"":""focus"",""trial"":2,""time"":60548},{""event"":""fullscreenenter"",""trial"":2,""time"":61505}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","49962","0.0-1.0","spark_pilot_2","7383","8","15","Female","[{""event"":""focus"",""trial"":1,""time"":22600},{""event"":""blur"",""trial"":2,""time"":54538},{""event"":""focus"",""trial"":2,""time"":60548},{""event"":""fullscreenenter"",""trial"":2,""time"":61505}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","62486","0.0-2.0","spark_pilot_2","7383","8","15","Female","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","63736","0.0-3.0-0.0-0.0","spark_pilot_2","7383","8","15","Female","","","","","","","1211","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","71648","0.0-3.0-1.0-0.0","spark_pilot_2","7383","8","15","Female","","","","","","","899","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","80520","0.0-3.0-1.0-0.1","spark_pilot_2","7383","8","15","Female","","","","","","","464.8000000715256","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","89183","0.0-3.0-1.0-0.2","spark_pilot_2","7383","8","15","Female","","","","","","","398.7999999523163","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","102767","0.0-3.0-1.0-0.3","spark_pilot_2","7383","8","15","Female","","","","","","","422.6999999284744","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","114679","0.0-3.0-1.0-0.4","spark_pilot_2","7383","8","15","Female","","","","","","","494.8000000715256","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","123438","0.0-3.0-1.0-0.5","spark_pilot_2","7383","8","15","Female","","","","","","","934.7000000476837","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","132654","0.0-3.0-1.0-0.6","spark_pilot_2","7383","8","15","Female","","","","","","","400.7000000476837","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","140118","0.0-3.0-1.0-0.7","spark_pilot_2","7383","8","15","Female","","","","","","","424.5","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","144154","0.0-3.0-2.0-0.0","spark_pilot_2","7383","8","15","Female","","","false","","","","[562.2000000476837]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","144657","0.0-3.0-2.0-1.0","spark_pilot_2","7383","8","15","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","148673","0.0-3.0-2.0-0.1","spark_pilot_2","7383","8","15","Female","","","false","","","","[1814.2000000476837]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","149176","0.0-3.0-2.0-1.1","spark_pilot_2","7383","8","15","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","153192","0.0-3.0-2.0-0.2","spark_pilot_2","7383","8","15","Female","","","false","","","","[1526.8999999761581]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
