"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1013","0.0-0.0","spark_pilot_2","7334","8","13","Male","[{""event"":""blur"",""trial"":0,""time"":12},{""event"":""focus"",""trial"":0,""time"":552},{""event"":""blur"",""trial"":1,""time"":6093},{""event"":""focus"",""trial"":1,""time"":9983},{""event"":""fullscreenenter"",""trial"":2,""time"":74885}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","71206","0.0-1.0","spark_pilot_2","7334","8","13","Male","[{""event"":""blur"",""trial"":0,""time"":12},{""event"":""focus"",""trial"":0,""time"":552},{""event"":""blur"",""trial"":1,""time"":6093},{""event"":""focus"",""trial"":1,""time"":9983},{""event"":""fullscreenenter"",""trial"":2,""time"":74885}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","75880","0.0-2.0","spark_pilot_2","7334","8","13","Male","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","78645","0.0-3.0-0.0-0.0","spark_pilot_2","7334","8","13","Male","","","","","","","2043","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","87312","0.0-3.0-1.0-0.0","spark_pilot_2","7334","8","13","Male","","","","","","","1682.9000000022352","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","96650","0.0-3.0-1.0-0.1","spark_pilot_2","7334","8","13","Male","","","","","","","916.0999999977648","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","106102","0.0-3.0-1.0-0.2","spark_pilot_2","7334","8","13","Male","","","","","","","1184.6000000014901","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","120038","0.0-3.0-1.0-0.3","spark_pilot_2","7334","8","13","Male","","","","","","","764.8000000007451","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","131870","0.0-3.0-1.0-0.4","spark_pilot_2","7334","8","13","Male","","","","","","","394.8999999985099","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","140087","0.0-3.0-1.0-0.5","spark_pilot_2","7334","8","13","Male","","","","","","","381.30000000074506","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
