"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1215","0.0-0.0","spark_pilot_2","7310","6","11","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","24475","0.0-1.0","spark_pilot_2","7310","6","11","Female","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":34041}]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","35035","0.0-2.0","spark_pilot_2","7310","6","11","Female","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","37868","0.0-3.0-0.0-0.0","spark_pilot_2","7310","6","11","Female","","","","","","","2107","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","49187","0.0-3.0-1.0-0.0","spark_pilot_2","7310","6","11","Female","","","","","","","4151.19999999553","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","60144","0.0-3.0-1.0-0.1","spark_pilot_2","7310","6","11","Female","","","","","","","2152.10000000149","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","106654","0.0-3.0-1.0-0.2","spark_pilot_2","7310","6","11","Female","","","","","","","37941.89999999851","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","121561","0.0-3.0-1.0-0.3","spark_pilot_2","7310","6","11","Female","","","","","","","1515.9000000059605","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","133948","0.0-3.0-1.0-0.4","spark_pilot_2","7310","6","11","Female","","","","","","","731.3999999985099","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","142757","0.0-3.0-1.0-0.5","spark_pilot_2","7310","6","11","Female","","","","","","","804","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","153287","0.0-3.0-1.0-0.6","spark_pilot_2","7310","6","11","Female","","","","","","","1547.6999999955297","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","161590","0.0-3.0-1.0-0.7","spark_pilot_2","7310","6","11","Female","","","","","","","1102.5","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","165615","0.0-3.0-2.0-0.0","spark_pilot_2","7310","6","11","Female","","false","","","","","[1251]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","166118","0.0-3.0-2.0-1.0","spark_pilot_2","7310","6","11","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","170135","0.0-3.0-2.0-0.1","spark_pilot_2","7310","6","11","Female","","false","","","","","[1534.5]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","170639","0.0-3.0-2.0-1.1","spark_pilot_2","7310","6","11","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","174655","0.0-3.0-2.0-0.2","spark_pilot_2","7310","6","11","Female","","false","","","","","[412.5]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","175161","0.0-3.0-2.0-1.2","spark_pilot_2","7310","6","11","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","181166","0.0-3.0-3.0-0.0","spark_pilot_2","7310","6","11","Female","","","","","","","1290.8000000044703","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","185182","0.0-3.0-4.0-0.0","spark_pilot_2","7310","6","11","Female","","false","","","","","[1000.1000000014901]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","185686","0.0-3.0-4.0-1.0","spark_pilot_2","7310","6","11","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","189697","0.0-3.0-4.0-0.1","spark_pilot_2","7310","6","11","Female","","false","","","","","[0.7999999970197678]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","190201","0.0-3.0-4.0-1.1","spark_pilot_2","7310","6","11","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","194213","0.0-3.0-4.0-0.2","spark_pilot_2","7310","6","11","Female","","false","","","","","[684.7999999970198]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","194718","0.0-3.0-4.0-1.2","spark_pilot_2","7310","6","11","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","205861","0.0-3.0-5.0-0.0","spark_pilot_2","7310","6","11","Female","","","","","","","1257","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","216211","0.0-3.0-5.0-0.1","spark_pilot_2","7310","6","11","Female","","","","","","","1188","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
