"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","989","0.0-0.0","spark_pilot_2","7446","4","19","Male","[{""event"":""blur"",""trial"":1,""time"":8206},{""event"":""focus"",""trial"":1,""time"":9360},{""event"":""fullscreenenter"",""trial"":2,""time"":14462}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","12781","0.0-1.0","spark_pilot_2","7446","4","19","Male","[{""event"":""blur"",""trial"":1,""time"":8206},{""event"":""focus"",""trial"":1,""time"":9360},{""event"":""fullscreenenter"",""trial"":2,""time"":14462}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","15458","0.0-2.0","spark_pilot_2","7446","4","19","Male","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","17179","0.0-3.0-0.0-0.0","spark_pilot_2","7446","4","19","Male","","","","","","","1712","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","25792","0.0-3.0-1.0-0.0","spark_pilot_2","7446","4","19","Male","","","","","","","1636.3999999910593","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","35877","0.0-3.0-1.0-0.1","spark_pilot_2","7446","4","19","Male","","","","","","","1674","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","45586","0.0-3.0-1.0-0.2","spark_pilot_2","7446","4","19","Male","","","","","","","1447","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","59146","0.0-3.0-1.0-0.3","spark_pilot_2","7446","4","19","Male","","","","","","","414.3999999910593","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","71065","0.0-3.0-1.0-0.4","spark_pilot_2","7446","4","19","Male","","","","","","","516.2999999970198","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","79686","0.0-3.0-1.0-0.5","spark_pilot_2","7446","4","19","Male","","","","","","","790.2000000029802","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","89050","0.0-3.0-1.0-0.6","spark_pilot_2","7446","4","19","Male","","","","","","","555.1000000089407","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
