"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1244","0.0-0.0","spark_pilot_2","7487","5","21","Female","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","8772","0.0-1.0","spark_pilot_2","7487","5","21","Female","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":12426}]","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","13396","0.0-2.0","spark_pilot_2","7487","5","21","Female","true","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","15435","0.0-3.0","spark_pilot_2","7487","5","21","Female","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","16776","0.0-4.0-0.0-0.0","spark_pilot_2","7487","5","21","Female","","","","","","","","1259","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","5","29273","0.0-4.0-1.0-0.0","spark_pilot_2","7487","5","21","Female","","","","","","","","5531.000000000004","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","39131","0.0-4.0-1.0-0.1","spark_pilot_2","7487","5","21","Female","","","","","","","","1463","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","48300","0.0-4.0-1.0-0.2","spark_pilot_2","7487","5","21","Female","","","","","","","","924.0000000000073","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","62191","0.0-4.0-1.0-0.3","spark_pilot_2","7487","5","21","Female","","","","","","","","755.9999999999927","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","74662","0.0-4.0-1.0-0.4","spark_pilot_2","7487","5","21","Female","","","","","","","","1071","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","83951","0.0-4.0-1.0-0.5","spark_pilot_2","7487","5","21","Female","","","","","","","","1474","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","93473","0.0-4.0-1.0-0.6","spark_pilot_2","7487","5","21","Female","","","","","","","","727","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","101209","0.0-4.0-1.0-0.7","spark_pilot_2","7487","5","21","Female","","","","","","","","711","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","13","105239","0.0-4.0-2.0-0.0","spark_pilot_2","7487","5","21","Female","","false","","","","","","[811.0000000000146]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","14","105740","0.0-4.0-2.0-1.0","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","15","109787","0.0-4.0-2.0-0.1","spark_pilot_2","7487","5","21","Female","","false","","","","","","[1073.9999999999854]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","16","110289","0.0-4.0-2.0-1.1","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","17","114323","0.0-4.0-2.0-0.2","spark_pilot_2","7487","5","21","Female","","false","","","","","","[774]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","18","114824","0.0-4.0-2.0-1.2","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","19","120666","0.0-4.0-3.0-0.0","spark_pilot_2","7487","5","21","Female","","","","","","","","1147","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","20","124690","0.0-4.0-4.0-0.0","spark_pilot_2","7487","5","21","Female","","false","","","","","","[728]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","21","125191","0.0-4.0-4.0-1.0","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","22","129219","0.0-4.0-4.0-0.1","spark_pilot_2","7487","5","21","Female","","false","","","","","","[829]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","23","129721","0.0-4.0-4.0-1.1","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","24","133755","0.0-4.0-4.0-0.2","spark_pilot_2","7487","5","21","Female","","false","","","","","","[773]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","25","134256","0.0-4.0-4.0-1.2","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","26","144998","0.0-4.0-5.0-0.0","spark_pilot_2","7487","5","21","Female","","","","","","","","913","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","154614","0.0-4.0-5.0-0.1","spark_pilot_2","7487","5","21","Female","","","","","","","","507.9999999999709","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","167336","0.0-4.0-5.0-0.2","spark_pilot_2","7487","5","21","Female","","","","","","","","1549","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","29","174715","0.0-4.0-5.0-0.3","spark_pilot_2","7487","5","21","Female","","","","","","","","1024","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","30","178739","0.0-4.0-6.0-0.0","spark_pilot_2","7487","5","21","Female","","false","","","","","","[492]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","31","179240","0.0-4.0-6.0-1.0","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","32","183267","0.0-4.0-6.0-0.1","spark_pilot_2","7487","5","21","Female","","false","","","","","","[774]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","33","183769","0.0-4.0-6.0-1.1","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","34","187794","0.0-4.0-6.0-0.2","spark_pilot_2","7487","5","21","Female","","false","","","","","","[745]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","35","188294","0.0-4.0-6.0-1.2","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","36","192319","0.0-4.0-6.0-0.3","spark_pilot_2","7487","5","21","Female","","false","","","","","","[559]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","37","192821","0.0-4.0-6.0-1.3","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","38","211223","0.0-4.0-7.0-0.0","spark_pilot_2","7487","5","21","Female","","","","","","","","1610","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","39","221308","0.0-4.0-7.0-0.1","spark_pilot_2","7487","5","21","Female","","","","","","","","1847","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","40","227335","0.0-4.0-8.0-0.0","spark_pilot_2","7487","5","21","Female","","false","","","","","","[935,635]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","41","227837","0.0-4.0-8.0-1.0","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","42","233869","0.0-4.0-8.0-0.1","spark_pilot_2","7487","5","21","Female","","false","","","","","","[971.0000000000291,510]","./assets/img/space/7.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","43","234370","0.0-4.0-8.0-1.1","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","44","240402","0.0-4.0-8.0-0.2","spark_pilot_2","7487","5","21","Female","","false","","","","","","[889,529]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","45","240904","0.0-4.0-8.0-1.2","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","46","246934","0.0-4.0-8.0-0.3","spark_pilot_2","7487","5","21","Female","","false","","","","","","[795,483.9999999999709]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","47","247438","0.0-4.0-8.0-1.3","spark_pilot_2","7487","5","21","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
