"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1689","0.0-0.0","spark_pilot_2","7982","2","17","Female","[{""event"":""blur"",""trial"":1,""time"":8695},{""event"":""focus"",""trial"":1,""time"":25803},{""event"":""fullscreenenter"",""trial"":2,""time"":82035},{""event"":""blur"",""trial"":284,""time"":1333918},{""event"":""fullscreenexit"",""trial"":284,""time"":1333923},{""event"":""focus"",""trial"":284,""time"":1333929},{""event"":""blur"",""trial"":287,""time"":1348055},{""event"":""focus"",""trial"":287,""time"":1348062},{""event"":""blur"",""trial"":289,""time"":1351764},{""event"":""focus"",""trial"":289,""time"":1354302},{""event"":""blur"",""trial"":423,""time"":1799161},{""event"":""focus"",""trial"":423,""time"":1802315},{""event"":""blur"",""trial"":462,""time"":1962065},{""event"":""focus"",""trial"":462,""time"":1967507},{""event"":""blur"",""trial"":485,""time"":2036540},{""event"":""focus"",""trial"":487,""time"":2038206},{""event"":""blur"",""trial"":553,""time"":2127946},{""event"":""focus"",""trial"":553,""time"":2130638}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","78901","0.0-1.0","spark_pilot_2","7982","2","17","Female","[{""event"":""blur"",""trial"":1,""time"":8695},{""event"":""focus"",""trial"":1,""time"":25803},{""event"":""fullscreenenter"",""trial"":2,""time"":82035},{""event"":""blur"",""trial"":284,""time"":1333918},{""event"":""fullscreenexit"",""trial"":284,""time"":1333923},{""event"":""focus"",""trial"":284,""time"":1333929},{""event"":""blur"",""trial"":287,""time"":1348055},{""event"":""focus"",""trial"":287,""time"":1348062},{""event"":""blur"",""trial"":289,""time"":1351764},{""event"":""focus"",""trial"":289,""time"":1354302},{""event"":""blur"",""trial"":423,""time"":1799161},{""event"":""focus"",""trial"":423,""time"":1802315},{""event"":""blur"",""trial"":462,""time"":1962065},{""event"":""focus"",""trial"":462,""time"":1967507},{""event"":""blur"",""trial"":485,""time"":2036540},{""event"":""focus"",""trial"":487,""time"":2038206},{""event"":""blur"",""trial"":553,""time"":2127946},{""event"":""focus"",""trial"":553,""time"":2130638}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","83004","0.0-2.0","spark_pilot_2","7982","2","17","Female","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","84201","0.0-3.0-0.0-0.0","spark_pilot_2","7982","2","17","Female","","","","","","","1120","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","99695","0.0-3.0-1.0-0.0","spark_pilot_2","7982","2","17","Female","","","","","","","8492","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","114189","0.0-3.0-1.0-0.1","spark_pilot_2","7982","2","17","Female","","","","","","","6070","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","129597","0.0-3.0-1.0-0.2","spark_pilot_2","7982","2","17","Female","","","","","","","7139.5","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","146502","0.0-3.0-1.0-0.3","spark_pilot_2","7982","2","17","Female","","","","","","","3733.800000011921","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","160646","0.0-3.0-1.0-0.4","spark_pilot_2","7982","2","17","Female","","","","","","","2718.5","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","172206","0.0-3.0-1.0-0.5","spark_pilot_2","7982","2","17","Female","","","","","","","3717.9000000059605","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","185653","0.0-3.0-1.0-0.6","spark_pilot_2","7982","2","17","Female","","","","","","","4614.399999976158","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","195777","0.0-3.0-1.0-0.7","spark_pilot_2","7982","2","17","Female","","","","","","","3087.699999988079","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","199815","0.0-3.0-2.0-0.0","spark_pilot_2","7982","2","17","Female","","","false","","","","[837.1000000238419]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","200327","0.0-3.0-2.0-1.0","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","204347","0.0-3.0-2.0-0.1","spark_pilot_2","7982","2","17","Female","","","false","","","","[916.8000000119209]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","204859","0.0-3.0-2.0-1.1","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","208875","0.0-3.0-2.0-0.2","spark_pilot_2","7982","2","17","Female","","","false","","","","[1048.4000000059605]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","209387","0.0-3.0-2.0-1.2","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","217242","0.0-3.0-3.0-0.0","spark_pilot_2","7982","2","17","Female","","","","","","","3154.7000000178814","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","221253","0.0-3.0-4.0-0.0","spark_pilot_2","7982","2","17","Female","","","false","","","","[659.2000000178814]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","221766","0.0-3.0-4.0-1.0","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","225785","0.0-3.0-4.0-0.1","spark_pilot_2","7982","2","17","Female","","","true","","","","[]","./assets/img/space/4.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","22","226297","0.0-3.0-4.0-1.1","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","230317","0.0-3.0-4.0-0.2","spark_pilot_2","7982","2","17","Female","","","false","","","","[1058.4000000059605]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","230831","0.0-3.0-4.0-1.2","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","242389","0.0-3.0-5.0-0.0","spark_pilot_2","7982","2","17","Female","","","","","","","1700.8999999761581","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","253026","0.0-3.0-5.0-0.1","spark_pilot_2","7982","2","17","Female","","","","","","","1498.7999999821186","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","266672","0.0-3.0-5.0-0.2","spark_pilot_2","7982","2","17","Female","","","","","","","2454.300000011921","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","275857","0.0-3.0-5.0-0.3","spark_pilot_2","7982","2","17","Female","","","","","","","2809.0999999940395","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","279881","0.0-3.0-6.0-0.0","spark_pilot_2","7982","2","17","Female","","","false","","","","[855]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","30","280398","0.0-3.0-6.0-1.0","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","284423","0.0-3.0-6.0-0.1","spark_pilot_2","7982","2","17","Female","","","false","","","","[928]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","32","284938","0.0-3.0-6.0-1.1","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","288969","0.0-3.0-6.0-0.2","spark_pilot_2","7982","2","17","Female","","","false","","","","[1015]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","34","289486","0.0-3.0-6.0-1.2","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","293510","0.0-3.0-6.0-0.3","spark_pilot_2","7982","2","17","Female","","","false","","","","[385.7999999821186]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","36","294023","0.0-3.0-6.0-1.3","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","37","313585","0.0-3.0-7.0-0.0","spark_pilot_2","7982","2","17","Female","","","","","","","2738.7000000178814","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","38","324449","0.0-3.0-7.0-0.1","spark_pilot_2","7982","2","17","Female","","","","","","","1511.4000000059605","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","39","330482","0.0-3.0-8.0-0.0","spark_pilot_2","7982","2","17","Female","","","false","","","","[1438.199999988079,733.0999999940395]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","40","330984","0.0-3.0-8.0-1.0","spark_pilot_2","7982","2","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
