"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1083","0.0-0.0","spark_pilot_2","7098","4","7","Male","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","18104","0.0-1.0","spark_pilot_2","7098","4","7","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":29478}]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","30479","0.0-2.0","spark_pilot_2","7098","4","7","Male","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","34517","0.0-3.0-0.0-0.0","spark_pilot_2","7098","4","7","Male","","","","","","","3909","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","45134","0.0-3.0-1.0-0.0","spark_pilot_2","7098","4","7","Male","","","","","","","2911.100000023842","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","56311","0.0-3.0-1.0-0.1","spark_pilot_2","7098","4","7","Male","","","","","","","1889","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","67227","0.0-3.0-1.0-0.2","spark_pilot_2","7098","4","7","Male","","","","","","","1694.699999988079","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","83252","0.0-3.0-1.0-0.3","spark_pilot_2","7098","4","7","Male","","","","","","","1918.800000011921","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","97603","0.0-3.0-1.0-0.4","spark_pilot_2","7098","4","7","Male","","","","","","","2051.399999976158","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","108096","0.0-3.0-1.0-0.5","spark_pilot_2","7098","4","7","Male","","","","","","","1839.1000000238419","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","119633","0.0-3.0-1.0-0.6","spark_pilot_2","7098","4","7","Male","","","","","","","1866.2999999523163","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","129146","0.0-3.0-1.0-0.7","spark_pilot_2","7098","4","7","Male","","","","","","","1668.7999999523163","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","133166","0.0-3.0-2.0-0.0","spark_pilot_2","7098","4","7","Male","","false","","","","","[1632.300000011921]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","133676","0.0-3.0-2.0-1.0","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","137688","0.0-3.0-2.0-0.1","spark_pilot_2","7098","4","7","Male","","false","","","","","[1582.1000000238419]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","138198","0.0-3.0-2.0-1.1","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","142220","0.0-3.0-2.0-0.2","spark_pilot_2","7098","4","7","Male","","false","","","","","[1353]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","142735","0.0-3.0-2.0-1.2","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","149133","0.0-3.0-3.0-0.0","spark_pilot_2","7098","4","7","Male","","","","","","","1697.300000011921","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","153157","0.0-3.0-4.0-0.0","spark_pilot_2","7098","4","7","Male","","false","","","","","[951.2000000476837]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","153660","0.0-3.0-4.0-1.0","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","157677","0.0-3.0-4.0-0.1","spark_pilot_2","7098","4","7","Male","","false","","","","","[661.1000000238419]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","158192","0.0-3.0-4.0-1.1","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","162211","0.0-3.0-4.0-0.2","spark_pilot_2","7098","4","7","Male","","true","","","","","[]","./assets/img/space/5.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","24","162715","0.0-3.0-4.0-1.2","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","174393","0.0-3.0-5.0-0.0","spark_pilot_2","7098","4","7","Male","","","","","","","1828","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","184919","0.0-3.0-5.0-0.1","spark_pilot_2","7098","4","7","Male","","","","","","","1404.5","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","197948","0.0-3.0-5.0-0.2","spark_pilot_2","7098","4","7","Male","","","","","","","1850.300000011921","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","205995","0.0-3.0-5.0-0.3","spark_pilot_2","7098","4","7","Male","","","","","","","1691.300000011921","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","210012","0.0-3.0-6.0-0.0","spark_pilot_2","7098","4","7","Male","","false","","","","","[1308.1000000238419]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","30","210518","0.0-3.0-6.0-1.0","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","214537","0.0-3.0-6.0-0.1","spark_pilot_2","7098","4","7","Male","","false","","","","","[1048.2000000476837]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","32","215043","0.0-3.0-6.0-1.1","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","219060","0.0-3.0-6.0-0.2","spark_pilot_2","7098","4","7","Male","","false","","","","","[888.2999999523163]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","34","219568","0.0-3.0-6.0-1.2","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","223592","0.0-3.0-6.0-0.3","spark_pilot_2","7098","4","7","Male","","false","","","","","[831.3000000119209]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","36","224103","0.0-3.0-6.0-1.3","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","37","243019","0.0-3.0-7.0-0.0","spark_pilot_2","7098","4","7","Male","","","","","","","1125.699999988079","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","38","254113","0.0-3.0-7.0-0.1","spark_pilot_2","7098","4","7","Male","","","","","","","1974.800000011921","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","39","260142","0.0-3.0-8.0-0.0","spark_pilot_2","7098","4","7","Male","","false","","","","","[1147.4000000357628,1585.5999999642372]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","40","260651","0.0-3.0-8.0-1.0","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","41","266677","0.0-3.0-8.0-0.1","spark_pilot_2","7098","4","7","Male","","false","","","","","[1242.199999988079,780.3000000119209]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","42","267193","0.0-3.0-8.0-1.1","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","43","271214","0.0-3.0-8.0-0.2","spark_pilot_2","7098","4","7","Male","","true","","","","","[]","./assets/img/space/8.jpg","[]","full practice","space","-5","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","","false","","","","","","","",""
"html-keyboard-response","44","271726","0.0-3.0-8.0-1.2","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","45","277757","0.0-3.0-8.0-0.3","spark_pilot_2","7098","4","7","Male","","false","","","","","[1011.6000000238419,1036.199999988079]","./assets/img/space/9.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","46","278261","0.0-3.0-8.0-1.3","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","47","282278","0.0-3.0-8.0-0.4","spark_pilot_2","7098","4","7","Male","","true","","","","","[]","./assets/img/space/10.jpg","[]","full practice","space","-5","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","","false","","","","","","","",""
"html-keyboard-response","48","282790","0.0-3.0-8.0-1.4","spark_pilot_2","7098","4","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
