"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","934","0.0-0.0","spark_pilot_2","7527","4","23","Female","[{""event"":""blur"",""trial"":1,""time"":4012},{""event"":""focus"",""trial"":2,""time"":15783},{""event"":""fullscreenenter"",""trial"":2,""time"":17474},{""event"":""fullscreenexit"",""trial"":3,""time"":22478},{""event"":""blur"",""trial"":3,""time"":23589},{""event"":""focus"",""trial"":3,""time"":24987},{""event"":""blur"",""trial"":5,""time"":46415},{""event"":""focus"",""trial"":5,""time"":47496}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","11702","0.0-1.0","spark_pilot_2","7527","4","23","Female","[{""event"":""blur"",""trial"":1,""time"":4012},{""event"":""focus"",""trial"":2,""time"":15783},{""event"":""fullscreenenter"",""trial"":2,""time"":17474},{""event"":""fullscreenexit"",""trial"":3,""time"":22478},{""event"":""blur"",""trial"":3,""time"":23589},{""event"":""focus"",""trial"":3,""time"":24987},{""event"":""blur"",""trial"":5,""time"":46415},{""event"":""focus"",""trial"":5,""time"":47496}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","18449","0.0-2.0","spark_pilot_2","7527","4","23","Female","[{""event"":""blur"",""trial"":1,""time"":4012},{""event"":""focus"",""trial"":2,""time"":15783},{""event"":""fullscreenenter"",""trial"":2,""time"":17474},{""event"":""fullscreenexit"",""trial"":3,""time"":22478},{""event"":""blur"",""trial"":3,""time"":23589},{""event"":""focus"",""trial"":3,""time"":24987},{""event"":""blur"",""trial"":5,""time"":46415},{""event"":""focus"",""trial"":5,""time"":47496}]","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","28639","0.0-3.0-0.0-0.0","spark_pilot_2","7527","4","23","Female","","","","","","","10160","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","","","",""
"audio-button-response","4","31036","0.0-3.0-0.1-0.1","spark_pilot_2","7527","4","23","Female","[{""event"":""blur"",""trial"":1,""time"":4012},{""event"":""focus"",""trial"":2,""time"":15783},{""event"":""fullscreenenter"",""trial"":2,""time"":17474},{""event"":""fullscreenexit"",""trial"":3,""time"":22478},{""event"":""blur"",""trial"":3,""time"":23589},{""event"":""focus"",""trial"":3,""time"":24987},{""event"":""blur"",""trial"":5,""time"":46415},{""event"":""focus"",""trial"":5,""time"":47496}]","","","","","","1379","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","5","50914","0.0-3.0-1.0-0.0","spark_pilot_2","7527","4","23","Female","","","","","","","12903.5","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","60691","0.0-3.0-1.0-0.1","spark_pilot_2","7527","4","23","Female","","","","","","","1370.3999999761581","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","70624","0.0-3.0-1.0-0.2","spark_pilot_2","7527","4","23","Female","","","","","","","1674","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","84676","0.0-3.0-1.0-0.3","spark_pilot_2","7527","4","23","Female","","","","","","","905.7999999523163","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","96827","0.0-3.0-1.0-0.4","spark_pilot_2","7527","4","23","Female","","","","","","","735.6000000238419","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
