"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"revaluation","75","434774","0.0-3.0-13.0-2.0-0.6","spark_pilot_2","7456","6","19","Female","","","false","","","","[725.8000000119209,256.09999999403954]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","76","435276","0.0-3.0-13.0-2.0-1.6","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","77","441281","0.0-3.0-13.0-2.0-0.7","spark_pilot_2","7456","6","19","Female","","","false","","","","[628.5,241.7999999821186]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","78","441782","0.0-3.0-13.0-2.0-1.7","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","79","445785","0.0-3.0-13.0-2.0-0.8","spark_pilot_2","7456","6","19","Female","","","false","","","","[457.2000000178814]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","80","446287","0.0-3.0-13.0-2.0-1.8","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","81","460670","0.0-3.0-13.0-3.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","1210.699999988079","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"revaluation","82","464683","0.0-3.0-13.0-4.0-0.0","spark_pilot_2","7456","6","19","Female","","","false","","","","[986]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","83","465190","0.0-3.0-13.0-4.0-1.0","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","84","469203","0.0-3.0-13.0-4.0-0.1","spark_pilot_2","7456","6","19","Female","","","false","","","","[383.2000000178814]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","85","469720","0.0-3.0-13.0-4.0-1.1","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","86","473737","0.0-3.0-13.0-4.0-0.2","spark_pilot_2","7456","6","19","Female","","","false","","","","[319.80000001192093]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","87","474249","0.0-3.0-13.0-4.0-1.2","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","88","478265","0.0-3.0-13.0-4.0-0.3","spark_pilot_2","7456","6","19","Female","","","false","","","","[470.2000000178814]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","89","478766","0.0-3.0-13.0-4.0-1.3","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","90","487254","0.0-3.0-13.0-5.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","1117.5","<p> Time to play the dot game! </p>
            <p> For 15 seconds, click the red dots on the following screen as they appear. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","91","502256","0.0-3.0-13.0-6.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","[73]","","","rest practice","","10","","","","","0","15000","","","","","",""
"learning-instructions","92","509680","0.0-3.0-13.0-7.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","1303","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","93","525839","0.0-3.0-13.0-7.0-0.1","spark_pilot_2","7456","6","19","Female","","","","","","","2155.5999999940395","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"revaluation","94","527194","0.0-3.0-13.0-8.0","spark_pilot_2","7456","6","19","Female","","","false","","","","[1353.800000011921]","./assets/img/space/15.jpg","[""ArrowUp""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp","false","","","","","","","",""
"html-keyboard-response","95","527698","0.0-3.0-13.0-9.0","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","96","540047","0.0-3.0-13.0-10.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","971.9000000059605","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","97","540682","0.0-3.0-13.0-11.0-0.0","spark_pilot_2","7456","6","19","Female","","","false","","","","[632.5]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","98","541193","0.0-3.0-13.0-11.0-1.0","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","99","542373","0.0-3.0-13.0-11.0-0.1","spark_pilot_2","7456","6","19","Female","","","false","","","","[1178.2000000178814]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","100","542889","0.0-3.0-13.0-11.0-1.1","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","101","548367","0.0-3.0-14.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","896.6000000238419","<p> Before you start, we're going to ask you a few questions about how the game works. </p>","","instructions","","","","","","","","","","","","","",""
"comp-q","102","555231","0.0-3.0-15.0-0.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","1272.4000000059605","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","103","563052","0.0-3.0-15.0-0.0-1.0","spark_pilot_2","7456","6","19","Female","","","","","","","1170.8999999761581","<p> <b> That's right! </b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","104","570908","0.0-3.0-15.0-0.1-0.1","spark_pilot_2","7456","6","19","Female","","","","","","","750","<p> <b> True or False? </b> </p><p> In this game, all animals have the same amount of treasure in their left and right chests. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","105","577028","0.0-3.0-15.0-0.1-1.1","spark_pilot_2","7456","6","19","Female","","","","","","","885.5999999940395","<p> <b> That's right! </b> Animals have different amounts of treasure in their treasure chests. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","106","583506","0.0-3.0-15.0-0.2-0.2","spark_pilot_2","7456","6","19","Female","","","","","","","644","<p> <b> True or False? </b> </p><p> The same animal will always be there if you go up in the same place. </p>","0","comp_question","","","","true","","","","","","","","","",""
"comp-q","107","590828","0.0-3.0-15.0-0.2-1.2","spark_pilot_2","7456","6","19","Female","","","","","","","884","<p> <b> That's right! </b> One animal lives in the upper part and one lives in the lower part of every place. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","108","598023","0.0-3.0-15.0-0.3-0.3","spark_pilot_2","7456","6","19","Female","","","","","","","1668.300000011921","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","0","comp_question","","","","false","","","","","","","","","",""
"comp-q","109","610193","0.0-3.0-15.0-0.3-1.3","spark_pilot_2","7456","6","19","Female","","","","","","","1080.800000011921","<p> <b>Incorrect.</b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","110","616306","0.0-3.0-15.0-0.4-0.4","spark_pilot_2","7456","6","19","Female","","","","","","","612.4000000059605","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","111","628539","0.0-3.0-15.0-0.4-1.4","spark_pilot_2","7456","6","19","Female","","","","","","","952","<p> <b> That's right! </b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"learning-instructions","112","641460","0.0-3.0-16.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","3066.699999988079","<p> Good job. Remember to do your best because the amount of treasure you earn will be converted into bonus money. </p>
            <p> It’s time to start the real game! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","113","645331","0.0-4.0-0.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","1104","<p> This time you are searching for treasure in the <b>canyon</b>.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","114","663616","0.0-4.0-0.0-0.1","spark_pilot_2","7456","6","19","Female","","","","","","","988","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","115","679263","0.0-4.0-1.0-0.0","spark_pilot_2","7456","6","19","Female","","","","","","","922.9000000059605","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","116","685291","0.0-4.0-2.0-0.0","spark_pilot_2","7456","6","19","Female","","","false","","","","[857.3999999761581,370.59999999403954]","./assets/img/canyon/memory/15.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","revaluation","1","0","","",""
"html-keyboard-response","117","685794","0.0-4.0-2.0-1.0","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"revaluation","118","691816","0.0-4.0-2.0-0.1","spark_pilot_2","7456","6","19","Female","","","false","","","","[413.2000000178814,278.59999999403954]","./assets/img/canyon/memory/16.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","revaluation","1","2","","",""
"html-keyboard-response","119","692319","0.0-4.0-2.0-1.1","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"revaluation","120","698341","0.0-4.0-2.0-0.2","spark_pilot_2","7456","6","19","Female","","","false","","","","[537.0999999940395,252.7999999821186]","./assets/img/canyon/memory/11.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","4","","",""
"html-keyboard-response","121","698856","0.0-4.0-2.0-1.2","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"revaluation","122","704878","0.0-4.0-2.0-0.3","spark_pilot_2","7456","6","19","Female","","","false","","","","[574.1999999880791,344]","./assets/img/canyon/memory/33.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","revaluation","1","6","","",""
"html-keyboard-response","123","705383","0.0-4.0-2.0-1.3","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"revaluation","124","711391","0.0-4.0-2.0-0.4","spark_pilot_2","7456","6","19","Female","","","false","","","","[462.89999997615814,315.09999999403954]","./assets/img/canyon/memory/28.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","8","","",""
"html-keyboard-response","125","711892","0.0-4.0-2.0-1.4","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"revaluation","126","717897","0.0-4.0-2.0-0.5","spark_pilot_2","7456","6","19","Female","","","false","","","","[562.7000000178814,292.40000000596046]","./assets/img/canyon/memory/25.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","10","","",""
"html-keyboard-response","127","718398","0.0-4.0-2.0-1.5","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"revaluation","128","724403","0.0-4.0-2.0-0.6","spark_pilot_2","7456","6","19","Female","","","false","","","","[804.9000000059605,382.69999998807907]","./assets/img/canyon/memory/21.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","12","","",""
"html-keyboard-response","129","724905","0.0-4.0-2.0-1.6","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"revaluation","130","730909","0.0-4.0-2.0-0.7","spark_pilot_2","7456","6","19","Female","","","false","","","","[685.8000000119209,260]","./assets/img/canyon/memory/5.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","14","","",""
"html-keyboard-response","131","731410","0.0-4.0-2.0-1.7","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"revaluation","132","737414","0.0-4.0-2.0-0.8","spark_pilot_2","7456","6","19","Female","","","false","","","","[610.6999999880791,269.5]","./assets/img/canyon/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","16","","",""
"html-keyboard-response","133","737915","0.0-4.0-2.0-1.8","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"revaluation","134","743919","0.0-4.0-2.0-0.9","spark_pilot_2","7456","6","19","Female","","","false","","","","[616.1999999880791,264]","./assets/img/canyon/memory/28.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","18","","",""
"html-keyboard-response","135","744421","0.0-4.0-2.0-1.9","spark_pilot_2","7456","6","19","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","136","750425","0.0-4.0-2.0-0.10","spark_pilot_2","7456","6","19","Female","","","false","","","","[624.5,210.09999999403954]","./assets/img/canyon/memory/20.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","revaluation","1","20","","",""
