"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","2263","0.0-0.0","spark_pilot_2","8930","6","23","Male","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","65590","0.0-1.0","spark_pilot_2","8930","6","23","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":69548},{""event"":""fullscreenexit"",""trial"":3,""time"":74832},{""event"":""blur"",""trial"":58,""time"":383557},{""event"":""focus"",""trial"":58,""time"":394292},{""event"":""blur"",""trial"":82,""time"":512492},{""event"":""focus"",""trial"":82,""time"":518477}]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","70558","0.0-2.0","spark_pilot_2","8930","6","23","Male","true","","","","","[{""event"":""fullscreenenter"",""trial"":2,""time"":69548},{""event"":""fullscreenexit"",""trial"":3,""time"":74832},{""event"":""blur"",""trial"":58,""time"":383557},{""event"":""focus"",""trial"":58,""time"":394292},{""event"":""blur"",""trial"":82,""time"":512492},{""event"":""focus"",""trial"":82,""time"":518477}]","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","79654","0.0-3.0-0.0-0.0","spark_pilot_2","8930","6","23","Male","","","","","","","9070","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","","","",""
"audio-button-response","4","84205","0.0-3.0-0.1-0.1","spark_pilot_2","8930","6","23","Male","","","","","","","3535","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","5","93621","0.0-3.0-1.0-0.0","spark_pilot_2","8930","6","23","Male","","","","","","","2361.5","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","103821","0.0-3.0-1.0-0.1","spark_pilot_2","8930","6","23","Male","","","","","","","1692.7999999970198","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","114071","0.0-3.0-1.0-0.2","spark_pilot_2","8930","6","23","Male","","","","","","","1936.0999999940395","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","128190","0.0-3.0-1.0-0.3","spark_pilot_2","8930","6","23","Male","","","","","","","906.5999999940395","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","141909","0.0-3.0-1.0-0.4","spark_pilot_2","8930","6","23","Male","","","","","","","2232.1000000089407","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
