"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1197","0.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","5841","0.0-1.0","spark_pilot_2","7348","3","13","Female","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":11754}]","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","12676","0.0-2.0","spark_pilot_2","7348","3","13","Female","true","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","16401","0.0-3.0","spark_pilot_2","7348","3","13","Female","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","18127","0.0-4.0-0.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","1553","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","5","29182","0.0-4.0-1.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","4097","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","39185","0.0-4.0-1.0-0.1","spark_pilot_2","7348","3","13","Female","","","","","","","","1611","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","48255","0.0-4.0-1.0-0.2","spark_pilot_2","7348","3","13","Female","","","","","","","","829","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","62142","0.0-4.0-1.0-0.3","spark_pilot_2","7348","3","13","Female","","","","","","","","759","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","74147","0.0-4.0-1.0-0.4","spark_pilot_2","7348","3","13","Female","","","","","","","","610","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","84518","0.0-4.0-1.0-0.5","spark_pilot_2","7348","3","13","Female","","","","","","","","2560","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","95189","0.0-4.0-1.0-0.6","spark_pilot_2","7348","3","13","Female","","","","","","","","1882","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","104409","0.0-4.0-1.0-0.7","spark_pilot_2","7348","3","13","Female","","","","","","","","2200","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","13","108419","0.0-4.0-2.0-0.0","spark_pilot_2","7348","3","13","Female","","true","","","","","","[]","./assets/img/space/0.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","14","108921","0.0-4.0-2.0-1.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","15","112924","0.0-4.0-2.0-0.1","spark_pilot_2","7348","3","13","Female","","true","","","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","16","113426","0.0-4.0-2.0-1.1","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","17","117430","0.0-4.0-2.0-0.2","spark_pilot_2","7348","3","13","Female","","true","","","","","","[]","./assets/img/space/2.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","18","117932","0.0-4.0-2.0-1.2","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","19","125198","0.0-4.0-3.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","2582","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","20","129203","0.0-4.0-4.0-0.0","spark_pilot_2","7348","3","13","Female","","false","","","","","","[939]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","21","129704","0.0-4.0-4.0-1.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","22","133707","0.0-4.0-4.0-0.1","spark_pilot_2","7348","3","13","Female","","false","","","","","","[479]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","23","134209","0.0-4.0-4.0-1.1","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","24","138212","0.0-4.0-4.0-0.2","spark_pilot_2","7348","3","13","Female","","false","","","","","","[498]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","25","138714","0.0-4.0-4.0-1.2","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","26","149790","0.0-4.0-5.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","1246","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","161161","0.0-4.0-5.0-0.1","spark_pilot_2","7348","3","13","Female","","","","","","","","2258","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","173615","0.0-4.0-5.0-0.2","spark_pilot_2","7348","3","13","Female","","","","","","","","1287.000000000029","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","29","180518","0.0-4.0-5.0-0.3","spark_pilot_2","7348","3","13","Female","","","","","","","","554","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","30","184523","0.0-4.0-6.0-0.0","spark_pilot_2","7348","3","13","Female","","false","","","","","","[687]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","31","185024","0.0-4.0-6.0-1.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","32","189028","0.0-4.0-6.0-0.1","spark_pilot_2","7348","3","13","Female","","false","","","","","","[613.9999999999709]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","33","189529","0.0-4.0-6.0-1.1","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","34","193533","0.0-4.0-6.0-0.2","spark_pilot_2","7348","3","13","Female","","false","","","","","","[282]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","35","194035","0.0-4.0-6.0-1.2","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","36","198040","0.0-4.0-6.0-0.3","spark_pilot_2","7348","3","13","Female","","false","","","","","","[514.0000000000291]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","37","198542","0.0-4.0-6.0-1.3","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","38","218047","0.0-4.0-7.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","1499","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","39","227983","0.0-4.0-7.0-0.1","spark_pilot_2","7348","3","13","Female","","","","","","","","1698","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","40","233990","0.0-4.0-8.0-0.0","spark_pilot_2","7348","3","13","Female","","false","","","","","","[1305.999999999971,486]","./assets/img/space/6.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","41","234491","0.0-4.0-8.0-1.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","42","240497","0.0-4.0-8.0-0.1","spark_pilot_2","7348","3","13","Female","","false","","","","","","[829,538]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","43","240999","0.0-4.0-8.0-1.1","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","44","247003","0.0-4.0-8.0-0.2","spark_pilot_2","7348","3","13","Female","","false","","","","","","[578,310]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","45","247505","0.0-4.0-8.0-1.2","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","46","253508","0.0-4.0-8.0-0.3","spark_pilot_2","7348","3","13","Female","","false","","","","","","[597,373]","./assets/img/space/9.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","47","254010","0.0-4.0-8.0-1.3","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","48","260013","0.0-4.0-8.0-0.4","spark_pilot_2","7348","3","13","Female","","false","","","","","","[1122.999999999971,441.0000000000291]","./assets/img/space/10.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","49","260514","0.0-4.0-8.0-1.4","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","50","272566","0.0-4.0-9.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","1762","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","51","280219","0.0-4.0-9.0-0.1","spark_pilot_2","7348","3","13","Female","","","","","","","","504","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","52","284224","0.0-4.0-10.0-0.0","spark_pilot_2","7348","3","13","Female","","false","","","","","","[1025.0000000000582]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","53","284725","0.0-4.0-10.0-1.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","54","288729","0.0-4.0-10.0-0.1","spark_pilot_2","7348","3","13","Female","","false","","","","","","[470]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","55","289231","0.0-4.0-10.0-1.1","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","56","293233","0.0-4.0-10.0-0.2","spark_pilot_2","7348","3","13","Female","","false","","","","","","[464]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","57","293734","0.0-4.0-10.0-1.2","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","58","310747","0.0-4.0-11.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","2647.000000000058","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","59","317581","0.0-4.0-11.0-0.1","spark_pilot_2","7348","3","13","Female","","","","","","","","1177.0000000000582","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","60","332586","0.0-4.0-12.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","[109]","","","rest practice","","10","","","","","0","15000","","","","","",""
"learning-instructions","61","341824","0.0-4.0-13.0-0.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","4014","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","62","347125","0.0-4.0-13.0-0.0-0.1","spark_pilot_2","7348","3","13","Female","","","","","","","","2125","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","63","362581","0.0-4.0-13.0-1.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","705","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","64","368586","0.0-4.0-13.0-2.0-0.0","spark_pilot_2","7348","3","13","Female","","false","","","","","","[1861.9999999999418,796]","./assets/img/space/11.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","65","369088","0.0-4.0-13.0-2.0-1.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","66","375094","0.0-4.0-13.0-2.0-0.1","spark_pilot_2","7348","3","13","Female","","false","","","","","","[688,612]","./assets/img/space/12.jpg","[""ArrowDown"",""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","67","375596","0.0-4.0-13.0-2.0-1.1","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","68","381601","0.0-4.0-13.0-2.0-0.2","spark_pilot_2","7348","3","13","Female","","false","","","","","","[571,381]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","69","382103","0.0-4.0-13.0-2.0-1.2","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","70","388109","0.0-4.0-13.0-2.0-0.3","spark_pilot_2","7348","3","13","Female","","false","","","","","","[544,433]","./assets/img/space/14.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","71","388611","0.0-4.0-13.0-2.0-1.3","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","72","394616","0.0-4.0-13.0-2.0-0.4","spark_pilot_2","7348","3","13","Female","","false","","","","","","[697.9999999999418,585]","./assets/img/space/11.jpg","[""ArrowDown"",""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","73","395117","0.0-4.0-13.0-2.0-1.4","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","74","401122","0.0-4.0-13.0-2.0-0.5","spark_pilot_2","7348","3","13","Female","","false","","","","","","[883.9999999999418,504.0000000000582]","./assets/img/space/12.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","75","401623","0.0-4.0-13.0-2.0-1.5","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","76","407629","0.0-4.0-13.0-2.0-0.6","spark_pilot_2","7348","3","13","Female","","false","","","","","","[520.9999999999418,918]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","77","408131","0.0-4.0-13.0-2.0-1.6","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","78","414136","0.0-4.0-13.0-2.0-0.7","spark_pilot_2","7348","3","13","Female","","false","","","","","","[1461.9999999999418,1036]","./assets/img/space/14.jpg","[""ArrowDown"",""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","79","414638","0.0-4.0-13.0-2.0-1.7","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","80","418643","0.0-4.0-13.0-2.0-0.8","spark_pilot_2","7348","3","13","Female","","false","","","","","","[1097]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","81","419144","0.0-4.0-13.0-2.0-1.8","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","82","433405","0.0-4.0-13.0-3.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","1361.9999999999418","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"revaluation","83","437409","0.0-4.0-13.0-4.0-0.0","spark_pilot_2","7348","3","13","Female","","false","","","","","","[995]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","84","437911","0.0-4.0-13.0-4.0-1.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","85","441914","0.0-4.0-13.0-4.0-0.1","spark_pilot_2","7348","3","13","Female","","false","","","","","","[505]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","86","442416","0.0-4.0-13.0-4.0-1.1","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","87","446420","0.0-4.0-13.0-4.0-0.2","spark_pilot_2","7348","3","13","Female","","false","","","","","","[680]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","88","446922","0.0-4.0-13.0-4.0-1.2","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","89","450926","0.0-4.0-13.0-4.0-0.3","spark_pilot_2","7348","3","13","Female","","false","","","","","","[651.9999999999418]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","90","451428","0.0-4.0-13.0-4.0-1.3","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","91","460348","0.0-4.0-13.0-5.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","1570","<p> Time to play the dot game! </p>
            <p> For 15 seconds, click the red dots on the following screen as they appear. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","92","475351","0.0-4.0-13.0-6.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","[76]","","","rest practice","","10","","","","","0","15000","","","","","",""
"learning-instructions","93","482539","0.0-4.0-13.0-7.0-0.0","spark_pilot_2","7348","3","13","Female","","","","","","","","1074","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","94","497561","0.0-4.0-13.0-7.0-0.1","spark_pilot_2","7348","3","13","Female","","","","","","","","1027.9999999999418","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"revaluation","95","500420","0.0-4.0-13.0-8.0","spark_pilot_2","7348","3","13","Female","","false","","","","","","[2857.000000000058]","./assets/img/space/15.jpg","[""ArrowDown""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown","false","","","","","","","",""
"html-keyboard-response","96","500922","0.0-4.0-13.0-9.0","spark_pilot_2","7348","3","13","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
