"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1208","0.0-0.0","spark_pilot_2","7798","5","23","Female","[{""event"":""blur"",""trial"":0,""time"":196},{""event"":""focus"",""trial"":0,""time"":666},{""event"":""blur"",""trial"":1,""time"":1532},{""event"":""focus"",""trial"":1,""time"":2380},{""event"":""blur"",""trial"":1,""time"":2971},{""event"":""focus"",""trial"":1,""time"":4025},{""event"":""blur"",""trial"":1,""time"":5517},{""event"":""focus"",""trial"":1,""time"":6485},{""event"":""blur"",""trial"":1,""time"":7859},{""event"":""focus"",""trial"":1,""time"":8278},{""event"":""blur"",""trial"":1,""time"":10732},{""event"":""focus"",""trial"":1,""time"":12227},{""event"":""fullscreenenter"",""trial"":2,""time"":30984}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","28370","0.0-1.0","spark_pilot_2","7798","5","23","Female","[{""event"":""blur"",""trial"":0,""time"":196},{""event"":""focus"",""trial"":0,""time"":666},{""event"":""blur"",""trial"":1,""time"":1532},{""event"":""focus"",""trial"":1,""time"":2380},{""event"":""blur"",""trial"":1,""time"":2971},{""event"":""focus"",""trial"":1,""time"":4025},{""event"":""blur"",""trial"":1,""time"":5517},{""event"":""focus"",""trial"":1,""time"":6485},{""event"":""blur"",""trial"":1,""time"":7859},{""event"":""focus"",""trial"":1,""time"":8278},{""event"":""blur"",""trial"":1,""time"":10732},{""event"":""focus"",""trial"":1,""time"":12227},{""event"":""fullscreenenter"",""trial"":2,""time"":30984}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","31940","0.0-2.0","spark_pilot_2","7798","5","23","Female","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","34211","0.0-3.0-0.0-0.0","spark_pilot_2","7798","5","23","Female","","","","","","","2211","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","47284","0.0-3.0-1.0-0.0","spark_pilot_2","7798","5","23","Female","","","","","","","6083.599999904633","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","67908","0.0-3.0-1.0-0.1","spark_pilot_2","7798","5","23","Female","","","","","","","12187.60000038147","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","83836","0.0-3.0-1.0-0.2","spark_pilot_2","7798","5","23","Female","","","","","","","7654.89999961853","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","104980","0.0-3.0-1.0-0.3","spark_pilot_2","7798","5","23","Female","","","","","","","7969","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","123035","0.0-3.0-1.0-0.4","spark_pilot_2","7798","5","23","Female","","","","","","","6615","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","136883","0.0-3.0-1.0-0.5","spark_pilot_2","7798","5","23","Female","","","","","","","6002.5","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","151035","0.0-3.0-1.0-0.6","spark_pilot_2","7798","5","23","Female","","","","","","","5314.200000286102","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
