"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1120","0.0-0.0","spark_pilot_2","7354","2","14","Male","[{""event"":""blur"",""trial"":1,""time"":6068},{""event"":""focus"",""trial"":1,""time"":8308},{""event"":""blur"",""trial"":1,""time"":8310},{""event"":""focus"",""trial"":1,""time"":11476},{""event"":""fullscreenenter"",""trial"":2,""time"":24211},{""event"":""blur"",""trial"":27,""time"":199882},{""event"":""focus"",""trial"":27,""time"":201331}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","22156","0.0-1.0","spark_pilot_2","7354","2","14","Male","[{""event"":""blur"",""trial"":1,""time"":6068},{""event"":""focus"",""trial"":1,""time"":8308},{""event"":""blur"",""trial"":1,""time"":8310},{""event"":""focus"",""trial"":1,""time"":11476},{""event"":""fullscreenenter"",""trial"":2,""time"":24211},{""event"":""blur"",""trial"":27,""time"":199882},{""event"":""focus"",""trial"":27,""time"":201331}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","25077","0.0-2.0","spark_pilot_2","7354","2","14","Male","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","37505","0.0-3.0-0.0-0.0","spark_pilot_2","7354","2","14","Male","","","","","","","11821","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","47305","0.0-3.0-1.0-0.0","spark_pilot_2","7354","2","14","Male","","","","","","","2806.7999999523163","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","58346","0.0-3.0-1.0-0.1","spark_pilot_2","7354","2","14","Male","","","","","","","2617","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","68362","0.0-3.0-1.0-0.2","spark_pilot_2","7354","2","14","Male","","","","","","","1742.8000000715256","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","83083","0.0-3.0-1.0-0.3","spark_pilot_2","7354","2","14","Male","","","","","","","1551.1000000238419","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","96003","0.0-3.0-1.0-0.4","spark_pilot_2","7354","2","14","Male","","","","","","","1482.8999999761581","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","105083","0.0-3.0-1.0-0.5","spark_pilot_2","7354","2","14","Male","","","","","","","1231.7000000476837","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","115099","0.0-3.0-1.0-0.6","spark_pilot_2","7354","2","14","Male","","","","","","","1178.8999999761581","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","123362","0.0-3.0-1.0-0.7","spark_pilot_2","7354","2","14","Male","","","","","","","1221.8000000715256","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","127409","0.0-3.0-2.0-0.0","spark_pilot_2","7354","2","14","Male","","","false","","","","[702.2999999523163]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","127927","0.0-3.0-2.0-1.0","spark_pilot_2","7354","2","14","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","131948","0.0-3.0-2.0-0.1","spark_pilot_2","7354","2","14","Male","","","false","","","","[570.8000000715256]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","132457","0.0-3.0-2.0-1.1","spark_pilot_2","7354","2","14","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","136478","0.0-3.0-2.0-0.2","spark_pilot_2","7354","2","14","Male","","","false","","","","[801.5999999046326]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","136987","0.0-3.0-2.0-1.2","spark_pilot_2","7354","2","14","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","142964","0.0-3.0-3.0-0.0","spark_pilot_2","7354","2","14","Male","","","","","","","1274.2999999523163","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
