"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1127","0.0-0.0","spark_pilot_2","7431","2","18","Female","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","16670","0.0-1.0","spark_pilot_2","7431","2","18","Female","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":18688}]","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","19615","0.0-2.0","spark_pilot_2","7431","2","18","Female","true","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","53851","0.0-3.0","spark_pilot_2","7431","2","18","Female","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","55557","0.0-4.0-0.0-0.0","spark_pilot_2","7431","2","18","Female","","","","","","","","1168","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","5","64907","0.0-4.0-1.0-0.0","spark_pilot_2","7431","2","18","Female","","","","","","","","2395","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","78401","0.0-4.0-1.0-0.1","spark_pilot_2","7431","2","18","Female","","","","","","","","5108.999999999985","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","87504","0.0-4.0-1.0-0.2","spark_pilot_2","7431","2","18","Female","","","","","","","","867","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","101619","0.0-4.0-1.0-0.3","spark_pilot_2","7431","2","18","Female","","","","","","","","988","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","125075","0.0-4.0-1.0-0.4","spark_pilot_2","7431","2","18","Female","","","","","","","","12066","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","134293","0.0-4.0-1.0-0.5","spark_pilot_2","7431","2","18","Female","","","","","","","","1415","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","144956","0.0-4.0-1.0-0.6","spark_pilot_2","7431","2","18","Female","","","","","","","","1878","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","153274","0.0-4.0-1.0-0.7","spark_pilot_2","7431","2","18","Female","","","","","","","","1304.000000000029","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","13","157285","0.0-4.0-2.0-0.0","spark_pilot_2","7431","2","18","Female","","false","","","","","","[649]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","14","157786","0.0-4.0-2.0-1.0","spark_pilot_2","7431","2","18","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","15","161789","0.0-4.0-2.0-0.1","spark_pilot_2","7431","2","18","Female","","false","","","","","","[1160]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","16","162290","0.0-4.0-2.0-1.1","spark_pilot_2","7431","2","18","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","17","166294","0.0-4.0-2.0-0.2","spark_pilot_2","7431","2","18","Female","","false","","","","","","[509.9999999999709]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
