"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1766","0.0-0.0","spark_pilot_2","7494","7","21","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","8405","0.0-1.0","spark_pilot_2","7494","7","21","Female","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":11139},{""event"":""fullscreenexit"",""trial"":383,""time"":1514599},{""event"":""blur"",""trial"":383,""time"":1515946},{""event"":""focus"",""trial"":383,""time"":1521133}]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","12140","0.0-2.0","spark_pilot_2","7494","7","21","Female","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","14161","0.0-3.0-0.0-0.0","spark_pilot_2","7494","7","21","Female","","","","","","","1501","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","24856","0.0-3.0-1.0-0.0","spark_pilot_2","7494","7","21","Female","","","","","","","3710.6000000089407","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","34053","0.0-3.0-1.0-0.1","spark_pilot_2","7494","7","21","Female","","","","","","","777.5","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","43296","0.0-3.0-1.0-0.2","spark_pilot_2","7494","7","21","Female","","","","","","","980.2999999970198","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","58469","0.0-3.0-1.0-0.3","spark_pilot_2","7494","7","21","Female","","","","","","","2003.0999999940395","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","70855","0.0-3.0-1.0-0.4","spark_pilot_2","7494","7","21","Female","","","","","","","957.7000000029802","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","81129","0.0-3.0-1.0-0.5","spark_pilot_2","7494","7","21","Female","","","","","","","2441.0999999940395","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","92140","0.0-3.0-1.0-0.6","spark_pilot_2","7494","7","21","Female","","","","","","","2203","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","100638","0.0-3.0-1.0-0.7","spark_pilot_2","7494","7","21","Female","","","","","","","1451.4000000059605","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","104668","0.0-3.0-2.0-0.0","spark_pilot_2","7494","7","21","Female","","false","","","","","[835.7999999970198]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","105182","0.0-3.0-2.0-1.0","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","109198","0.0-3.0-2.0-0.1","spark_pilot_2","7494","7","21","Female","","false","","","","","[861.2000000029802]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","109705","0.0-3.0-2.0-1.1","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","113726","0.0-3.0-2.0-0.2","spark_pilot_2","7494","7","21","Female","","false","","","","","[552.7000000029802]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","114231","0.0-3.0-2.0-1.2","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","120684","0.0-3.0-3.0-0.0","spark_pilot_2","7494","7","21","Female","","","","","","","1747","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","124713","0.0-3.0-4.0-0.0","spark_pilot_2","7494","7","21","Female","","false","","","","","[487.79999999701977]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","125217","0.0-3.0-4.0-1.0","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","129245","0.0-3.0-4.0-0.1","spark_pilot_2","7494","7","21","Female","","false","","","","","[296.70000000298023]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","129761","0.0-3.0-4.0-1.1","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","133784","0.0-3.0-4.0-0.2","spark_pilot_2","7494","7","21","Female","","false","","","","","[662.5]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","134288","0.0-3.0-4.0-1.2","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","145812","0.0-3.0-5.0-0.0","spark_pilot_2","7494","7","21","Female","","","","","","","1655.0999999940395","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","155807","0.0-3.0-5.0-0.1","spark_pilot_2","7494","7","21","Female","","","","","","","859.7999999970198","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","167694","0.0-3.0-5.0-0.2","spark_pilot_2","7494","7","21","Female","","","","","","","696.9000000059605","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","175171","0.0-3.0-5.0-0.3","spark_pilot_2","7494","7","21","Female","","","","","","","1103.2999999970198","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","179185","0.0-3.0-6.0-0.0","spark_pilot_2","7494","7","21","Female","","false","","","","","[827.2000000029802]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","30","179702","0.0-3.0-6.0-1.0","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","183724","0.0-3.0-6.0-0.1","spark_pilot_2","7494","7","21","Female","","false","","","","","[873.5]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","32","184233","0.0-3.0-6.0-1.1","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","188258","0.0-3.0-6.0-0.2","spark_pilot_2","7494","7","21","Female","","false","","","","","[762.0999999940395]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","34","188760","0.0-3.0-6.0-1.2","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","192785","0.0-3.0-6.0-0.3","spark_pilot_2","7494","7","21","Female","","false","","","","","[419.5]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","36","193289","0.0-3.0-6.0-1.3","spark_pilot_2","7494","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
