"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1133","0.0-0.0","spark_pilot_2","7533","4","12","Female","[{""event"":""blur"",""trial"":1,""time"":3827},{""event"":""focus"",""trial"":1,""time"":4156},{""event"":""fullscreenenter"",""trial"":2,""time"":18455}]","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","13816","0.0-1.0","spark_pilot_2","7533","4","12","Female","[{""event"":""blur"",""trial"":1,""time"":3827},{""event"":""focus"",""trial"":1,""time"":4156},{""event"":""fullscreenenter"",""trial"":2,""time"":18455}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","19448","0.0-2.0","spark_pilot_2","7533","4","12","Female","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","21207","0.0-3.0-0.0-0.0","spark_pilot_2","7533","4","12","Female","","","","","","","1280","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","31295","0.0-3.0-1.0-0.0","spark_pilot_2","7533","4","12","Female","","","","","","","3089.3000000000466","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","42358","0.0-3.0-1.0-0.1","spark_pilot_2","7533","4","12","Female","","","","","","","2652.20000000007","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","51284","0.0-3.0-1.0-0.2","spark_pilot_2","7533","4","12","Female","","","","","","","658.5","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","66691","0.0-3.0-1.0-0.3","spark_pilot_2","7533","4","12","Female","","","","","","","2244.9000000000233","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","79668","0.0-3.0-1.0-0.4","spark_pilot_2","7533","4","12","Female","","","","","","","1542.3000000000466","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","89558","0.0-3.0-1.0-0.5","spark_pilot_2","7533","4","12","Female","","","","","","","2062.0999999999767","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","99793","0.0-3.0-1.0-0.6","spark_pilot_2","7533","4","12","Female","","","","","","","1418.2000000000698","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","107820","0.0-3.0-1.0-0.7","spark_pilot_2","7533","4","12","Female","","","","","","","974","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","111854","0.0-3.0-2.0-0.0","spark_pilot_2","7533","4","12","Female","","","false","","","","[961.2000000000698]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","112369","0.0-3.0-2.0-1.0","spark_pilot_2","7533","4","12","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","116390","0.0-3.0-2.0-0.1","spark_pilot_2","7533","4","12","Female","","","false","","","","[915.3000000000466]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","116899","0.0-3.0-2.0-1.1","spark_pilot_2","7533","4","12","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
