"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","864","0.0-0.0","spark_pilot_2","7411","6","17","Male","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","36721","0.0-1.0","spark_pilot_2","7411","6","17","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":39327},{""event"":""blur"",""trial"":214,""time"":1035967},{""event"":""focus"",""trial"":214,""time"":1096828},{""event"":""blur"",""trial"":251,""time"":1179920},{""event"":""focus"",""trial"":251,""time"":1181699},{""event"":""blur"",""trial"":637,""time"":2305225},{""event"":""focus"",""trial"":637,""time"":2319254}]","","","","","","","","","","","","","","","","","",""
"fullscreen","2","40317","0.0-2.0","spark_pilot_2","7411","6","17","Male","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","41701","0.0-3.0-0.0-0.0","spark_pilot_2","7411","6","17","Male","","","","","","","1371","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","4","51557","0.0-3.0-1.0-0.0","spark_pilot_2","7411","6","17","Male","","","","","","","2887","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","5","77951","0.0-3.0-1.0-0.1","spark_pilot_2","7411","6","17","Male","","","","","","","18001.200000047684","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","89289","0.0-3.0-1.0-0.2","spark_pilot_2","7411","6","17","Male","","","","","","","3099.2999999523163","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","104363","0.0-3.0-1.0-0.3","spark_pilot_2","7411","6","17","Male","","","","","","","1943.6000000238419","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","116779","0.0-3.0-1.0-0.4","spark_pilot_2","7411","6","17","Male","","","","","","","1009.5","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","127221","0.0-3.0-1.0-0.5","spark_pilot_2","7411","6","17","Male","","","","","","","2631.7000000476837","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","136593","0.0-3.0-1.0-0.6","spark_pilot_2","7411","6","17","Male","","","","","","","573.8000000715256","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","144851","0.0-3.0-1.0-0.7","spark_pilot_2","7411","6","17","Male","","","","","","","1241.3999999761581","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","148871","0.0-3.0-2.0-0.0","spark_pilot_2","7411","6","17","Male","","false","","","","","[438]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","149386","0.0-3.0-2.0-1.0","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","153412","0.0-3.0-2.0-0.1","spark_pilot_2","7411","6","17","Male","","false","","","","","[986.3999999761581]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","153915","0.0-3.0-2.0-1.1","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","157942","0.0-3.0-2.0-0.2","spark_pilot_2","7411","6","17","Male","","false","","","","","[491.6999999284744]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","158443","0.0-3.0-2.0-1.2","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","164453","0.0-3.0-3.0-0.0","spark_pilot_2","7411","6","17","Male","","","","","","","1323.1000000238419","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","168468","0.0-3.0-4.0-0.0","spark_pilot_2","7411","6","17","Male","","false","","","","","[1006.2000000476837]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","168980","0.0-3.0-4.0-1.0","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","172996","0.0-3.0-4.0-0.1","spark_pilot_2","7411","6","17","Male","","false","","","","","[284]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","173511","0.0-3.0-4.0-1.1","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","177527","0.0-3.0-4.0-0.2","spark_pilot_2","7411","6","17","Male","","false","","","","","[314.2000000476837]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","178041","0.0-3.0-4.0-1.2","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","190263","0.0-3.0-5.0-0.0","spark_pilot_2","7411","6","17","Male","","","","","","","2394.5","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","201769","0.0-3.0-5.0-0.1","spark_pilot_2","7411","6","17","Male","","","","","","","2390.399999976158","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","262575","0.0-3.0-5.0-0.2","spark_pilot_2","7411","6","17","Male","","","","","","","49636.39999997616","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","270027","0.0-3.0-5.0-0.3","spark_pilot_2","7411","6","17","Male","","","","","","","997.8000000715256","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","274051","0.0-3.0-6.0-0.0","spark_pilot_2","7411","6","17","Male","","false","","","","","[765.3999999761581]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","30","274565","0.0-3.0-6.0-1.0","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","278597","0.0-3.0-6.0-0.1","spark_pilot_2","7411","6","17","Male","","false","","","","","[1003.5]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","32","279099","0.0-3.0-6.0-1.1","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","283115","0.0-3.0-6.0-0.2","spark_pilot_2","7411","6","17","Male","","false","","","","","[787.6999999284744]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","34","283618","0.0-3.0-6.0-1.2","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","287636","0.0-3.0-6.0-0.3","spark_pilot_2","7411","6","17","Male","","false","","","","","[930.5999999046326]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","36","288152","0.0-3.0-6.0-1.3","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","37","306209","0.0-3.0-7.0-0.0","spark_pilot_2","7411","6","17","Male","","","","","","","1270.2000000476837","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","38","315753","0.0-3.0-7.0-0.1","spark_pilot_2","7411","6","17","Male","","","","","","","1294.4000000953674","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","39","321786","0.0-3.0-8.0-0.0","spark_pilot_2","7411","6","17","Male","","false","","","","","[1266,1657.5]","./assets/img/space/6.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","40","322301","0.0-3.0-8.0-1.0","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","41","328324","0.0-3.0-8.0-0.1","spark_pilot_2","7411","6","17","Male","","false","","","","","[968.2999999523163,540.1999999284744]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","42","328826","0.0-3.0-8.0-1.1","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","43","334840","0.0-3.0-8.0-0.2","spark_pilot_2","7411","6","17","Male","","false","","","","","[704.3000000715256,778.5]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","44","335342","0.0-3.0-8.0-1.2","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","45","341370","0.0-3.0-8.0-0.3","spark_pilot_2","7411","6","17","Male","","false","","","","","[1998.7999999523163,650.8000000715256]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","46","341886","0.0-3.0-8.0-1.3","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","47","347892","0.0-3.0-8.0-0.4","spark_pilot_2","7411","6","17","Male","","false","","","","","[328.5,257.39999997615814]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","48","348393","0.0-3.0-8.0-1.4","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","49","360938","0.0-3.0-9.0-0.0","spark_pilot_2","7411","6","17","Male","","","","","","","2262","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","50","370941","0.0-3.0-9.0-0.1","spark_pilot_2","7411","6","17","Male","","","","","","","2846.8000000715256","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","51","374946","0.0-3.0-10.0-0.0","spark_pilot_2","7411","6","17","Male","","false","","","","","[733.6000000238419]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","52","375461","0.0-3.0-10.0-1.0","spark_pilot_2","7411","6","17","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
