"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","10","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","12","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""B"",""C"",""A"",""D""],""boats_demo"":[""H"",""F"",""E"",""G""],""islands"":[""B"",""A""],""subject_id"":""14586"",""age"":""9"",""gender"":""Male""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","21381","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":44747}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","45683","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","47655","0.0-4.0-0.0","","","","","","","","","","1610.6666666666667","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","50086","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","52020","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","83890","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","87726","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","2721.5","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","90686","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1825.0999999999767","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","92800","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","989.5","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","136066","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","144323","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","4376","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","151395","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","2218.6999999999534","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","156042","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","1243.4000000000233","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
"sailing-instructions","15","163185","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","193715","0.0-5.0-0.0-5.0","","","","","","","","","","17176.70000000001","","","","","","","","","","","","","","[""true"",""false"",""false"",""true""]","1",""
"sailing-instructions","17","222884","0.0-5.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","18","225672","0.0-5.0-0.1-1.1-0.1","","","","false","","","","","","","","","","1672.5","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","19","228418","0.0-5.0-0.1-1.1-1.1","","","","false","","","","","","","","","","1621.100000000035","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","20","230351","0.0-5.0-0.1-1.1-2.1","","","","false","","","","","","","","","","793.9000000000233","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","21","276874","0.0-5.0-0.1-2.1","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","22","284282","0.0-5.0-0.1-3.1-0.1","","","","false","","","","","","","","","","null","","3330.5","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","23","287962","0.0-5.0-0.1-3.1-1.1","","","","false","","","","","","","","","","null","","362.5","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","24","290845","0.0-5.0-0.1-3.1-2.1","","","","false","","","","","","","","","","null","","140.09999999997672","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","25","298918","0.0-5.0-0.1-4.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","316108","0.0-5.0-0.1-5.1","","","","","","","","","","13919.600000000093","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0",""
