"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","226","1087710","0.0-4.0-2.0-0.42","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[412.19999998807907,339]","./assets/img/ocean/memory/29.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","84","revaluation","1",""
"html-keyboard-response","227","1088212","0.0-4.0-2.0-1.42","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","85","","",""
"revaluation","228","1092219","0.0-4.0-2.0-0.43","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[622.1000000238419]","./assets/img/ocean/catch/1.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","86","revaluation","1",""
"html-keyboard-response","229","1092736","0.0-4.0-2.0-1.43","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","87","","",""
"revaluation","230","1098749","0.0-4.0-2.0-0.44","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[290.19999998807907,315.80000001192093]","./assets/img/ocean/memory/29.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","88","revaluation","1",""
"html-keyboard-response","231","1099251","0.0-4.0-2.0-1.44","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","89","","",""
"revaluation","232","1105256","0.0-4.0-2.0-0.45","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[370,311.39999997615814]","./assets/img/ocean/memory/10.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","90","revaluation","1",""
"html-keyboard-response","233","1105759","0.0-4.0-2.0-1.45","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","91","","",""
"revaluation","234","1111766","0.0-4.0-2.0-0.46","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[460.60000002384186,459.5]","./assets/img/ocean/memory/24.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","92","revaluation","1",""
"html-keyboard-response","235","1112276","0.0-4.0-2.0-1.46","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","93","","",""
"revaluation","236","1118282","0.0-4.0-2.0-0.47","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[407.39999997615814,271]","./assets/img/ocean/memory/25.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","94","revaluation","1",""
"html-keyboard-response","237","1118783","0.0-4.0-2.0-1.47","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","95","","",""
"revaluation","238","1122787","0.0-4.0-2.0-0.48","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[733.1000000238419]","./assets/img/ocean/catch/0.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","96","revaluation","1",""
"html-keyboard-response","239","1123289","0.0-4.0-2.0-1.48","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","97","","",""
"revaluation","240","1129296","0.0-4.0-2.0-0.49","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[377.89999997615814,470.9000000357628]","./assets/img/ocean/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","98","revaluation","1",""
"html-keyboard-response","241","1129798","0.0-4.0-2.0-1.49","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","99","","",""
"learning-instructions","242","1145285","0.0-4.0-3.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","2589.900000035763","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","243","1157977","0.0-4.0-3.0-0.1","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","1082","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","244","1162003","0.0-4.0-4.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[1365.1000000238419]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","7","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown,ArrowRight","","13_2","","","","","","0","revaluation","1",""
"html-keyboard-response","245","1162516","0.0-4.0-4.0-1.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","246","1166535","0.0-4.0-4.0-0.1","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[910.4000000357628]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","4_0","","","","","","1","revaluation","1",""
"html-keyboard-response","247","1167050","0.0-4.0-4.0-1.1","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","248","1171074","0.0-4.0-4.0-0.2","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[696.8000000119209]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","6_3","","","","","","2","revaluation","1",""
"html-keyboard-response","249","1171591","0.0-4.0-4.0-1.2","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","250","1175614","0.0-4.0-4.0-0.3","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[761.8000000119209]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","12_2","","","","","","3","revaluation","1",""
"html-keyboard-response","251","1176128","0.0-4.0-4.0-1.3","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","252","1178091","0.0-4.0-4.0-2.3-0.3","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","1961","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","2","beep chest","","","","false","","","","50","7","5","","","","","",""
"revaluation","253","1182101","0.0-4.0-4.0-0.4","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[1322.0999999642372]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","8_2","","","","","","4","revaluation","1",""
"html-keyboard-response","254","1182616","0.0-4.0-4.0-1.4","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","255","1186643","0.0-4.0-4.0-0.5","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[529.1000000238419]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","15","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowUp,ArrowRight","","5_4","","","","","","5","revaluation","1",""
"html-keyboard-response","256","1187146","0.0-4.0-4.0-1.5","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","257","1191153","0.0-4.0-4.0-0.6","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[615.8000000119209]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","2_1","","","","","","6","revaluation","1",""
"html-keyboard-response","258","1191655","0.0-4.0-4.0-1.6","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","259","1195660","0.0-4.0-4.0-0.7","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[659.5999999642372]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","1_4","","","","","","7","revaluation","1",""
"html-keyboard-response","260","1196161","0.0-4.0-4.0-1.7","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","261","1198366","0.0-4.0-4.0-2.7-0.7","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","2203","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","11","7","","","","","",""
"revaluation","262","1202370","0.0-4.0-4.0-0.8","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[1775.5]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","15_0","","","","","","8","revaluation","1",""
"html-keyboard-response","263","1202885","0.0-4.0-4.0-1.8","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","264","1206891","0.0-4.0-4.0-0.9","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[772.2999999523163]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","9_2","","","","","","9","revaluation","1",""
"html-keyboard-response","265","1207394","0.0-4.0-4.0-1.9","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","266","1211400","0.0-4.0-4.0-0.10","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[672.3000000119209]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","7","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown,ArrowRight","","16_0","","","","","","10","revaluation","1",""
"html-keyboard-response","267","1211902","0.0-4.0-4.0-1.10","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","268","1215906","0.0-4.0-4.0-0.11","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[486.5]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","10_3","","","","","","11","revaluation","1",""
"html-keyboard-response","269","1216409","0.0-4.0-4.0-1.11","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","270","1220856","0.0-4.0-4.0-2.11-0.11","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","4445","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","2","beep chest","","","","false","","","","50","5","3","","","","","",""
"revaluation","271","1224874","0.0-4.0-4.0-0.12","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","true","","","","[]","./assets/img/ocean/animals/seahorse.jpg","[]","revaluation","ocean","-5","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown","","18_0","","","","","","12","revaluation","1",""
"html-keyboard-response","272","1225375","0.0-4.0-4.0-1.12","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","273","1229381","0.0-4.0-4.0-0.13","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[565.1000000238419]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","7_4","","","","","","13","revaluation","1",""
"html-keyboard-response","274","1229883","0.0-4.0-4.0-1.13","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","275","1233889","0.0-4.0-4.0-0.14","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[333.4000000357628]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","3_0","","","","","","14","revaluation","1",""
"html-keyboard-response","276","1234392","0.0-4.0-4.0-1.14","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","277","1238398","0.0-4.0-4.0-0.15","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[322.0999999642372]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","11_4","","","","","","15","revaluation","1",""
"html-keyboard-response","278","1238899","0.0-4.0-4.0-1.15","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","279","1240904","0.0-4.0-4.0-2.15-0.15","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","2002","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","8","4","","","","","",""
"revaluation","280","1244906","0.0-4.0-4.0-0.16","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[1051.5]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","14_4","","","","","","16","revaluation","1",""
"html-keyboard-response","281","1245414","0.0-4.0-4.0-1.16","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","282","1249420","0.0-4.0-4.0-0.17","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[673.6999999880791]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","17_1","","","","","","17","revaluation","1",""
"html-keyboard-response","283","1249922","0.0-4.0-4.0-1.17","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","284","1262300","0.0-4.0-5.0-0.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","1056.5999999642372","<p> Time to play the dot game! </p>
            <p> For one minute, click the red dots on the following screen as they appear. </p>
            <p><b> Don't look away, as you will earn bonus for clicking dots</b>. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","285","1322302","0.0-4.0-5.0-1.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","[51,53,45,47,51,59,54]","","","rest","","70","","","","","","","","","0","60000","","","",""
"learning-instructions","286","1330420","0.0-4.0-6.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","287","1346391","0.0-4.0-6.0-0.1","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","288","1347398","0.0-4.0-7.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","289","1348411","0.0-4.0-7.0-1.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","290","1349426","0.0-4.0-7.0-2.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","291","1350439","0.0-4.0-7.0-3.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","292","1350805","0.0-4.0-8.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[362.0999999642372]","./assets/img/ocean/test/1.jpg","[""ArrowDown""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown","false","","","","","","","","revaluation","1",""
"html-keyboard-response","293","1351309","0.0-4.0-8.0-1.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","294","1351870","0.0-4.0-8.0-0.1","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[559.3000000119209]","./assets/img/ocean/test/0.jpg","[""ArrowDown""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown","false","","","","","","","","revaluation","1",""
"html-keyboard-response","295","1352385","0.0-4.0-8.0-1.1","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","296","1353038","0.0-4.0-8.0-0.2","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[651.3999999761581]","./assets/img/ocean/test/2.jpg","[""ArrowUp""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp","false","","","","","","","","revaluation","1",""
"html-keyboard-response","297","1353544","0.0-4.0-8.0-1.2","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","298","1354486","0.0-4.0-8.0-0.3","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[938.1999999880791]","./assets/img/ocean/test/3.jpg","[""ArrowDown""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown","false","","","","","","","","revaluation","1",""
"html-keyboard-response","299","1354990","0.0-4.0-8.0-1.3","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","300","1368344","0.0-4.0-9.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","301","1369359","0.0-4.0-10.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","302","1370372","0.0-4.0-10.0-1.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","303","1371385","0.0-4.0-10.0-2.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","304","1372401","0.0-4.0-10.0-3.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","305","1373287","0.0-4.0-11.0-0.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","false","","","","[881.8000000119209]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","","","","","","","","revaluation","1",""
"html-keyboard-response","306","1373792","0.0-4.0-11.0-1.0","pilot_wm_v1","65a4333efc75f965e7fc0cb5","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
