"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","173","915820","0.0-5.0-2.0-0.17","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[452,298]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","34","revaluation","1",""
"html-keyboard-response","174","916321","0.0-5.0-2.0-1.17","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","35","","",""
"revaluation","175","922328","0.0-5.0-2.0-0.18","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[572,345]","./assets/img/ocean/memory/41.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","36","revaluation","1",""
"html-keyboard-response","176","922830","0.0-5.0-2.0-1.18","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","37","","",""
"revaluation","177","928837","0.0-5.0-2.0-0.19","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[524,411]","./assets/img/ocean/memory/40.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","38","revaluation","1",""
"html-keyboard-response","178","929340","0.0-5.0-2.0-1.19","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","39","","",""
"revaluation","179","935345","0.0-5.0-2.0-0.20","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[544,349.0000000001164]","./assets/img/ocean/memory/34.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","40","revaluation","1",""
"html-keyboard-response","180","935847","0.0-5.0-2.0-1.20","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","41","","",""
"revaluation","181","941853","0.0-5.0-2.0-0.21","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[485,298]","./assets/img/ocean/memory/17.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","42","revaluation","1",""
"html-keyboard-response","182","942355","0.0-5.0-2.0-1.21","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","43","","",""
"revaluation","183","948362","0.0-5.0-2.0-0.22","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[373,303]","./assets/img/ocean/memory/35.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","44","revaluation","1",""
"html-keyboard-response","184","948863","0.0-5.0-2.0-1.22","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","45","","",""
"revaluation","185","954870","0.0-5.0-2.0-0.23","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[444,303]","./assets/img/ocean/memory/40.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","46","revaluation","1",""
"html-keyboard-response","186","955371","0.0-5.0-2.0-1.23","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","47","","",""
"revaluation","187","959375","0.0-5.0-2.0-0.24","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[567]","./assets/img/ocean/catch/3.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","48","revaluation","1",""
"html-keyboard-response","188","959877","0.0-5.0-2.0-1.24","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","49","","",""
"revaluation","189","965883","0.0-5.0-2.0-0.25","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[394.9999999998836,337]","./assets/img/ocean/memory/38.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","50","revaluation","1",""
"html-keyboard-response","190","966384","0.0-5.0-2.0-1.25","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","51","","",""
"revaluation","191","972388","0.0-5.0-2.0-0.26","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[368,275]","./assets/img/ocean/memory/37.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","52","revaluation","1",""
"html-keyboard-response","192","972890","0.0-5.0-2.0-1.26","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","53","","",""
"revaluation","193","978896","0.0-5.0-2.0-0.27","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[678,337]","./assets/img/ocean/memory/36.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","54","revaluation","1",""
"html-keyboard-response","194","979399","0.0-5.0-2.0-1.27","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","55","","",""
"revaluation","195","985405","0.0-5.0-2.0-0.28","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[663,413]","./assets/img/ocean/memory/0.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","56","revaluation","1",""
"html-keyboard-response","196","985907","0.0-5.0-2.0-1.28","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","57","","",""
"revaluation","197","989911","0.0-5.0-2.0-0.29","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[568]","./assets/img/ocean/catch/2.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","58","revaluation","1",""
"html-keyboard-response","198","990413","0.0-5.0-2.0-1.29","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","59","","",""
"revaluation","199","996420","0.0-5.0-2.0-0.30","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[722.0000000001164,454.9999999998836]","./assets/img/ocean/memory/30.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","60","revaluation","1",""
"html-keyboard-response","200","996921","0.0-5.0-2.0-1.30","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","61","","",""
"revaluation","201","1002927","0.0-5.0-2.0-0.31","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[615,405]","./assets/img/ocean/memory/39.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","62","revaluation","1",""
"html-keyboard-response","202","1003429","0.0-5.0-2.0-1.31","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","63","","",""
"revaluation","203","1009436","0.0-5.0-2.0-0.32","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[428,475]","./assets/img/ocean/memory/6.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","64","revaluation","1",""
"html-keyboard-response","204","1009938","0.0-5.0-2.0-1.32","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","65","","",""
"revaluation","205","1013943","0.0-5.0-2.0-0.33","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[638.9999999998836]","./assets/img/ocean/catch/1.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","66","revaluation","1",""
"html-keyboard-response","206","1014445","0.0-5.0-2.0-1.33","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","67","","",""
"revaluation","207","1020450","0.0-5.0-2.0-0.34","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[427,1273]","./assets/img/ocean/memory/26.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","68","revaluation","1",""
"html-keyboard-response","208","1020952","0.0-5.0-2.0-1.34","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","69","","",""
"revaluation","209","1026958","0.0-5.0-2.0-0.35","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[455,333]","./assets/img/ocean/memory/6.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","70","revaluation","1",""
"html-keyboard-response","210","1027460","0.0-5.0-2.0-1.35","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","71","","",""
"revaluation","211","1031465","0.0-5.0-2.0-0.36","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[556]","./assets/img/ocean/catch/0.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","72","revaluation","1",""
"html-keyboard-response","212","1031967","0.0-5.0-2.0-1.36","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","73","","",""
"revaluation","213","1037974","0.0-5.0-2.0-0.37","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[442.9999999998836,591.9999999998836]","./assets/img/ocean/memory/33.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","74","revaluation","1",""
"html-keyboard-response","214","1038476","0.0-5.0-2.0-1.37","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","75","","",""
"revaluation","215","1044485","0.0-5.0-2.0-0.38","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[475.9999999998836,464]","./assets/img/ocean/memory/39.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","76","revaluation","1",""
"html-keyboard-response","216","1044986","0.0-5.0-2.0-1.38","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","77","","",""
"revaluation","217","1050992","0.0-5.0-2.0-0.39","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[684,809]","./assets/img/ocean/memory/15.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","78","revaluation","1",""
"html-keyboard-response","218","1051494","0.0-5.0-2.0-1.39","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","79","","",""
"revaluation","219","1057500","0.0-5.0-2.0-0.40","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[431,980]","./assets/img/ocean/memory/30.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","80","revaluation","1",""
"html-keyboard-response","220","1058002","0.0-5.0-2.0-1.40","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","81","","",""
"revaluation","221","1062008","0.0-5.0-2.0-0.41","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[896]","./assets/img/ocean/catch/4.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","82","revaluation","1",""
"html-keyboard-response","222","1062510","0.0-5.0-2.0-1.41","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","83","","",""
"revaluation","223","1068518","0.0-5.0-2.0-0.42","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[495,448.99999999976717]","./assets/img/ocean/memory/13.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","84","revaluation","1",""
"html-keyboard-response","224","1069020","0.0-5.0-2.0-1.42","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","85","","",""
"revaluation","225","1075026","0.0-5.0-2.0-0.43","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[474,436.99999999976717]","./assets/img/ocean/memory/36.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","86","revaluation","1",""
"html-keyboard-response","226","1075528","0.0-5.0-2.0-1.43","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","87","","",""
"revaluation","227","1081534","0.0-5.0-2.0-0.44","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[404,765]","./assets/img/ocean/memory/32.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","88","revaluation","1",""
"html-keyboard-response","228","1082036","0.0-5.0-2.0-1.44","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","89","","",""
"revaluation","229","1088041","0.0-5.0-2.0-0.45","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[367,288]","./assets/img/ocean/memory/37.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","90","revaluation","1",""
"html-keyboard-response","230","1088543","0.0-5.0-2.0-1.45","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","91","","",""
"revaluation","231","1094549","0.0-5.0-2.0-0.46","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[427,503]","./assets/img/ocean/memory/32.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","92","revaluation","1",""
"html-keyboard-response","232","1095051","0.0-5.0-2.0-1.46","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","93","","",""
"revaluation","233","1101057","0.0-5.0-2.0-0.47","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[600,748.0000000002328]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","94","revaluation","1",""
"html-keyboard-response","234","1101560","0.0-5.0-2.0-1.47","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","95","","",""
"revaluation","235","1107566","0.0-5.0-2.0-0.48","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[419.99999999976717,478]","./assets/img/ocean/memory/12.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","96","revaluation","1",""
"html-keyboard-response","236","1108068","0.0-5.0-2.0-1.48","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","97","","",""
"revaluation","237","1114074","0.0-5.0-2.0-0.49","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[448.99999999976717,468]","./assets/img/ocean/memory/2.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","98","revaluation","1",""
"html-keyboard-response","238","1114576","0.0-5.0-2.0-1.49","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","99","","",""
"learning-instructions","239","1131340","0.0-5.0-3.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","3883.999999999767","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","240","1144455","0.0-5.0-3.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1511","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","241","1148458","0.0-5.0-4.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[816.0000000002328]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","2","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp,ArrowLeft","","3_0","","","","","","0","revaluation","1",""
"html-keyboard-response","242","1148961","0.0-5.0-4.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","243","1152966","0.0-5.0-4.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1159]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","8","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowDown,ArrowLeft","","17_1","","","","","","1","revaluation","1",""
"html-keyboard-response","244","1153468","0.0-5.0-4.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","245","1157473","0.0-5.0-4.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[884]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","8_2","","","","","","2","revaluation","1",""
"html-keyboard-response","246","1157975","0.0-5.0-4.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","247","1161979","0.0-5.0-4.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[853.0000000002328]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","4_0","","","","","","3","revaluation","1",""
"html-keyboard-response","248","1162481","0.0-5.0-4.0-1.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","249","1166337","0.0-5.0-4.0-2.3-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","3854","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","2","beep chest","","","","false","","","","50","3","1","","","","","",""
"revaluation","250","1170342","0.0-5.0-4.0-0.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1245]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","8","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowDown,ArrowLeft","","13_2","","","","","","4","revaluation","1",""
"html-keyboard-response","251","1170843","0.0-5.0-4.0-1.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
