"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"pavlovia","0","2760","0.0-0.0","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","56016","0.0-1.0","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":200428}]","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","201303","0.0-2.0","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","210732","0.0-3.0-0.0-0.0","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","8189","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","","","","","",""
"audio-button-response","4","214977","0.0-3.0-0.1-0.1","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","3219","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","","","",""
"learning-instructions","5","333290","0.0-3.0-1.0-0.0","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","111294","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","6","344477","0.0-3.0-1.0-0.1","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","2484.5","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","7","354366","0.0-3.0-1.0-0.2","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","1625.7999999970198","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","8","369492","0.0-3.0-1.0-0.3","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","1970.9000000059605","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","9","382508","0.0-3.0-1.0-0.4","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","1597.7999999970198","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","10","392531","0.0-3.0-1.0-0.5","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","2197.2999999970198","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","11","404173","0.0-3.0-1.0-0.6","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","2829.2000000029802","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","12","414715","0.0-3.0-1.0-0.7","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","3481.5999999940395","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","13","418742","0.0-3.0-2.0-0.0","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","true","","","","","[]","./assets/img/space/0.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","","","",""
"html-keyboard-response","14","419259","0.0-3.0-2.0-1.0","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","15","423301","0.0-3.0-2.0-0.1","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","false","","","","","[917.2999999970198]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","","","",""
"html-keyboard-response","16","423819","0.0-3.0-2.0-1.1","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","17","427861","0.0-3.0-2.0-0.2","pilot_wm_v1","65e862f844f1b7a803bb3c5a","4","null","null","true","","true","","","","","[]","./assets/img/space/2.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","","","",""
