"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"pavlovia","0","4646","0.0-0.0","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","52993","0.0-1.0","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":60889}]","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","61871","0.0-2.0","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","67487","0.0-3.0-0.0-0.0","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","5579","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","","","","","",""
"audio-button-response","4","70774","0.0-3.0-0.1-0.1","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","2283","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","","","",""
"learning-instructions","5","81814","0.0-3.0-1.0-0.0","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","4068.9000000003725","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","6","94393","0.0-3.0-1.0-0.1","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","4184.199999999255","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","7","103165","0.0-3.0-1.0-0.2","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","525.2000000011176","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","8","120597","0.0-3.0-1.0-0.3","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","4296.199999999255","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","9","136056","0.0-3.0-1.0-0.4","pilot_wm_v1","6664215e9a4fc14231f523c6","3","null","null","true","","","","","","","4062","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
