"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"learning-instructions","10","106626","0.0-3.0-1.0-0.6","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1650.3999999761581","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","115944","0.0-3.0-1.0-0.7","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","2287.6999999284744","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","119975","0.0-3.0-2.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[890]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","120478","0.0-3.0-2.0-1.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","124496","0.0-3.0-2.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","true","","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","15","125007","0.0-3.0-2.0-1.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","129029","0.0-3.0-2.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[506.39999997615814]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","129535","0.0-3.0-2.0-1.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","135462","0.0-3.0-3.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1227","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","139479","0.0-3.0-4.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[338.39999997615814]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","139985","0.0-3.0-4.0-1.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","144008","0.0-3.0-4.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[753.8000000715256]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","144511","0.0-3.0-4.0-1.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","148537","0.0-3.0-4.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[821]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","149039","0.0-3.0-4.0-1.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","159616","0.0-3.0-5.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","721.0999999046326","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","172444","0.0-3.0-5.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","3708.600000023842","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","184904","0.0-3.0-5.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1279.1000000238419","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","193126","0.0-3.0-5.0-0.3","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1861.1000000238419","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","197147","0.0-3.0-6.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[855.3000000715256]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","30","197662","0.0-3.0-6.0-1.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","201694","0.0-3.0-6.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[1128.4000000953674]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","32","202198","0.0-3.0-6.0-1.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","206223","0.0-3.0-6.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[1151.9000000953674]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","34","206727","0.0-3.0-6.0-1.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","210742","0.0-3.0-6.0-0.3","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[951.8999999761581]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","36","211247","0.0-3.0-6.0-1.3","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","37","229763","0.0-3.0-7.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1718.1000000238419","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","38","239136","0.0-3.0-7.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1121.7999999523163","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","39","245162","0.0-3.0-8.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[487.89999997615814,454.2000000476837]","./assets/img/space/6.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","40","245679","0.0-3.0-8.0-1.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","41","251714","0.0-3.0-8.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[371.3000000715256,314]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","42","252219","0.0-3.0-8.0-1.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","43","258253","0.0-3.0-8.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[476.8000000715256,356.89999997615814]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","44","258762","0.0-3.0-8.0-1.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","45","264802","0.0-3.0-8.0-0.3","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[356.7999999523163,314.6999999284744]","./assets/img/space/9.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","46","265312","0.0-3.0-8.0-1.3","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","47","271339","0.0-3.0-8.0-0.4","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[568.3999999761581,340.5]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowLeft""]","full practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","48","271844","0.0-3.0-8.0-1.4","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","49","284196","0.0-3.0-9.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1891.3999999761581","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","50","291997","0.0-3.0-9.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","633.8999999761581","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","51","296018","0.0-3.0-10.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[829.1999999284744]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","52","296520","0.0-3.0-10.0-1.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","53","300546","0.0-3.0-10.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[487.89999997615814]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","54","301062","0.0-3.0-10.0-1.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","55","305083","0.0-3.0-10.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[413.60000002384186]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","56","305595","0.0-3.0-10.0-1.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","57","312799","0.0-3.0-11.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1694.7999999523163","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","58","337126","0.0-3.0-11.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","2722","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","59","361645","0.0-3.0-11.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","2239.7000000476837","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","",""
"audio-button-response","60","369674","0.0-3.0-12.0-0.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","",""
"html-slider-response","61","375631","0.0-3.0-12.0-0.0-1.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","5950","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","0","6","","","",""
"comp-q","62","382328","0.0-3.0-12.0-0.0-2.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","2469.5","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","",""
"audio-button-response","63","390364","0.0-3.0-12.0-0.1-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","",""
"html-slider-response","64","395654","0.0-3.0-12.0-0.1-1.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","5287","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","0","4","","","",""
"comp-q","65","401433","0.0-3.0-12.0-0.1-2.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1599","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","",""
"learning-instructions","66","412996","0.0-3.0-13.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","1252.0999999046326","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","67","421376","0.0-3.0-15.0-0.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","3131.5","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","68","427893","0.0-3.0-15.0-0.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","3328.4000000953674","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","69","445109","0.0-3.0-15.0-1.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","2454.0999999046326","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","70","451147","0.0-3.0-15.0-2.0-0.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[1114.1000000238419,498]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","71","451663","0.0-3.0-15.0-2.0-1.0","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","72","457683","0.0-3.0-15.0-2.0-0.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[1192.3999999761581,848.3999999761581]","./assets/img/space/12.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","73","458187","0.0-3.0-15.0-2.0-1.1","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","74","464214","0.0-3.0-15.0-2.0-0.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[1061.6999999284744,302.5]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","75","464717","0.0-3.0-15.0-2.0-1.2","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","76","470741","0.0-3.0-15.0-2.0-0.3","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[811.6999999284744,435.7000000476837]","./assets/img/space/14.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","77","471244","0.0-3.0-15.0-2.0-1.3","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","78","477277","0.0-3.0-15.0-2.0-0.4","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[993.8999999761581,319.59999990463257]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","79","477779","0.0-3.0-15.0-2.0-1.4","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","80","483809","0.0-3.0-15.0-2.0-0.5","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[995.2999999523163,318.3000000715256]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","81","484310","0.0-3.0-15.0-2.0-1.5","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","82","490336","0.0-3.0-15.0-2.0-0.6","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","false","","","","","[915.2999999523163,387.2000000476837]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","83","490845","0.0-3.0-15.0-2.0-1.6","pilot_wm_v1","65f5a84b838dcc1ac14602f2","5","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
