"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"pavlovia","0","1481","0.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","65815","0.0-1.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":182203}]","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","183160","0.0-2.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","186777","0.0-3.0-0.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","2971","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","","","",""
"learning-instructions","4","199198","0.0-3.0-1.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","5368","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","5","212841","0.0-3.0-1.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","5186.60000000149","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","6","226016","0.0-3.0-1.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","4831.70000000298","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","7","240504","0.0-3.0-1.0-0.3","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1248.7999999970198","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","8","252653","0.0-3.0-1.0-0.4","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","639.7000000029802","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","9","261329","0.0-3.0-1.0-0.5","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","835","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","10","273372","0.0-3.0-1.0-0.6","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","3146.2999999970198","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","11","281528","0.0-3.0-1.0-0.7","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1022.6000000014901","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","12","285609","0.0-3.0-2.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[934.7000000029802]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","","","",""
"html-keyboard-response","13","286123","0.0-3.0-2.0-1.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","14","290145","0.0-3.0-2.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[630.6999999955297]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","","","",""
"html-keyboard-response","15","290648","0.0-3.0-2.0-1.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","16","294672","0.0-3.0-2.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[620]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","","","",""
"html-keyboard-response","17","295188","0.0-3.0-2.0-1.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","18","300993","0.0-3.0-3.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1083.8999999985099","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","19","305010","0.0-3.0-4.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[795.3000000044703]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","20","305516","0.0-3.0-4.0-1.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","21","309536","0.0-3.0-4.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[518.8999999985099]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","22","310042","0.0-3.0-4.0-1.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","23","314064","0.0-3.0-4.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[428]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","24","314583","0.0-3.0-4.0-1.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","25","325597","0.0-3.0-5.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1109.2000000029802","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","26","336341","0.0-3.0-5.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1583.6000000014901","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","27","351866","0.0-3.0-5.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","4307.4000000059605","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","28","361559","0.0-3.0-5.0-0.3","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","3275.5","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","29","365582","0.0-3.0-6.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[924.2999999970198]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","30","366098","0.0-3.0-6.0-1.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","31","370124","0.0-3.0-6.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[665.5]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","32","370631","0.0-3.0-6.0-1.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","33","374657","0.0-3.0-6.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[351.79999999701977]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","34","375168","0.0-3.0-6.0-1.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","35","379192","0.0-3.0-6.0-0.3","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[664.3999999985099]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","36","379703","0.0-3.0-6.0-1.3","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","37","403141","0.0-3.0-7.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","6558.10000000149","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","38","415577","0.0-3.0-7.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","4144.29999999702","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","39","421603","0.0-3.0-8.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[1319.2000000029802,429.19999999552965]","./assets/img/space/6.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","40","422109","0.0-3.0-8.0-1.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","41","428153","0.0-3.0-8.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[632.2000000029802,1434.6000000014901]","./assets/img/space/7.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","42","428660","0.0-3.0-8.0-1.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","43","434685","0.0-3.0-8.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[659.3999999985099,509.6000000014901]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","44","435196","0.0-3.0-8.0-1.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","45","441231","0.0-3.0-8.0-0.3","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[365.8999999985099,305.5]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","46","441733","0.0-3.0-8.0-1.3","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","47","447748","0.0-3.0-8.0-0.4","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[400.69999999552965,258.5]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","48","448257","0.0-3.0-8.0-1.4","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","49","463022","0.0-3.0-9.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","4275.29999999702","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","50","471312","0.0-3.0-9.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1095.7000000029802","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","51","475329","0.0-3.0-10.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[683.5]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","52","475838","0.0-3.0-10.0-1.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","53","479858","0.0-3.0-10.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[544.2000000029802]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","54","480371","0.0-3.0-10.0-1.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","55","484399","0.0-3.0-10.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","false","","","","","[323.69999999552965]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","56","484911","0.0-3.0-10.0-1.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","57","493198","0.0-3.0-11.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","2729.5","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","58","518392","0.0-3.0-11.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","3513.3000000044703","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","59","542573","0.0-3.0-11.0-0.2","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1786.7000000029802","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"audio-button-response","60","550665","0.0-3.0-12.0-0.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","61","554507","0.0-3.0-12.0-0.0-1.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","3826","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","0","6","","","","","",""
"comp-q","62","573568","0.0-3.0-12.0-0.0-2.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","14762.89999999851","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"audio-button-response","63","581665","0.0-3.0-12.0-0.1-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","64","587343","0.0-3.0-12.0-0.1-1.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","5672","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","0","4","","","","","",""
"comp-q","65","603849","0.0-3.0-12.0-0.1-2.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","12252.60000000149","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"learning-instructions","66","714004","0.0-3.0-13.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","99786.70000000298","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","67","730648","0.0-3.0-14.0-0.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","1869.1000000014901","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","68","969270","0.0-3.0-14.0-0.0-0.1","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","232873.3999999985","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","69","984306","0.0-3.0-14.0-1.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","[-1]","","","rest practice","","10","","","","","","","","","1","15000","","","",""
"learning-instructions","70","1039857","0.0-3.0-15.0-0.0-0.0","pilot_wm_v1","64135f3a5f83c8b43e569213","1","null","null","true","","","","","","","49224.60000000149","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","","","",""
