"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"pavlovia","0","1027","0.0-0.0","pilot_wm_v1","null","1","null","null","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","9368","0.0-1.0","pilot_wm_v1","null","1","null","null","true","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":13119},{""event"":""blur"",""trial"":384,""time"":1566107},{""event"":""focus"",""trial"":384,""time"":1566591},{""event"":""fullscreenexit"",""trial"":419,""time"":1704025}]","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","14115","0.0-2.0","pilot_wm_v1","null","1","null","null","true","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","16078","0.0-3.0-0.0-0.0","pilot_wm_v1","null","1","null","null","true","","","","","","","1949","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","","","",""
"learning-instructions","4","24044","0.0-3.0-1.0-0.0","pilot_wm_v1","null","1","null","null","true","","","","","","","981.2000000001863","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","5","36469","0.0-3.0-1.0-0.1","pilot_wm_v1","null","1","null","null","true","","","","","","","4016.0999999996275","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","6","45721","0.0-3.0-1.0-0.2","pilot_wm_v1","null","1","null","null","true","","","","","","","979.7999999998137","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","7","59548","0.0-3.0-1.0-0.3","pilot_wm_v1","null","1","null","null","true","","","","","","","665.4000000003725","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","8","71755","0.0-3.0-1.0-0.4","pilot_wm_v1","null","1","null","null","true","","","","","","","791.7999999998137","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","9","80279","0.0-3.0-1.0-0.5","pilot_wm_v1","null","1","null","null","true","","","","","","","696.3999999994412","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","10","90152","0.0-3.0-1.0-0.6","pilot_wm_v1","null","1","null","null","true","","","","","","","1069.2000000001863","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","11","98683","0.0-3.0-1.0-0.7","pilot_wm_v1","null","1","null","null","true","","","","","","","1500.5","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","12","102719","0.0-3.0-2.0-0.0","pilot_wm_v1","null","1","null","null","true","","false","","","","","[688.5]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","","","",""
"html-keyboard-response","13","103231","0.0-3.0-2.0-1.0","pilot_wm_v1","null","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","14","107259","0.0-3.0-2.0-0.1","pilot_wm_v1","null","1","null","null","true","","true","","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","","","",""
"html-keyboard-response","15","107770","0.0-3.0-2.0-1.1","pilot_wm_v1","null","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","16","111787","0.0-3.0-2.0-0.2","pilot_wm_v1","null","1","null","null","true","","false","","","","","[303.29999999981374]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","","","",""
"html-keyboard-response","17","112299","0.0-3.0-2.0-1.2","pilot_wm_v1","null","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","18","117676","0.0-3.0-3.0-0.0","pilot_wm_v1","null","1","null","null","true","","","","","","","673","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","19","121686","0.0-3.0-4.0-0.0","pilot_wm_v1","null","1","null","null","true","","false","","","","","[614.9000000003725]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","20","122196","0.0-3.0-4.0-1.0","pilot_wm_v1","null","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","21","126213","0.0-3.0-4.0-0.1","pilot_wm_v1","null","1","null","null","true","","false","","","","","[455.20000000018626]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","22","126724","0.0-3.0-4.0-1.1","pilot_wm_v1","null","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","23","130740","0.0-3.0-4.0-0.2","pilot_wm_v1","null","1","null","null","true","","false","","","","","[223.20000000018626]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","24","131253","0.0-3.0-4.0-1.2","pilot_wm_v1","null","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","25","141795","0.0-3.0-5.0-0.0","pilot_wm_v1","null","1","null","null","true","","","","","","","693","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","26","153949","0.0-3.0-5.0-0.1","pilot_wm_v1","null","1","null","null","true","","","","","","","3026.600000000559","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","","","",""
