"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"pavlovia","0","1254","0.0-0.0","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","11151","0.0-1.0","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":19153}]","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","20136","0.0-2.0","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","21517","0.0-3.0-0.0-0.0","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","1333","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","","","",""
"learning-instructions","4","29917","0.0-3.0-1.0-0.0","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","1436.1999999999825","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","5","39567","0.0-3.0-1.0-0.1","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","1250.9000000000233","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","6","48818","0.0-3.0-1.0-0.2","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","1002.9000000000233","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","7","63052","0.0-3.0-1.0-0.3","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","1108.2999999999884","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","8","75518","0.0-3.0-1.0-0.4","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","1073.5","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","9","84553","0.0-3.0-1.0-0.5","pilot_wm_v1","66572731cb06ce43c72bdf8a","4","null","null","true","","","","","","","1221.7999999999884","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
