"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1960","0.0-0.0","spark_pilot_norest","9677","7","21","Female","[{""event"":""focus"",""trial"":0,""time"":936},{""event"":""blur"",""trial"":1,""time"":4055},{""event"":""focus"",""trial"":1,""time"":8652},{""event"":""blur"",""trial"":1,""time"":14536},{""event"":""focus"",""trial"":1,""time"":26307},{""event"":""fullscreenenter"",""trial"":2,""time"":31599}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","28562","0.0-1.0","spark_pilot_norest","9677","7","21","Female","[{""event"":""focus"",""trial"":0,""time"":936},{""event"":""blur"",""trial"":1,""time"":4055},{""event"":""focus"",""trial"":1,""time"":8652},{""event"":""blur"",""trial"":1,""time"":14536},{""event"":""focus"",""trial"":1,""time"":26307},{""event"":""fullscreenenter"",""trial"":2,""time"":31599}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","32596","0.0-2.0","spark_pilot_norest","9677","7","21","Female","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","34391","0.0-3.0-0.0-0.0","spark_pilot_norest","9677","7","21","Female","","","","","","","1730","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","43033","0.0-3.0-1.0-0.0","spark_pilot_norest","9677","7","21","Female","","","","","","","1637.7000000178814","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","53040","0.0-3.0-1.0-0.1","spark_pilot_norest","9677","7","21","Female","","","","","","","1539","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","62583","0.0-3.0-1.0-0.2","spark_pilot_norest","9677","7","21","Female","","","","","","","1247","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","77067","0.0-3.0-1.0-0.3","spark_pilot_norest","9677","7","21","Female","","","","","","","1260.199999988079","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","89498","0.0-3.0-1.0-0.4","spark_pilot_norest","9677","7","21","Female","","","","","","","960.5","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","98371","0.0-3.0-1.0-0.5","spark_pilot_norest","9677","7","21","Female","","","","","","","1002.3000000119209","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","108287","0.0-3.0-1.0-0.6","spark_pilot_norest","9677","7","21","Female","","","","","","","1057.4000000059605","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","116130","0.0-3.0-1.0-0.7","spark_pilot_norest","9677","7","21","Female","","","","","","","774.4000000059605","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","120157","0.0-3.0-2.0-0.0","spark_pilot_norest","9677","7","21","Female","","","false","","","","[783.2999999821186]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","13","120666","0.0-3.0-2.0-1.0","spark_pilot_norest","9677","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","124683","0.0-3.0-2.0-0.1","spark_pilot_norest","9677","7","21","Female","","","false","","","","[1400.9000000059605]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","15","125186","0.0-3.0-2.0-1.1","spark_pilot_norest","9677","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","129206","0.0-3.0-2.0-0.2","spark_pilot_norest","9677","7","21","Female","","","false","","","","[455.60000002384186]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","17","129716","0.0-3.0-2.0-1.2","spark_pilot_norest","9677","7","21","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
