"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","917","0.0-0.0","spark_pilot_norest","9992","5","7","Male","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","33350","0.0-1.0","spark_pilot_norest","9992","5","7","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":36416}]","","","","","","","","","","","","","","","",""
"fullscreen","2","37404","0.0-2.0","spark_pilot_norest","9992","5","7","Male","true","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","44872","0.0-3.0-0.0-0.0","spark_pilot_norest","9992","5","7","Male","","","","","","","7440","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","58367","0.0-3.0-1.0-0.0","spark_pilot_norest","9992","5","7","Male","","","","","","","6514.800000190735","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","71309","0.0-3.0-1.0-0.1","spark_pilot_norest","9992","5","7","Male","","","","","","","4536.699999809265","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","85020","0.0-3.0-1.0-0.2","spark_pilot_norest","9992","5","7","Male","","","","","","","5447.399999856949","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","102343","0.0-3.0-1.0-0.3","spark_pilot_norest","9992","5","7","Male","","","","","","","4170.299999952316","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","119040","0.0-3.0-1.0-0.4","spark_pilot_norest","9992","5","7","Male","","","","","","","5277","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","129992","0.0-3.0-1.0-0.5","spark_pilot_norest","9992","5","7","Male","","","","","","","3129.600000143051","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","142688","0.0-3.0-1.0-0.6","spark_pilot_norest","9992","5","7","Male","","","","","","","3885.899999856949","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","160822","0.0-3.0-1.0-0.7","spark_pilot_norest","9992","5","7","Male","","","","","","","11110.099999904633","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","164839","0.0-3.0-2.0-0.0","spark_pilot_norest","9992","5","7","Male","","true","","","","","[]","./assets/img/space/0.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
"html-keyboard-response","13","165344","0.0-3.0-2.0-1.0","spark_pilot_norest","9992","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","169358","0.0-3.0-2.0-0.1","spark_pilot_norest","9992","5","7","Male","","true","","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
"html-keyboard-response","15","169862","0.0-3.0-2.0-1.1","spark_pilot_norest","9992","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","173887","0.0-3.0-2.0-0.2","spark_pilot_norest","9992","5","7","Male","","true","","","","","[]","./assets/img/space/2.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
"html-keyboard-response","17","174390","0.0-3.0-2.0-1.2","spark_pilot_norest","9992","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","18","182410","0.0-3.0-3.0-0.0","spark_pilot_norest","9992","5","7","Male","","","","","","","3328.7999999523163","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","19","186417","0.0-3.0-4.0-0.0","spark_pilot_norest","9992","5","7","Male","","true","","","","","[]","./assets/img/space/3.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
"html-keyboard-response","20","186929","0.0-3.0-4.0-1.0","spark_pilot_norest","9992","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","190942","0.0-3.0-4.0-0.1","spark_pilot_norest","9992","5","7","Male","","true","","","","","[]","./assets/img/space/4.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
