"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1056","0.0-0.0","spark_pilot_norest","10127","3","8","Male","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","20608","0.0-1.0","spark_pilot_norest","10127","3","8","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":24864}]","","","","","","","","","","","","","","","",""
"fullscreen","2","25849","0.0-2.0","spark_pilot_norest","10127","3","8","Male","true","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","28573","0.0-3.0-0.0-0.0","spark_pilot_norest","10127","3","8","Male","","","","","","","2051","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","37805","0.0-3.0-1.0-0.0","spark_pilot_norest","10127","3","8","Male","","","","","","","2242.7000000178814","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","49701","0.0-3.0-1.0-0.1","spark_pilot_norest","10127","3","8","Male","","","","","","","3488.800000011921","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","60062","0.0-3.0-1.0-0.2","spark_pilot_norest","10127","3","8","Male","","","","","","","2097.600000023842","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","76286","0.0-3.0-1.0-0.3","spark_pilot_norest","10127","3","8","Male","","","","","","","3061.2000000178814","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","90574","0.0-3.0-1.0-0.4","spark_pilot_norest","10127","3","8","Male","","","","","","","2870.4000000059605","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","102870","0.0-3.0-1.0-0.5","spark_pilot_norest","10127","3","8","Male","","","","","","","4468.199999988079","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","120701","0.0-3.0-1.0-0.6","spark_pilot_norest","10127","3","8","Male","","","","","","","9006.699999988079","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","148845","0.0-3.0-1.0-0.7","spark_pilot_norest","10127","3","8","Male","","","","","","","21113.5","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","152872","0.0-3.0-2.0-0.0","spark_pilot_norest","10127","3","8","Male","","false","","","","","[1211.199999988079]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","13","153379","0.0-3.0-2.0-1.0","spark_pilot_norest","10127","3","8","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","157410","0.0-3.0-2.0-0.1","spark_pilot_norest","10127","3","8","Male","","false","","","","","[1114.5999999940395]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","15","157913","0.0-3.0-2.0-1.1","spark_pilot_norest","10127","3","8","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","161919","0.0-3.0-2.0-0.2","spark_pilot_norest","10127","3","8","Male","","false","","","","","[1113.5999999940395]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","17","162427","0.0-3.0-2.0-1.2","spark_pilot_norest","10127","3","8","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","18","170896","0.0-3.0-3.0-0.0","spark_pilot_norest","10127","3","8","Male","","","","","","","3679.2999999821186","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","19","174933","0.0-3.0-4.0-0.0","spark_pilot_norest","10127","3","8","Male","","false","","","","","[1108.800000011921]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","20","175451","0.0-3.0-4.0-1.0","spark_pilot_norest","10127","3","8","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","179482","0.0-3.0-4.0-0.1","spark_pilot_norest","10127","3","8","Male","","false","","","","","[995.1999999880791]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","22","180002","0.0-3.0-4.0-1.1","spark_pilot_norest","10127","3","8","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","23","184046","0.0-3.0-4.0-0.2","spark_pilot_norest","10127","3","8","Male","","true","","","","","[]","./assets/img/space/5.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
"html-keyboard-response","24","184561","0.0-3.0-4.0-1.2","spark_pilot_norest","10127","3","8","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
