"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1726","0.0-0.0","spark_pilot_norest","8474","3","20","Male","[{""event"":""blur"",""trial"":1,""time"":45842},{""event"":""focus"",""trial"":1,""time"":52041},{""event"":""blur"",""trial"":1,""time"":74617},{""event"":""focus"",""trial"":1,""time"":85204},{""event"":""blur"",""trial"":1,""time"":87814},{""event"":""focus"",""trial"":1,""time"":90968},{""event"":""blur"",""trial"":1,""time"":97610},{""event"":""focus"",""trial"":1,""time"":108637},{""event"":""blur"",""trial"":1,""time"":128908},{""event"":""focus"",""trial"":1,""time"":132800},{""event"":""fullscreenenter"",""trial"":2,""time"":137766}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","135975","0.0-1.0","spark_pilot_norest","8474","3","20","Male","[{""event"":""blur"",""trial"":1,""time"":45842},{""event"":""focus"",""trial"":1,""time"":52041},{""event"":""blur"",""trial"":1,""time"":74617},{""event"":""focus"",""trial"":1,""time"":85204},{""event"":""blur"",""trial"":1,""time"":87814},{""event"":""focus"",""trial"":1,""time"":90968},{""event"":""blur"",""trial"":1,""time"":97610},{""event"":""focus"",""trial"":1,""time"":108637},{""event"":""blur"",""trial"":1,""time"":128908},{""event"":""focus"",""trial"":1,""time"":132800},{""event"":""fullscreenenter"",""trial"":2,""time"":137766}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","138738","0.0-2.0","spark_pilot_norest","8474","3","20","Male","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","141290","0.0-3.0-0.0-0.0","spark_pilot_norest","8474","3","20","Male","","","","","","","2438","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","150868","0.0-3.0-1.0-0.0","spark_pilot_norest","8474","3","20","Male","","","","","","","2530.2999999970198","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","160509","0.0-3.0-1.0-0.1","spark_pilot_norest","8474","3","20","Male","","","","","","","1165.5","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","169733","0.0-3.0-1.0-0.2","spark_pilot_norest","8474","3","20","Male","","","","","","","910","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","184306","0.0-3.0-1.0-0.3","spark_pilot_norest","8474","3","20","Male","","","","","","","1347.3999999985099","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","196757","0.0-3.0-1.0-0.4","spark_pilot_norest","8474","3","20","Male","","","","","","","963.5","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","205798","0.0-3.0-1.0-0.5","spark_pilot_norest","8474","3","20","Male","","","","","","","1162.7000000029802","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
