"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1160","0.0-0.0","spark_pilot_norest","10572","5","23","Male","[{""event"":""blur"",""trial"":0,""time"":1142},{""event"":""focus"",""trial"":1,""time"":1329},{""event"":""blur"",""trial"":1,""time"":2762},{""event"":""focus"",""trial"":1,""time"":2821},{""event"":""blur"",""trial"":1,""time"":3556},{""event"":""focus"",""trial"":1,""time"":3616},{""event"":""blur"",""trial"":1,""time"":3737},{""event"":""focus"",""trial"":1,""time"":3790},{""event"":""blur"",""trial"":1,""time"":4505},{""event"":""focus"",""trial"":1,""time"":4551},{""event"":""blur"",""trial"":1,""time"":5973},{""event"":""focus"",""trial"":1,""time"":7905},{""event"":""blur"",""trial"":1,""time"":16213},{""event"":""focus"",""trial"":2,""time"":29154},{""event"":""fullscreenenter"",""trial"":2,""time"":29251},{""event"":""fullscreenexit"",""trial"":3,""time"":30776},{""event"":""blur"",""trial"":4,""time"":35724},{""event"":""focus"",""trial"":4,""time"":41546},{""event"":""blur"",""trial"":7,""time"":75581},{""event"":""focus"",""trial"":7,""time"":77807},{""event"":""blur"",""trial"":8,""time"":84807},{""event"":""focus"",""trial"":8,""time"":90331},{""event"":""blur"",""trial"":10,""time"":104513},{""event"":""focus"",""trial"":10,""time"":109187},{""event"":""blur"",""trial"":11,""time"":115829},{""event"":""focus"",""trial"":11,""time"":116527},{""event"":""blur"",""trial"":38,""time"":234066},{""event"":""focus"",""trial"":38,""time"":236802},{""event"":""blur"",""trial"":58,""time"":317095},{""event"":""focus"",""trial"":58,""time"":318325},{""event"":""blur"",""trial"":59,""time"":320766},{""event"":""focus"",""trial"":59,""time"":340396},{""event"":""blur"",""trial"":70,""time"":377222},{""event"":""focus"",""trial"":72,""time"":382475},{""event"":""blur"",""trial"":106,""time"":498835},{""event"":""focus"",""trial"":106,""time"":499714},{""event"":""blur"",""trial"":107,""time"":502862},{""event"":""focus"",""trial"":107,""time"":507450},{""event"":""blur"",""trial"":113,""time"":548450},{""event"":""focus"",""trial"":113,""time"":565950},{""event"":""blur"",""trial"":115,""time"":579538},{""event"":""focus"",""trial"":115,""time"":591056},{""event"":""blur"",""trial"":116,""time"":594426},{""event"":""focus"",""trial"":116,""time"":610775},{""event"":""blur"",""trial"":127,""time"":645602},{""event"":""focus"",""trial"":127,""time"":647689},{""event"":""blur"",""trial"":254,""time"":1029439},{""event"":""focus"",""trial"":254,""time"":1030736},{""event"":""blur"",""trial"":289,""time"":1086991},{""event"":""focus"",""trial"":289,""time"":1087994},{""event"":""blur"",""trial"":291,""time"":1116350},{""event"":""focus"",""trial"":291,""time"":1122410},{""event"":""blur"",""trial"":291,""time"":1123598},{""event"":""focus"",""trial"":291,""time"":1125610},{""event"":""blur"",""trial"":392,""time"":1449055},{""event"":""focus"",""trial"":392,""time"":1508156},{""event"":""blur"",""trial"":429,""time"":1597204},{""event"":""focus"",""trial"":430,""time"":1599327}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","23596","0.0-1.0","spark_pilot_norest","10572","5","23","Male","[{""event"":""blur"",""trial"":0,""time"":1142},{""event"":""focus"",""trial"":1,""time"":1329},{""event"":""blur"",""trial"":1,""time"":2762},{""event"":""focus"",""trial"":1,""time"":2821},{""event"":""blur"",""trial"":1,""time"":3556},{""event"":""focus"",""trial"":1,""time"":3616},{""event"":""blur"",""trial"":1,""time"":3737},{""event"":""focus"",""trial"":1,""time"":3790},{""event"":""blur"",""trial"":1,""time"":4505},{""event"":""focus"",""trial"":1,""time"":4551},{""event"":""blur"",""trial"":1,""time"":5973},{""event"":""focus"",""trial"":1,""time"":7905},{""event"":""blur"",""trial"":1,""time"":16213},{""event"":""focus"",""trial"":2,""time"":29154},{""event"":""fullscreenenter"",""trial"":2,""time"":29251},{""event"":""fullscreenexit"",""trial"":3,""time"":30776},{""event"":""blur"",""trial"":4,""time"":35724},{""event"":""focus"",""trial"":4,""time"":41546},{""event"":""blur"",""trial"":7,""time"":75581},{""event"":""focus"",""trial"":7,""time"":77807},{""event"":""blur"",""trial"":8,""time"":84807},{""event"":""focus"",""trial"":8,""time"":90331},{""event"":""blur"",""trial"":10,""time"":104513},{""event"":""focus"",""trial"":10,""time"":109187},{""event"":""blur"",""trial"":11,""time"":115829},{""event"":""focus"",""trial"":11,""time"":116527},{""event"":""blur"",""trial"":38,""time"":234066},{""event"":""focus"",""trial"":38,""time"":236802},{""event"":""blur"",""trial"":58,""time"":317095},{""event"":""focus"",""trial"":58,""time"":318325},{""event"":""blur"",""trial"":59,""time"":320766},{""event"":""focus"",""trial"":59,""time"":340396},{""event"":""blur"",""trial"":70,""time"":377222},{""event"":""focus"",""trial"":72,""time"":382475},{""event"":""blur"",""trial"":106,""time"":498835},{""event"":""focus"",""trial"":106,""time"":499714},{""event"":""blur"",""trial"":107,""time"":502862},{""event"":""focus"",""trial"":107,""time"":507450},{""event"":""blur"",""trial"":113,""time"":548450},{""event"":""focus"",""trial"":113,""time"":565950},{""event"":""blur"",""trial"":115,""time"":579538},{""event"":""focus"",""trial"":115,""time"":591056},{""event"":""blur"",""trial"":116,""time"":594426},{""event"":""focus"",""trial"":116,""time"":610775},{""event"":""blur"",""trial"":127,""time"":645602},{""event"":""focus"",""trial"":127,""time"":647689},{""event"":""blur"",""trial"":254,""time"":1029439},{""event"":""focus"",""trial"":254,""time"":1030736},{""event"":""blur"",""trial"":289,""time"":1086991},{""event"":""focus"",""trial"":289,""time"":1087994},{""event"":""blur"",""trial"":291,""time"":1116350},{""event"":""focus"",""trial"":291,""time"":1122410},{""event"":""blur"",""trial"":291,""time"":1123598},{""event"":""focus"",""trial"":291,""time"":1125610},{""event"":""blur"",""trial"":392,""time"":1449055},{""event"":""focus"",""trial"":392,""time"":1508156},{""event"":""blur"",""trial"":429,""time"":1597204},{""event"":""focus"",""trial"":430,""time"":1599327}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","30238","0.0-2.0","spark_pilot_norest","10572","5","23","Male","[{""event"":""blur"",""trial"":0,""time"":1142},{""event"":""focus"",""trial"":1,""time"":1329},{""event"":""blur"",""trial"":1,""time"":2762},{""event"":""focus"",""trial"":1,""time"":2821},{""event"":""blur"",""trial"":1,""time"":3556},{""event"":""focus"",""trial"":1,""time"":3616},{""event"":""blur"",""trial"":1,""time"":3737},{""event"":""focus"",""trial"":1,""time"":3790},{""event"":""blur"",""trial"":1,""time"":4505},{""event"":""focus"",""trial"":1,""time"":4551},{""event"":""blur"",""trial"":1,""time"":5973},{""event"":""focus"",""trial"":1,""time"":7905},{""event"":""blur"",""trial"":1,""time"":16213},{""event"":""focus"",""trial"":2,""time"":29154},{""event"":""fullscreenenter"",""trial"":2,""time"":29251},{""event"":""fullscreenexit"",""trial"":3,""time"":30776},{""event"":""blur"",""trial"":4,""time"":35724},{""event"":""focus"",""trial"":4,""time"":41546},{""event"":""blur"",""trial"":7,""time"":75581},{""event"":""focus"",""trial"":7,""time"":77807},{""event"":""blur"",""trial"":8,""time"":84807},{""event"":""focus"",""trial"":8,""time"":90331},{""event"":""blur"",""trial"":10,""time"":104513},{""event"":""focus"",""trial"":10,""time"":109187},{""event"":""blur"",""trial"":11,""time"":115829},{""event"":""focus"",""trial"":11,""time"":116527},{""event"":""blur"",""trial"":38,""time"":234066},{""event"":""focus"",""trial"":38,""time"":236802},{""event"":""blur"",""trial"":58,""time"":317095},{""event"":""focus"",""trial"":58,""time"":318325},{""event"":""blur"",""trial"":59,""time"":320766},{""event"":""focus"",""trial"":59,""time"":340396},{""event"":""blur"",""trial"":70,""time"":377222},{""event"":""focus"",""trial"":72,""time"":382475},{""event"":""blur"",""trial"":106,""time"":498835},{""event"":""focus"",""trial"":106,""time"":499714},{""event"":""blur"",""trial"":107,""time"":502862},{""event"":""focus"",""trial"":107,""time"":507450},{""event"":""blur"",""trial"":113,""time"":548450},{""event"":""focus"",""trial"":113,""time"":565950},{""event"":""blur"",""trial"":115,""time"":579538},{""event"":""focus"",""trial"":115,""time"":591056},{""event"":""blur"",""trial"":116,""time"":594426},{""event"":""focus"",""trial"":116,""time"":610775},{""event"":""blur"",""trial"":127,""time"":645602},{""event"":""focus"",""trial"":127,""time"":647689},{""event"":""blur"",""trial"":254,""time"":1029439},{""event"":""focus"",""trial"":254,""time"":1030736},{""event"":""blur"",""trial"":289,""time"":1086991},{""event"":""focus"",""trial"":289,""time"":1087994},{""event"":""blur"",""trial"":291,""time"":1116350},{""event"":""focus"",""trial"":291,""time"":1122410},{""event"":""blur"",""trial"":291,""time"":1123598},{""event"":""focus"",""trial"":291,""time"":1125610},{""event"":""blur"",""trial"":392,""time"":1449055},{""event"":""focus"",""trial"":392,""time"":1508156},{""event"":""blur"",""trial"":429,""time"":1597204},{""event"":""focus"",""trial"":430,""time"":1599327}]","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","31853","0.0-3.0-0.0-0.0","spark_pilot_norest","10572","5","23","Male","[{""event"":""blur"",""trial"":0,""time"":1142},{""event"":""focus"",""trial"":1,""time"":1329},{""event"":""blur"",""trial"":1,""time"":2762},{""event"":""focus"",""trial"":1,""time"":2821},{""event"":""blur"",""trial"":1,""time"":3556},{""event"":""focus"",""trial"":1,""time"":3616},{""event"":""blur"",""trial"":1,""time"":3737},{""event"":""focus"",""trial"":1,""time"":3790},{""event"":""blur"",""trial"":1,""time"":4505},{""event"":""focus"",""trial"":1,""time"":4551},{""event"":""blur"",""trial"":1,""time"":5973},{""event"":""focus"",""trial"":1,""time"":7905},{""event"":""blur"",""trial"":1,""time"":16213},{""event"":""focus"",""trial"":2,""time"":29154},{""event"":""fullscreenenter"",""trial"":2,""time"":29251},{""event"":""fullscreenexit"",""trial"":3,""time"":30776},{""event"":""blur"",""trial"":4,""time"":35724},{""event"":""focus"",""trial"":4,""time"":41546},{""event"":""blur"",""trial"":7,""time"":75581},{""event"":""focus"",""trial"":7,""time"":77807},{""event"":""blur"",""trial"":8,""time"":84807},{""event"":""focus"",""trial"":8,""time"":90331},{""event"":""blur"",""trial"":10,""time"":104513},{""event"":""focus"",""trial"":10,""time"":109187},{""event"":""blur"",""trial"":11,""time"":115829},{""event"":""focus"",""trial"":11,""time"":116527},{""event"":""blur"",""trial"":38,""time"":234066},{""event"":""focus"",""trial"":38,""time"":236802},{""event"":""blur"",""trial"":58,""time"":317095},{""event"":""focus"",""trial"":58,""time"":318325},{""event"":""blur"",""trial"":59,""time"":320766},{""event"":""focus"",""trial"":59,""time"":340396},{""event"":""blur"",""trial"":70,""time"":377222},{""event"":""focus"",""trial"":72,""time"":382475},{""event"":""blur"",""trial"":106,""time"":498835},{""event"":""focus"",""trial"":106,""time"":499714},{""event"":""blur"",""trial"":107,""time"":502862},{""event"":""focus"",""trial"":107,""time"":507450},{""event"":""blur"",""trial"":113,""time"":548450},{""event"":""focus"",""trial"":113,""time"":565950},{""event"":""blur"",""trial"":115,""time"":579538},{""event"":""focus"",""trial"":115,""time"":591056},{""event"":""blur"",""trial"":116,""time"":594426},{""event"":""focus"",""trial"":116,""time"":610775},{""event"":""blur"",""trial"":127,""time"":645602},{""event"":""focus"",""trial"":127,""time"":647689},{""event"":""blur"",""trial"":254,""time"":1029439},{""event"":""focus"",""trial"":254,""time"":1030736},{""event"":""blur"",""trial"":289,""time"":1086991},{""event"":""focus"",""trial"":289,""time"":1087994},{""event"":""blur"",""trial"":291,""time"":1116350},{""event"":""focus"",""trial"":291,""time"":1122410},{""event"":""blur"",""trial"":291,""time"":1123598},{""event"":""focus"",""trial"":291,""time"":1125610},{""event"":""blur"",""trial"":392,""time"":1449055},{""event"":""focus"",""trial"":392,""time"":1508156},{""event"":""blur"",""trial"":429,""time"":1597204},{""event"":""focus"",""trial"":430,""time"":1599327}]","","","","","","1611","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","41620","0.0-3.0-1.0-0.0","spark_pilot_norest","10572","5","23","Male","","","","","","","2790.199999988079","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","53748","0.0-3.0-1.0-0.1","spark_pilot_norest","10572","5","23","Male","","","","","","","3718.2999999970198","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","63229","0.0-3.0-1.0-0.2","spark_pilot_norest","10572","5","23","Male","[{""event"":""blur"",""trial"":0,""time"":1142},{""event"":""focus"",""trial"":1,""time"":1329},{""event"":""blur"",""trial"":1,""time"":2762},{""event"":""focus"",""trial"":1,""time"":2821},{""event"":""blur"",""trial"":1,""time"":3556},{""event"":""focus"",""trial"":1,""time"":3616},{""event"":""blur"",""trial"":1,""time"":3737},{""event"":""focus"",""trial"":1,""time"":3790},{""event"":""blur"",""trial"":1,""time"":4505},{""event"":""focus"",""trial"":1,""time"":4551},{""event"":""blur"",""trial"":1,""time"":5973},{""event"":""focus"",""trial"":1,""time"":7905},{""event"":""blur"",""trial"":1,""time"":16213},{""event"":""focus"",""trial"":2,""time"":29154},{""event"":""fullscreenenter"",""trial"":2,""time"":29251},{""event"":""fullscreenexit"",""trial"":3,""time"":30776},{""event"":""blur"",""trial"":4,""time"":35724},{""event"":""focus"",""trial"":4,""time"":41546},{""event"":""blur"",""trial"":7,""time"":75581},{""event"":""focus"",""trial"":7,""time"":77807},{""event"":""blur"",""trial"":8,""time"":84807},{""event"":""focus"",""trial"":8,""time"":90331},{""event"":""blur"",""trial"":10,""time"":104513},{""event"":""focus"",""trial"":10,""time"":109187},{""event"":""blur"",""trial"":11,""time"":115829},{""event"":""focus"",""trial"":11,""time"":116527},{""event"":""blur"",""trial"":38,""time"":234066},{""event"":""focus"",""trial"":38,""time"":236802},{""event"":""blur"",""trial"":58,""time"":317095},{""event"":""focus"",""trial"":58,""time"":318325},{""event"":""blur"",""trial"":59,""time"":320766},{""event"":""focus"",""trial"":59,""time"":340396},{""event"":""blur"",""trial"":70,""time"":377222},{""event"":""focus"",""trial"":72,""time"":382475},{""event"":""blur"",""trial"":106,""time"":498835},{""event"":""focus"",""trial"":106,""time"":499714},{""event"":""blur"",""trial"":107,""time"":502862},{""event"":""focus"",""trial"":107,""time"":507450},{""event"":""blur"",""trial"":113,""time"":548450},{""event"":""focus"",""trial"":113,""time"":565950},{""event"":""blur"",""trial"":115,""time"":579538},{""event"":""focus"",""trial"":115,""time"":591056},{""event"":""blur"",""trial"":116,""time"":594426},{""event"":""focus"",""trial"":116,""time"":610775},{""event"":""blur"",""trial"":127,""time"":645602},{""event"":""focus"",""trial"":127,""time"":647689},{""event"":""blur"",""trial"":254,""time"":1029439},{""event"":""focus"",""trial"":254,""time"":1030736},{""event"":""blur"",""trial"":289,""time"":1086991},{""event"":""focus"",""trial"":289,""time"":1087994},{""event"":""blur"",""trial"":291,""time"":1116350},{""event"":""focus"",""trial"":291,""time"":1122410},{""event"":""blur"",""trial"":291,""time"":1123598},{""event"":""focus"",""trial"":291,""time"":1125610},{""event"":""blur"",""trial"":392,""time"":1449055},{""event"":""focus"",""trial"":392,""time"":1508156},{""event"":""blur"",""trial"":429,""time"":1597204},{""event"":""focus"",""trial"":430,""time"":1599327}]","","","","","","1218.6000000089407","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","77933","0.0-3.0-1.0-0.3","spark_pilot_norest","10572","5","23","Male","[{""event"":""blur"",""trial"":0,""time"":1142},{""event"":""focus"",""trial"":1,""time"":1329},{""event"":""blur"",""trial"":1,""time"":2762},{""event"":""focus"",""trial"":1,""time"":2821},{""event"":""blur"",""trial"":1,""time"":3556},{""event"":""focus"",""trial"":1,""time"":3616},{""event"":""blur"",""trial"":1,""time"":3737},{""event"":""focus"",""trial"":1,""time"":3790},{""event"":""blur"",""trial"":1,""time"":4505},{""event"":""focus"",""trial"":1,""time"":4551},{""event"":""blur"",""trial"":1,""time"":5973},{""event"":""focus"",""trial"":1,""time"":7905},{""event"":""blur"",""trial"":1,""time"":16213},{""event"":""focus"",""trial"":2,""time"":29154},{""event"":""fullscreenenter"",""trial"":2,""time"":29251},{""event"":""fullscreenexit"",""trial"":3,""time"":30776},{""event"":""blur"",""trial"":4,""time"":35724},{""event"":""focus"",""trial"":4,""time"":41546},{""event"":""blur"",""trial"":7,""time"":75581},{""event"":""focus"",""trial"":7,""time"":77807},{""event"":""blur"",""trial"":8,""time"":84807},{""event"":""focus"",""trial"":8,""time"":90331},{""event"":""blur"",""trial"":10,""time"":104513},{""event"":""focus"",""trial"":10,""time"":109187},{""event"":""blur"",""trial"":11,""time"":115829},{""event"":""focus"",""trial"":11,""time"":116527},{""event"":""blur"",""trial"":38,""time"":234066},{""event"":""focus"",""trial"":38,""time"":236802},{""event"":""blur"",""trial"":58,""time"":317095},{""event"":""focus"",""trial"":58,""time"":318325},{""event"":""blur"",""trial"":59,""time"":320766},{""event"":""focus"",""trial"":59,""time"":340396},{""event"":""blur"",""trial"":70,""time"":377222},{""event"":""focus"",""trial"":72,""time"":382475},{""event"":""blur"",""trial"":106,""time"":498835},{""event"":""focus"",""trial"":106,""time"":499714},{""event"":""blur"",""trial"":107,""time"":502862},{""event"":""focus"",""trial"":107,""time"":507450},{""event"":""blur"",""trial"":113,""time"":548450},{""event"":""focus"",""trial"":113,""time"":565950},{""event"":""blur"",""trial"":115,""time"":579538},{""event"":""focus"",""trial"":115,""time"":591056},{""event"":""blur"",""trial"":116,""time"":594426},{""event"":""focus"",""trial"":116,""time"":610775},{""event"":""blur"",""trial"":127,""time"":645602},{""event"":""focus"",""trial"":127,""time"":647689},{""event"":""blur"",""trial"":254,""time"":1029439},{""event"":""focus"",""trial"":254,""time"":1030736},{""event"":""blur"",""trial"":289,""time"":1086991},{""event"":""focus"",""trial"":289,""time"":1087994},{""event"":""blur"",""trial"":291,""time"":1116350},{""event"":""focus"",""trial"":291,""time"":1122410},{""event"":""blur"",""trial"":291,""time"":1123598},{""event"":""focus"",""trial"":291,""time"":1125610},{""event"":""blur"",""trial"":392,""time"":1449055},{""event"":""focus"",""trial"":392,""time"":1508156},{""event"":""blur"",""trial"":429,""time"":1597204},{""event"":""focus"",""trial"":430,""time"":1599327}]","","","","","","1560.9000000059605","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","90461","0.0-3.0-1.0-0.4","spark_pilot_norest","10572","5","23","Male","","","","","","","1099.9000000059605","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","99469","0.0-3.0-1.0-0.5","spark_pilot_norest","10572","5","23","Male","[{""event"":""blur"",""trial"":0,""time"":1142},{""event"":""focus"",""trial"":1,""time"":1329},{""event"":""blur"",""trial"":1,""time"":2762},{""event"":""focus"",""trial"":1,""time"":2821},{""event"":""blur"",""trial"":1,""time"":3556},{""event"":""focus"",""trial"":1,""time"":3616},{""event"":""blur"",""trial"":1,""time"":3737},{""event"":""focus"",""trial"":1,""time"":3790},{""event"":""blur"",""trial"":1,""time"":4505},{""event"":""focus"",""trial"":1,""time"":4551},{""event"":""blur"",""trial"":1,""time"":5973},{""event"":""focus"",""trial"":1,""time"":7905},{""event"":""blur"",""trial"":1,""time"":16213},{""event"":""focus"",""trial"":2,""time"":29154},{""event"":""fullscreenenter"",""trial"":2,""time"":29251},{""event"":""fullscreenexit"",""trial"":3,""time"":30776},{""event"":""blur"",""trial"":4,""time"":35724},{""event"":""focus"",""trial"":4,""time"":41546},{""event"":""blur"",""trial"":7,""time"":75581},{""event"":""focus"",""trial"":7,""time"":77807},{""event"":""blur"",""trial"":8,""time"":84807},{""event"":""focus"",""trial"":8,""time"":90331},{""event"":""blur"",""trial"":10,""time"":104513},{""event"":""focus"",""trial"":10,""time"":109187},{""event"":""blur"",""trial"":11,""time"":115829},{""event"":""focus"",""trial"":11,""time"":116527},{""event"":""blur"",""trial"":38,""time"":234066},{""event"":""focus"",""trial"":38,""time"":236802},{""event"":""blur"",""trial"":58,""time"":317095},{""event"":""focus"",""trial"":58,""time"":318325},{""event"":""blur"",""trial"":59,""time"":320766},{""event"":""focus"",""trial"":59,""time"":340396},{""event"":""blur"",""trial"":70,""time"":377222},{""event"":""focus"",""trial"":72,""time"":382475},{""event"":""blur"",""trial"":106,""time"":498835},{""event"":""focus"",""trial"":106,""time"":499714},{""event"":""blur"",""trial"":107,""time"":502862},{""event"":""focus"",""trial"":107,""time"":507450},{""event"":""blur"",""trial"":113,""time"":548450},{""event"":""focus"",""trial"":113,""time"":565950},{""event"":""blur"",""trial"":115,""time"":579538},{""event"":""focus"",""trial"":115,""time"":591056},{""event"":""blur"",""trial"":116,""time"":594426},{""event"":""focus"",""trial"":116,""time"":610775},{""event"":""blur"",""trial"":127,""time"":645602},{""event"":""focus"",""trial"":127,""time"":647689},{""event"":""blur"",""trial"":254,""time"":1029439},{""event"":""focus"",""trial"":254,""time"":1030736},{""event"":""blur"",""trial"":289,""time"":1086991},{""event"":""focus"",""trial"":289,""time"":1087994},{""event"":""blur"",""trial"":291,""time"":1116350},{""event"":""focus"",""trial"":291,""time"":1122410},{""event"":""blur"",""trial"":291,""time"":1123598},{""event"":""focus"",""trial"":291,""time"":1125610},{""event"":""blur"",""trial"":392,""time"":1449055},{""event"":""focus"",""trial"":392,""time"":1508156},{""event"":""blur"",""trial"":429,""time"":1597204},{""event"":""focus"",""trial"":430,""time"":1599327}]","","","","","","1188.2000000029802","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
