"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1727","0.0-0.0","spark_pilot_norest","8678","2","18","Female","[{""event"":""blur"",""trial"":1,""time"":141056},{""event"":""focus"",""trial"":1,""time"":176660},{""event"":""blur"",""trial"":1,""time"":177794},{""event"":""focus"",""trial"":1,""time"":184116},{""event"":""blur"",""trial"":1,""time"":185894},{""event"":""focus"",""trial"":1,""time"":202175},{""event"":""blur"",""trial"":1,""time"":203905},{""event"":""focus"",""trial"":1,""time"":210527},{""event"":""blur"",""trial"":1,""time"":211689},{""event"":""focus"",""trial"":1,""time"":216887},{""event"":""fullscreenenter"",""trial"":2,""time"":249015},{""event"":""blur"",""trial"":472,""time"":1828591},{""event"":""focus"",""trial"":472,""time"":1829388}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","246326","0.0-1.0","spark_pilot_norest","8678","2","18","Female","[{""event"":""blur"",""trial"":1,""time"":141056},{""event"":""focus"",""trial"":1,""time"":176660},{""event"":""blur"",""trial"":1,""time"":177794},{""event"":""focus"",""trial"":1,""time"":184116},{""event"":""blur"",""trial"":1,""time"":185894},{""event"":""focus"",""trial"":1,""time"":202175},{""event"":""blur"",""trial"":1,""time"":203905},{""event"":""focus"",""trial"":1,""time"":210527},{""event"":""blur"",""trial"":1,""time"":211689},{""event"":""focus"",""trial"":1,""time"":216887},{""event"":""fullscreenenter"",""trial"":2,""time"":249015},{""event"":""blur"",""trial"":472,""time"":1828591},{""event"":""focus"",""trial"":472,""time"":1829388}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","249990","0.0-2.0","spark_pilot_norest","8678","2","18","Female","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","254140","0.0-3.0-0.0-0.0","spark_pilot_norest","8678","2","18","Female","","","","","","","4069","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","256377","0.0-3.0-0.1-0.1","spark_pilot_norest","8678","2","18","Female","","","","","","","1227","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","265095","0.0-3.0-1.0-0.0","spark_pilot_norest","8678","2","18","Female","","","","","","","1734.300000011921","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","274542","0.0-3.0-1.0-0.1","spark_pilot_norest","8678","2","18","Female","","","","","","","1035.0999999642372","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","291825","0.0-3.0-1.0-0.2","spark_pilot_norest","8678","2","18","Female","","","","","","","9027.600000023842","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","305867","0.0-3.0-1.0-0.3","spark_pilot_norest","8678","2","18","Female","","","","","","","892.5","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","317866","0.0-3.0-1.0-0.4","spark_pilot_norest","8678","2","18","Female","","","","","","","588","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","326467","0.0-3.0-1.0-0.5","spark_pilot_norest","8678","2","18","Female","","","","","","","777.8999999761581","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","336217","0.0-3.0-1.0-0.6","spark_pilot_norest","8678","2","18","Female","","","","","","","942.8000000119209","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","12","344460","0.0-3.0-1.0-0.7","spark_pilot_norest","8678","2","18","Female","","","","","","","1207.800000011921","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","13","348489","0.0-3.0-2.0-0.0","spark_pilot_norest","8678","2","18","Female","","","false","","","","[567.6999999880791]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","14","349004","0.0-3.0-2.0-1.0","spark_pilot_norest","8678","2","18","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","15","353024","0.0-3.0-2.0-0.1","spark_pilot_norest","8678","2","18","Female","","","false","","","","[611.1000000238419]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","16","353532","0.0-3.0-2.0-1.1","spark_pilot_norest","8678","2","18","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","17","357553","0.0-3.0-2.0-0.2","spark_pilot_norest","8678","2","18","Female","","","false","","","","[349.69999998807907]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","18","358059","0.0-3.0-2.0-1.2","spark_pilot_norest","8678","2","18","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","19","363367","0.0-3.0-3.0-0.0","spark_pilot_norest","8678","2","18","Female","","","","","","","605.3000000119209","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","20","367384","0.0-3.0-4.0-0.0","spark_pilot_norest","8678","2","18","Female","","","false","","","","[486.0999999642372]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","21","367888","0.0-3.0-4.0-1.0","spark_pilot_norest","8678","2","18","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","22","371908","0.0-3.0-4.0-0.1","spark_pilot_norest","8678","2","18","Female","","","false","","","","[591.6000000238419]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","23","372417","0.0-3.0-4.0-1.1","spark_pilot_norest","8678","2","18","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","24","376436","0.0-3.0-4.0-0.2","spark_pilot_norest","8678","2","18","Female","","","false","","","","[308.60000002384186]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","25","376947","0.0-3.0-4.0-1.2","spark_pilot_norest","8678","2","18","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
