"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1258","0.0-0.0","spark_pilot_norest","9178","7","22","Male","[{""event"":""blur"",""trial"":1,""time"":1557},{""event"":""focus"",""trial"":2,""time"":10237},{""event"":""fullscreenenter"",""trial"":2,""time"":10826},{""event"":""blur"",""trial"":4,""time"":16708},{""event"":""focus"",""trial"":4,""time"":28297},{""event"":""blur"",""trial"":5,""time"":34355},{""event"":""focus"",""trial"":5,""time"":41769},{""event"":""blur"",""trial"":6,""time"":44336},{""event"":""focus"",""trial"":6,""time"":47571},{""event"":""blur"",""trial"":8,""time"":67366},{""event"":""focus"",""trial"":8,""time"":70321}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","9387","0.0-1.0","spark_pilot_norest","9178","7","22","Male","[{""event"":""blur"",""trial"":1,""time"":1557},{""event"":""focus"",""trial"":2,""time"":10237},{""event"":""fullscreenenter"",""trial"":2,""time"":10826},{""event"":""blur"",""trial"":4,""time"":16708},{""event"":""focus"",""trial"":4,""time"":28297},{""event"":""blur"",""trial"":5,""time"":34355},{""event"":""focus"",""trial"":5,""time"":41769},{""event"":""blur"",""trial"":6,""time"":44336},{""event"":""focus"",""trial"":6,""time"":47571},{""event"":""blur"",""trial"":8,""time"":67366},{""event"":""focus"",""trial"":8,""time"":70321}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","11814","0.0-2.0","spark_pilot_norest","9178","7","22","Male","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","13540","0.0-3.0-0.0-0.0","spark_pilot_norest","9178","7","22","Male","[{""event"":""blur"",""trial"":1,""time"":1557},{""event"":""focus"",""trial"":2,""time"":10237},{""event"":""fullscreenenter"",""trial"":2,""time"":10826},{""event"":""blur"",""trial"":4,""time"":16708},{""event"":""focus"",""trial"":4,""time"":28297},{""event"":""blur"",""trial"":5,""time"":34355},{""event"":""focus"",""trial"":5,""time"":41769},{""event"":""blur"",""trial"":6,""time"":44336},{""event"":""focus"",""trial"":6,""time"":47571},{""event"":""blur"",""trial"":8,""time"":67366},{""event"":""focus"",""trial"":8,""time"":70321}]","","","","","","1669","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","29019","0.0-3.0-1.0-0.0","spark_pilot_norest","9178","7","22","Male","[{""event"":""blur"",""trial"":1,""time"":1557},{""event"":""focus"",""trial"":2,""time"":10237},{""event"":""fullscreenenter"",""trial"":2,""time"":10826},{""event"":""blur"",""trial"":4,""time"":16708},{""event"":""focus"",""trial"":4,""time"":28297},{""event"":""blur"",""trial"":5,""time"":34355},{""event"":""focus"",""trial"":5,""time"":41769},{""event"":""blur"",""trial"":6,""time"":44336},{""event"":""focus"",""trial"":6,""time"":47571},{""event"":""blur"",""trial"":8,""time"":67366},{""event"":""focus"",""trial"":8,""time"":70321}]","","","","","","8502.70000000298","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","42152","0.0-3.0-1.0-0.1","spark_pilot_norest","9178","7","22","Male","[{""event"":""blur"",""trial"":1,""time"":1557},{""event"":""focus"",""trial"":2,""time"":10237},{""event"":""fullscreenenter"",""trial"":2,""time"":10826},{""event"":""blur"",""trial"":4,""time"":16708},{""event"":""focus"",""trial"":4,""time"":28297},{""event"":""blur"",""trial"":5,""time"":34355},{""event"":""focus"",""trial"":5,""time"":41769},{""event"":""blur"",""trial"":6,""time"":44336},{""event"":""focus"",""trial"":6,""time"":47571},{""event"":""blur"",""trial"":8,""time"":67366},{""event"":""focus"",""trial"":8,""time"":70321}]","","","","","","4723.29999999702","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","51620","0.0-3.0-1.0-0.2","spark_pilot_norest","9178","7","22","Male","","","","","","","1199.7999999970198","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","66416","0.0-3.0-1.0-0.3","spark_pilot_norest","9178","7","22","Male","[{""event"":""blur"",""trial"":1,""time"":1557},{""event"":""focus"",""trial"":2,""time"":10237},{""event"":""fullscreenenter"",""trial"":2,""time"":10826},{""event"":""blur"",""trial"":4,""time"":16708},{""event"":""focus"",""trial"":4,""time"":28297},{""event"":""blur"",""trial"":5,""time"":34355},{""event"":""focus"",""trial"":5,""time"":41769},{""event"":""blur"",""trial"":6,""time"":44336},{""event"":""focus"",""trial"":6,""time"":47571},{""event"":""blur"",""trial"":8,""time"":67366},{""event"":""focus"",""trial"":8,""time"":70321}]","","","","","","1644.4000000059605","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","79206","0.0-3.0-1.0-0.4","spark_pilot_norest","9178","7","22","Male","","","","","","","1371.2000000029802","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","89836","0.0-3.0-1.0-0.5","spark_pilot_norest","9178","7","22","Male","","","","","","","2802.8999999910593","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
