"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1318","0.0-0.0","spark_pilot_norest","10520","5","7","Male","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","18456","0.0-1.0","spark_pilot_norest","10520","5","7","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":20355},{""event"":""blur"",""trial"":467,""time"":1629846},{""event"":""focus"",""trial"":467,""time"":1661458}]","","","","","","","","","","","","","","","",""
"fullscreen","2","21356","0.0-2.0","spark_pilot_norest","10520","5","7","Male","true","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","23627","0.0-3.0-0.0-0.0","spark_pilot_norest","10520","5","7","Male","","","","","","","2208","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","34351","0.0-3.0-1.0-0.0","spark_pilot_norest","10520","5","7","Male","","","","","","","3738.899999976158","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","45266","0.0-3.0-1.0-0.1","spark_pilot_norest","10520","5","7","Male","","","","","","","2505.2999999523163","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","56111","0.0-3.0-1.0-0.2","spark_pilot_norest","10520","5","7","Male","","","","","","","2583.2999999523163","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","71628","0.0-3.0-1.0-0.3","spark_pilot_norest","10520","5","7","Male","","","","","","","2362.1999999284744","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","84663","0.0-3.0-1.0-0.4","spark_pilot_norest","10520","5","7","Male","","","","","","","1621.8999999761581","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","94560","0.0-3.0-1.0-0.5","spark_pilot_norest","10520","5","7","Male","","","","","","","2063.5","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","105862","0.0-3.0-1.0-0.6","spark_pilot_norest","10520","5","7","Male","","","","","","","2491.6999999284744","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","118422","0.0-3.0-1.0-0.7","spark_pilot_norest","10520","5","7","Male","","","","","","","5521.899999976158","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","122448","0.0-3.0-2.0-0.0","spark_pilot_norest","10520","5","7","Male","","false","","","","","[1293.6999999284744]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","13","122951","0.0-3.0-2.0-1.0","spark_pilot_norest","10520","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","126967","0.0-3.0-2.0-0.1","spark_pilot_norest","10520","5","7","Male","","false","","","","","[1154.1000000238419]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","15","127470","0.0-3.0-2.0-1.1","spark_pilot_norest","10520","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","131487","0.0-3.0-2.0-0.2","spark_pilot_norest","10520","5","7","Male","","false","","","","","[511.1999999284744]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","17","131990","0.0-3.0-2.0-1.2","spark_pilot_norest","10520","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","18","138634","0.0-3.0-3.0-0.0","spark_pilot_norest","10520","5","7","Male","","","","","","","1943","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","19","142646","0.0-3.0-4.0-0.0","spark_pilot_norest","10520","5","7","Male","","false","","","","","[575.1999999284744]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","20","143150","0.0-3.0-4.0-1.0","spark_pilot_norest","10520","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","147166","0.0-3.0-4.0-0.1","spark_pilot_norest","10520","5","7","Male","","false","","","","","[710.1999999284744]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","22","147669","0.0-3.0-4.0-1.1","spark_pilot_norest","10520","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","23","151685","0.0-3.0-4.0-0.2","spark_pilot_norest","10520","5","7","Male","","false","","","","","[800.8000000715256]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","24","152189","0.0-3.0-4.0-1.2","spark_pilot_norest","10520","5","7","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","25","166532","0.0-3.0-5.0-0.0","spark_pilot_norest","10520","5","7","Male","","","","","","","4483.700000047684","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","",""
