"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1634","0.0-0.0","spark_pilot_norest","8340","5","15","Male","[{""event"":""focus"",""trial"":0,""time"":1172},{""event"":""blur"",""trial"":1,""time"":4105},{""event"":""focus"",""trial"":2,""time"":15069},{""event"":""fullscreenenter"",""trial"":2,""time"":15143},{""event"":""blur"",""trial"":110,""time"":589840},{""event"":""focus"",""trial"":110,""time"":594677},{""event"":""blur"",""trial"":112,""time"":607486},{""event"":""focus"",""trial"":112,""time"":623097},{""event"":""blur"",""trial"":221,""time"":1044896},{""event"":""focus"",""trial"":221,""time"":1053025},{""event"":""blur"",""trial"":294,""time"":1206575},{""event"":""focus"",""trial"":294,""time"":1207230},{""event"":""blur"",""trial"":484,""time"":1783666},{""event"":""focus"",""trial"":484,""time"":1789485},{""event"":""blur"",""trial"":485,""time"":1791810},{""event"":""focus"",""trial"":485,""time"":1798723},{""event"":""fullscreenexit"",""trial"":488,""time"":1818858},{""event"":""blur"",""trial"":556,""time"":1915898},{""event"":""focus"",""trial"":558,""time"":1921829},{""event"":""blur"",""trial"":616,""time"":2010491},{""event"":""focus"",""trial"":616,""time"":2013334}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","11512","0.0-1.0","spark_pilot_norest","8340","5","15","Male","[{""event"":""focus"",""trial"":0,""time"":1172},{""event"":""blur"",""trial"":1,""time"":4105},{""event"":""focus"",""trial"":2,""time"":15069},{""event"":""fullscreenenter"",""trial"":2,""time"":15143},{""event"":""blur"",""trial"":110,""time"":589840},{""event"":""focus"",""trial"":110,""time"":594677},{""event"":""blur"",""trial"":112,""time"":607486},{""event"":""focus"",""trial"":112,""time"":623097},{""event"":""blur"",""trial"":221,""time"":1044896},{""event"":""focus"",""trial"":221,""time"":1053025},{""event"":""blur"",""trial"":294,""time"":1206575},{""event"":""focus"",""trial"":294,""time"":1207230},{""event"":""blur"",""trial"":484,""time"":1783666},{""event"":""focus"",""trial"":484,""time"":1789485},{""event"":""blur"",""trial"":485,""time"":1791810},{""event"":""focus"",""trial"":485,""time"":1798723},{""event"":""fullscreenexit"",""trial"":488,""time"":1818858},{""event"":""blur"",""trial"":556,""time"":1915898},{""event"":""focus"",""trial"":558,""time"":1921829},{""event"":""blur"",""trial"":616,""time"":2010491},{""event"":""focus"",""trial"":616,""time"":2013334}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","16135","0.0-2.0","spark_pilot_norest","8340","5","15","Male","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","17675","0.0-3.0-0.0-0.0","spark_pilot_norest","8340","5","15","Male","","","","","","","1541","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","26787","0.0-3.0-1.0-0.0","spark_pilot_norest","8340","5","15","Male","","","","","","","2143.100000023842","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","37327","0.0-3.0-1.0-0.1","spark_pilot_norest","8340","5","15","Male","","","","","","","2132","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","46628","0.0-3.0-1.0-0.2","spark_pilot_norest","8340","5","15","Male","","","","","","","1043.5","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","68287","0.0-3.0-1.0-0.3","spark_pilot_norest","8340","5","15","Male","","","","","","","8523.399999976158","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","80941","0.0-3.0-1.0-0.4","spark_pilot_norest","8340","5","15","Male","","","","","","","1257.2000000476837","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","90172","0.0-3.0-1.0-0.5","spark_pilot_norest","8340","5","15","Male","","","","","","","1418.1000000238419","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","99724","0.0-3.0-1.0-0.6","spark_pilot_norest","8340","5","15","Male","","","","","","","759.7000000476837","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","107268","0.0-3.0-1.0-0.7","spark_pilot_norest","8340","5","15","Male","","","","","","","524.1000000238419","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","111278","0.0-3.0-2.0-0.0","spark_pilot_norest","8340","5","15","Male","","","false","","","","[1085.6000000238419]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","13","111780","0.0-3.0-2.0-1.0","spark_pilot_norest","8340","5","15","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","115784","0.0-3.0-2.0-0.1","spark_pilot_norest","8340","5","15","Male","","","false","","","","[1030.2000000476837]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","15","116286","0.0-3.0-2.0-1.1","spark_pilot_norest","8340","5","15","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","120291","0.0-3.0-2.0-0.2","spark_pilot_norest","8340","5","15","Male","","","false","","","","[1083.5]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","17","120792","0.0-3.0-2.0-1.2","spark_pilot_norest","8340","5","15","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","18","126186","0.0-3.0-3.0-0.0","spark_pilot_norest","8340","5","15","Male","","","","","","","702.6999999284744","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","19","130189","0.0-3.0-4.0-0.0","spark_pilot_norest","8340","5","15","Male","","","false","","","","[623.3999999761581]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","20","130690","0.0-3.0-4.0-1.0","spark_pilot_norest","8340","5","15","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","134692","0.0-3.0-4.0-0.1","spark_pilot_norest","8340","5","15","Male","","","false","","","","[410.6999999284744]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","22","135194","0.0-3.0-4.0-1.1","spark_pilot_norest","8340","5","15","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","23","139197","0.0-3.0-4.0-0.2","spark_pilot_norest","8340","5","15","Male","","","false","","","","[266.7000000476837]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","24","139698","0.0-3.0-4.0-1.2","spark_pilot_norest","8340","5","15","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","25","151062","0.0-3.0-5.0-0.0","spark_pilot_norest","8340","5","15","Male","","","","","","","1517.8999999761581","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","26","161190","0.0-3.0-5.0-0.1","spark_pilot_norest","8340","5","15","Male","","","","","","","1006","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","",""
"learning-instructions","27","174686","0.0-3.0-5.0-0.2","spark_pilot_norest","8340","5","15","Male","","","","","","","2322.2000000476837","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","28","181700","0.0-3.0-5.0-0.3","spark_pilot_norest","8340","5","15","Male","","","","","","","665.2999999523163","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","29","185702","0.0-3.0-6.0-0.0","spark_pilot_norest","8340","5","15","Male","","","false","","","","[366.90000009536743]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
