"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","36703","0.0-0.0","spark_pilot_norest","8674","1","17","Male","[{""event"":""blur"",""trial"":0,""time"":3313},{""event"":""focus"",""trial"":1,""time"":78398},{""event"":""fullscreenenter"",""trial"":2,""time"":111760},{""event"":""fullscreenexit"",""trial"":3,""time"":114750},{""event"":""blur"",""trial"":3,""time"":116990},{""event"":""focus"",""trial"":3,""time"":125200},{""event"":""blur"",""trial"":7,""time"":154569},{""event"":""focus"",""trial"":7,""time"":157104},{""event"":""blur"",""trial"":19,""time"":238986},{""event"":""focus"",""trial"":19,""time"":241888}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","103518","0.0-1.0","spark_pilot_norest","8674","1","17","Male","[{""event"":""blur"",""trial"":0,""time"":3313},{""event"":""focus"",""trial"":1,""time"":78398},{""event"":""fullscreenenter"",""trial"":2,""time"":111760},{""event"":""fullscreenexit"",""trial"":3,""time"":114750},{""event"":""blur"",""trial"":3,""time"":116990},{""event"":""focus"",""trial"":3,""time"":125200},{""event"":""blur"",""trial"":7,""time"":154569},{""event"":""focus"",""trial"":7,""time"":157104},{""event"":""blur"",""trial"":19,""time"":238986},{""event"":""focus"",""trial"":19,""time"":241888}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","112741","0.0-2.0","spark_pilot_norest","8674","1","17","Male","[{""event"":""blur"",""trial"":0,""time"":3313},{""event"":""focus"",""trial"":1,""time"":78398},{""event"":""fullscreenenter"",""trial"":2,""time"":111760},{""event"":""fullscreenexit"",""trial"":3,""time"":114750},{""event"":""blur"",""trial"":3,""time"":116990},{""event"":""focus"",""trial"":3,""time"":125200},{""event"":""blur"",""trial"":7,""time"":154569},{""event"":""focus"",""trial"":7,""time"":157104},{""event"":""blur"",""trial"":19,""time"":238986},{""event"":""focus"",""trial"":19,""time"":241888}]","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","126834","0.0-3.0-0.0-0.0","spark_pilot_norest","8674","1","17","Male","","","","","","","13978","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","129257","0.0-3.0-0.1-0.1","spark_pilot_norest","8674","1","17","Male","","","","","","","1422","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","138875","0.0-3.0-1.0-0.0","spark_pilot_norest","8674","1","17","Male","","","","","","","2614","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","150176","0.0-3.0-1.0-0.1","spark_pilot_norest","8674","1","17","Male","[{""event"":""blur"",""trial"":0,""time"":3313},{""event"":""focus"",""trial"":1,""time"":78398},{""event"":""fullscreenenter"",""trial"":2,""time"":111760},{""event"":""fullscreenexit"",""trial"":3,""time"":114750},{""event"":""blur"",""trial"":3,""time"":116990},{""event"":""focus"",""trial"":3,""time"":125200},{""event"":""blur"",""trial"":7,""time"":154569},{""event"":""focus"",""trial"":7,""time"":157104},{""event"":""blur"",""trial"":19,""time"":238986},{""event"":""focus"",""trial"":19,""time"":241888}]","","","","","","2850","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","160005","0.0-3.0-1.0-0.2","spark_pilot_norest","8674","1","17","Male","","","","","","","1528","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","175155","0.0-3.0-1.0-0.3","spark_pilot_norest","8674","1","17","Male","","","","","","","1948","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","188880","0.0-3.0-1.0-0.4","spark_pilot_norest","8674","1","17","Male","","","","","","","2265","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
