"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1548","0.0-0.0","spark_pilot_norest","8449","3","17","Female","[{""event"":""blur"",""trial"":1,""time"":4194},{""event"":""focus"",""trial"":1,""time"":4721},{""event"":""fullscreenenter"",""trial"":2,""time"":29026},{""event"":""blur"",""trial"":49,""time"":288236},{""event"":""focus"",""trial"":49,""time"":289916},{""event"":""blur"",""trial"":606,""time"":1907048},{""event"":""focus"",""trial"":608,""time"":1910788}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","23824","0.0-1.0","spark_pilot_norest","8449","3","17","Female","[{""event"":""blur"",""trial"":1,""time"":4194},{""event"":""focus"",""trial"":1,""time"":4721},{""event"":""fullscreenenter"",""trial"":2,""time"":29026},{""event"":""blur"",""trial"":49,""time"":288236},{""event"":""focus"",""trial"":49,""time"":289916},{""event"":""blur"",""trial"":606,""time"":1907048},{""event"":""focus"",""trial"":608,""time"":1910788}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","29981","0.0-2.0","spark_pilot_norest","8449","3","17","Female","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","31991","0.0-3.0-0.0-0.0","spark_pilot_norest","8449","3","17","Female","","","","","","","2000","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","44026","0.0-3.0-1.0-0.0","spark_pilot_norest","8449","3","17","Female","","","","","","","5036","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","55448","0.0-3.0-1.0-0.1","spark_pilot_norest","8449","3","17","Female","","","","","","","2988.5","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","67272","0.0-3.0-1.0-0.2","spark_pilot_norest","8449","3","17","Female","","","","","","","3552","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","83436","0.0-3.0-1.0-0.3","spark_pilot_norest","8449","3","17","Female","","","","","","","2996.70000000007","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","96714","0.0-3.0-1.0-0.4","spark_pilot_norest","8449","3","17","Female","","","","","","","1835.0999999999767","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","106916","0.0-3.0-1.0-0.5","spark_pilot_norest","8449","3","17","Female","","","","","","","2356.6999999999534","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","117589","0.0-3.0-1.0-0.6","spark_pilot_norest","8449","3","17","Female","","","","","","","1839.5999999999767","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","126764","0.0-3.0-1.0-0.7","spark_pilot_norest","8449","3","17","Female","","","","","","","2124.70000000007","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","130809","0.0-3.0-2.0-0.0","spark_pilot_norest","8449","3","17","Female","","","false","","","","[1841.2999999999302]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","13","131314","0.0-3.0-2.0-1.0","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","135336","0.0-3.0-2.0-0.1","spark_pilot_norest","8449","3","17","Female","","","false","","","","[1109.5999999999767]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","15","135838","0.0-3.0-2.0-1.1","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","139845","0.0-3.0-2.0-0.2","spark_pilot_norest","8449","3","17","Female","","","false","","","","[1074.0999999999767]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","17","140351","0.0-3.0-2.0-1.2","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","18","147677","0.0-3.0-3.0-0.0","spark_pilot_norest","8449","3","17","Female","","","","","","","2478.9000000000233","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","19","151711","0.0-3.0-4.0-0.0","spark_pilot_norest","8449","3","17","Female","","","false","","","","[1939.5999999999767]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","20","152215","0.0-3.0-4.0-1.0","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","156240","0.0-3.0-4.0-0.1","spark_pilot_norest","8449","3","17","Female","","","false","","","","[629.4000000000233]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","22","156751","0.0-3.0-4.0-1.1","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","23","160781","0.0-3.0-4.0-0.2","spark_pilot_norest","8449","3","17","Female","","","false","","","","[661.3000000000466]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","24","161288","0.0-3.0-4.0-1.2","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","25","173947","0.0-3.0-5.0-0.0","spark_pilot_norest","8449","3","17","Female","","","","","","","2788.8000000000466","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","26","185133","0.0-3.0-5.0-0.1","spark_pilot_norest","8449","3","17","Female","","","","","","","2023.9000000000233","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","",""
"learning-instructions","27","198035","0.0-3.0-5.0-0.2","spark_pilot_norest","8449","3","17","Female","","","","","","","1686.7999999999302","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","28","205713","0.0-3.0-5.0-0.3","spark_pilot_norest","8449","3","17","Female","","","","","","","1294.7000000000698","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","29","209732","0.0-3.0-6.0-0.0","spark_pilot_norest","8449","3","17","Female","","","false","","","","[939.4000000000233]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","",""
"html-keyboard-response","30","210241","0.0-3.0-6.0-1.0","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","31","214262","0.0-3.0-6.0-0.1","spark_pilot_norest","8449","3","17","Female","","","true","","","","[]","./assets/img/space/animals/rabbit.jpg","[]","second stage practice","space","-5","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown","","","","","","",""
"html-keyboard-response","32","214773","0.0-3.0-6.0-1.1","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","33","218784","0.0-3.0-6.0-0.2","spark_pilot_norest","8449","3","17","Female","","","false","","","","[837]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","",""
"html-keyboard-response","34","219289","0.0-3.0-6.0-1.2","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","35","223312","0.0-3.0-6.0-0.3","spark_pilot_norest","8449","3","17","Female","","","false","","","","[702.6999999999534]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","",""
"html-keyboard-response","36","223822","0.0-3.0-6.0-1.3","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","37","243331","0.0-3.0-7.0-0.0","spark_pilot_norest","8449","3","17","Female","","","","","","","2662.20000000007","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","38","252642","0.0-3.0-7.0-0.1","spark_pilot_norest","8449","3","17","Female","","","","","","","1022.1000000000931","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","",""
"revaluation","39","258664","0.0-3.0-8.0-0.0","spark_pilot_norest","8449","3","17","Female","","","false","","","","[1319.5,771]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","40","259165","0.0-3.0-8.0-1.0","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","41","265189","0.0-3.0-8.0-0.1","spark_pilot_norest","8449","3","17","Female","","","false","","","","[844.4000000000233,488.19999999995343]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","",""
"html-keyboard-response","42","265697","0.0-3.0-8.0-1.1","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","43","271739","0.0-3.0-8.0-0.2","spark_pilot_norest","8449","3","17","Female","","","false","","","","[1170.8000000000466,677]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","",""
"html-keyboard-response","44","272245","0.0-3.0-8.0-1.2","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","45","278276","0.0-3.0-8.0-0.3","spark_pilot_norest","8449","3","17","Female","","","false","","","","[547.6999999999534,744.5999999999767]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowLeft""]","full practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","",""
"html-keyboard-response","46","278787","0.0-3.0-8.0-1.3","spark_pilot_norest","8449","3","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","47","284807","0.0-3.0-8.0-0.4","spark_pilot_norest","8449","3","17","Female","","","false","","","","[1062.9000000000233,806.5]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","48","285308","0.0-3.0-8.0-1.4","spark_pilot_norest","8449","3","17","Female","[{""event"":""blur"",""trial"":1,""time"":4194},{""event"":""focus"",""trial"":1,""time"":4721},{""event"":""fullscreenenter"",""trial"":2,""time"":29026},{""event"":""blur"",""trial"":49,""time"":288236},{""event"":""focus"",""trial"":49,""time"":289916},{""event"":""blur"",""trial"":606,""time"":1907048},{""event"":""focus"",""trial"":608,""time"":1910788}]","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
