"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1504","0.0-0.0","spark_pilot_norest","8775","6","22","Female","[{""event"":""blur"",""trial"":1,""time"":11636},{""event"":""focus"",""trial"":1,""time"":16051},{""event"":""fullscreenenter"",""trial"":2,""time"":50762}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","48611","0.0-1.0","spark_pilot_norest","8775","6","22","Female","[{""event"":""blur"",""trial"":1,""time"":11636},{""event"":""focus"",""trial"":1,""time"":16051},{""event"":""fullscreenenter"",""trial"":2,""time"":50762}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","51638","0.0-2.0","spark_pilot_norest","8775","6","22","Female","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","55157","0.0-3.0-0.0-0.0","spark_pilot_norest","8775","6","22","Female","","","","","","","3056","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","57141","0.0-3.0-0.1-0.1","spark_pilot_norest","8775","6","22","Female","","","","","","","981","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","67390","0.0-3.0-1.0-0.0","spark_pilot_norest","8775","6","22","Female","","","","","","","3206.800000190735","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","78002","0.0-3.0-1.0-0.1","spark_pilot_norest","8775","6","22","Female","","","","","","","2195.699999809265","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","88214","0.0-3.0-1.0-0.2","spark_pilot_norest","8775","6","22","Female","","","","","","","1933.1999998092651","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","102812","0.0-3.0-1.0-0.3","spark_pilot_norest","8775","6","22","Female","","","","","","","1443.3000001907349","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","116448","0.0-3.0-1.0-0.4","spark_pilot_norest","8775","6","22","Female","","","","","","","2214.300000190735","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
