"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1242","0.0-0.0","spark_pilot_norest","8731","8","23","Female","[{""event"":""blur"",""trial"":1,""time"":13287},{""event"":""focus"",""trial"":1,""time"":17745},{""event"":""blur"",""trial"":1,""time"":19799},{""event"":""focus"",""trial"":2,""time"":34155},{""event"":""fullscreenenter"",""trial"":2,""time"":35896}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","20449","0.0-1.0","spark_pilot_norest","8731","8","23","Female","[{""event"":""blur"",""trial"":1,""time"":13287},{""event"":""focus"",""trial"":1,""time"":17745},{""event"":""blur"",""trial"":1,""time"":19799},{""event"":""focus"",""trial"":2,""time"":34155},{""event"":""fullscreenenter"",""trial"":2,""time"":35896}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","36897","0.0-2.0","spark_pilot_norest","8731","8","23","Female","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","38501","0.0-3.0-0.0-0.0","spark_pilot_norest","8731","8","23","Female","","","","","","","1477","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","48015","0.0-3.0-1.0-0.0","spark_pilot_norest","8731","8","23","Female","","","","","","","2531.899999976158","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","57119","0.0-3.0-1.0-0.1","spark_pilot_norest","8731","8","23","Female","","","","","","","702.3999999761581","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","80685","0.0-3.0-1.0-0.2","spark_pilot_norest","8731","8","23","Female","","","","","","","15308.899999976158","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","95116","0.0-3.0-1.0-0.3","spark_pilot_norest","8731","8","23","Female","","","","","","","1287","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","108467","0.0-3.0-1.0-0.4","spark_pilot_norest","8731","8","23","Female","","","","","","","1938","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","117750","0.0-3.0-1.0-0.5","spark_pilot_norest","8731","8","23","Female","","","","","","","1456.1999999284744","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","127967","0.0-3.0-1.0-0.6","spark_pilot_norest","8731","8","23","Female","","","","","","","1406.7000000476837","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","136267","0.0-3.0-1.0-0.7","spark_pilot_norest","8731","8","23","Female","","","","","","","1263.3999999761581","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
