"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"learning-instructions","28","468966","0.0-4.0-5.0-0.2","spark_pilot_norest","8599","5","12","Female","","","","","","","","1220","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","29","477071","0.0-4.0-5.0-0.3","spark_pilot_norest","8599","5","12","Female","","","","","","","","1755.0000000000582","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","30","481076","0.0-4.0-6.0-0.0","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[37]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","",""
"html-keyboard-response","31","481578","0.0-4.0-6.0-1.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","32","485582","0.0-4.0-6.0-0.1","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[426]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","33","486083","0.0-4.0-6.0-1.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","34","490088","0.0-4.0-6.0-0.2","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[541]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","35","490590","0.0-4.0-6.0-1.2","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","36","494595","0.0-4.0-6.0-0.3","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[890]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","37","495096","0.0-4.0-6.0-1.3","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","38","513050","0.0-4.0-7.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","1136","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","39","523126","0.0-4.0-7.0-0.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","1837","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","",""
"revaluation","40","529131","0.0-4.0-8.0-0.0","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[1118,429]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowLeft""]","full practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","",""
"html-keyboard-response","41","529634","0.0-4.0-8.0-1.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","42","535640","0.0-4.0-8.0-0.1","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[901,416]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","",""
"html-keyboard-response","43","536141","0.0-4.0-8.0-1.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","44","542146","0.0-4.0-8.0-0.2","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[1094.9999999998836,416]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","45","542648","0.0-4.0-8.0-1.2","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","46","548653","0.0-4.0-8.0-0.3","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[469.0000000001164,920.0000000001164]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","47","549154","0.0-4.0-8.0-1.3","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","48","555159","0.0-4.0-8.0-0.4","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[278,563]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","49","555661","0.0-4.0-8.0-1.4","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","50","567099","0.0-4.0-9.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","1148","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","51","576944","0.0-4.0-9.0-0.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","2698","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","",""
"revaluation","52","580949","0.0-4.0-10.0-0.0","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[996.9999999998836]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","53","581451","0.0-4.0-10.0-1.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","54","585456","0.0-4.0-10.0-0.1","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[556]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","55","585957","0.0-4.0-10.0-1.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","56","589962","0.0-4.0-10.0-0.2","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[743]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","57","590463","0.0-4.0-10.0-1.2","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","58","597407","0.0-4.0-11.0-0.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","1720","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","59","625858","0.0-4.0-11.0-0.0-0.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","25273","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","",""
"learning-instructions","60","643067","0.0-4.0-11.0-1.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","2450.9999999998836","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","",""
"revaluation","61","649071","0.0-4.0-11.0-2.0-0.0","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[1866.9999999998836,685]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","62","649572","0.0-4.0-11.0-2.0-1.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","63","655576","0.0-4.0-11.0-2.0-0.1","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[844,326]","./assets/img/space/12.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","",""
"html-keyboard-response","64","656078","0.0-4.0-11.0-2.0-1.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","65","662083","0.0-4.0-11.0-2.0-0.2","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[322,285.0000000001164]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","",""
"html-keyboard-response","66","662585","0.0-4.0-11.0-2.0-1.2","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","67","668590","0.0-4.0-11.0-2.0-0.3","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[1189,605]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","68","669092","0.0-4.0-11.0-2.0-1.3","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","69","675098","0.0-4.0-11.0-2.0-0.4","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[717,499]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","70","675599","0.0-4.0-11.0-2.0-1.4","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","71","681605","0.0-4.0-11.0-2.0-0.5","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[652,736]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","72","682106","0.0-4.0-11.0-2.0-1.5","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","73","688111","0.0-4.0-11.0-2.0-0.6","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[823,576]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","74","688613","0.0-4.0-11.0-2.0-1.6","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","75","694618","0.0-4.0-11.0-2.0-0.7","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[491,477.0000000001164]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","76","695119","0.0-4.0-11.0-2.0-1.7","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","77","699123","0.0-4.0-11.0-2.0-0.8","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[634]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","78","699624","0.0-4.0-11.0-2.0-1.8","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","79","714309","0.0-4.0-11.0-3.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","1763","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","",""
"revaluation","80","718313","0.0-4.0-11.0-4.0-0.0","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[978]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","81","718815","0.0-4.0-11.0-4.0-1.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","82","722819","0.0-4.0-11.0-4.0-0.1","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[563]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","83","723320","0.0-4.0-11.0-4.0-1.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","84","727324","0.0-4.0-11.0-4.0-0.2","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[1001]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","85","727825","0.0-4.0-11.0-4.0-1.2","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","86","731828","0.0-4.0-11.0-4.0-0.3","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[375]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","87","732330","0.0-4.0-11.0-4.0-1.3","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","88","740447","0.0-4.0-11.0-5.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","89","756480","0.0-4.0-11.0-5.0-0.1","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","",""
"html-keyboard-response","90","757482","0.0-4.0-11.0-6.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","",""
"html-keyboard-response","91","758484","0.0-4.0-11.0-6.0-1.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","",""
"html-keyboard-response","92","759486","0.0-4.0-11.0-6.0-2.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","",""
"html-keyboard-response","93","760487","0.0-4.0-11.0-6.0-3.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","",""
"revaluation","94","761919","0.0-4.0-11.0-7.0","spark_pilot_norest","8599","5","12","Female","","false","","","","","","[1429]","./assets/img/space/15.jpg","[""ArrowDown""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown","false","","","","","",""
"html-keyboard-response","95","762420","0.0-4.0-11.0-8.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","96","775797","0.0-4.0-11.0-9.0-0.0","spark_pilot_norest","8599","5","12","Female","","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","",""
