"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1568","0.0-0.0","spark_pilot_norest","8582","8","11","Male","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","90372","0.0-1.0","spark_pilot_norest","8582","8","11","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":93103}]","","","","","","","","","","","","","","","",""
"fullscreen","2","94093","0.0-2.0","spark_pilot_norest","8582","8","11","Male","true","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","95516","0.0-3.0-0.0-0.0","spark_pilot_norest","8582","8","11","Male","","","","","","","1349","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","106478","0.0-3.0-1.0-0.0","spark_pilot_norest","8582","8","11","Male","","","","","","","3976.9000000059605","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","122109","0.0-3.0-1.0-0.1","spark_pilot_norest","8582","8","11","Male","","","","","","","7241.19999999553","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","131324","0.0-3.0-1.0-0.2","spark_pilot_norest","8582","8","11","Male","","","","","","","977.2999999970198","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","216549","0.0-3.0-1.0-0.3","spark_pilot_norest","8582","8","11","Male","","","","","","","72081","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","234437","0.0-3.0-1.0-0.4","spark_pilot_norest","8582","8","11","Male","","","","","","","4125.10000000149","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","246276","0.0-3.0-1.0-0.5","spark_pilot_norest","8582","8","11","Male","","","","","","","1914.6000000014901","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","260157","0.0-3.0-1.0-0.6","spark_pilot_norest","8582","8","11","Male","","","","","","","2724.2999999970198","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","272357","0.0-3.0-1.0-0.7","spark_pilot_norest","8582","8","11","Male","","","","","","","3435.1999999955297","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","276380","0.0-3.0-2.0-0.0","spark_pilot_norest","8582","8","11","Male","","false","","","","","[561.3999999985099]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","13","276890","0.0-3.0-2.0-1.0","spark_pilot_norest","8582","8","11","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","280904","0.0-3.0-2.0-0.1","spark_pilot_norest","8582","8","11","Male","","false","","","","","[287]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","15","281412","0.0-3.0-2.0-1.1","spark_pilot_norest","8582","8","11","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","285440","0.0-3.0-2.0-0.2","spark_pilot_norest","8582","8","11","Male","","false","","","","","[788.1999999955297]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","17","285955","0.0-3.0-2.0-1.2","spark_pilot_norest","8582","8","11","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","18","291084","0.0-3.0-3.0-0.0","spark_pilot_norest","8582","8","11","Male","","","","","","","442.3999999985099","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","19","295101","0.0-3.0-4.0-0.0","spark_pilot_norest","8582","8","11","Male","","false","","","","","[638.7999999970198]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","20","295605","0.0-3.0-4.0-1.0","spark_pilot_norest","8582","8","11","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","299621","0.0-3.0-4.0-0.1","spark_pilot_norest","8582","8","11","Male","","false","","","","","[131.90000000596046]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","22","300138","0.0-3.0-4.0-1.1","spark_pilot_norest","8582","8","11","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","23","304155","0.0-3.0-4.0-0.2","spark_pilot_norest","8582","8","11","Male","","false","","","","","[14.600000001490116]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
