"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","714","0.0-0.0","spark_pilot_norest","10828","4","17","Female","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","49445","0.0-1.0","spark_pilot_norest","10828","4","17","Female","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":112572}]","","","","","","","","","","","","","","","",""
"fullscreen","2","113420","0.0-2.0","spark_pilot_norest","10828","4","17","Female","true","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","115260","0.0-3.0-0.0-0.0","spark_pilot_norest","10828","4","17","Female","","","","","","","0","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","118001","0.0-3.0-0.1-0.1","spark_pilot_norest","10828","4","17","Female","","","","","","","1344","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","129536","0.0-3.0-1.0-0.0","spark_pilot_norest","10828","4","17","Female","","","","","","","3411.9999999999854","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","139086","0.0-3.0-1.0-0.1","spark_pilot_norest","10828","4","17","Female","","","","","","","866","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","150920","0.0-3.0-1.0-0.2","spark_pilot_norest","10828","4","17","Female","","","","","","","3535","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","165545","0.0-3.0-1.0-0.3","spark_pilot_norest","10828","4","17","Female","","","","","","","1450","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","177841","0.0-3.0-1.0-0.4","spark_pilot_norest","10828","4","17","Female","","","","","","","776","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","186736","0.0-3.0-1.0-0.5","spark_pilot_norest","10828","4","17","Female","","","","","","","1007","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","196903","0.0-3.0-1.0-0.6","spark_pilot_norest","10828","4","17","Female","","","","","","","1346.000000000029","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","12","209279","0.0-3.0-1.0-0.7","spark_pilot_norest","10828","4","17","Female","","","","","","","4076","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","13","213347","0.0-3.0-2.0-0.0","spark_pilot_norest","10828","4","17","Female","","true","","","","","[]","./assets/img/space/0.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
"html-keyboard-response","14","213851","0.0-3.0-2.0-1.0","spark_pilot_norest","10828","4","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","15","217861","0.0-3.0-2.0-0.1","spark_pilot_norest","10828","4","17","Female","","true","","","","","[]","./assets/img/space/1.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","",""
"html-keyboard-response","16","218365","0.0-3.0-2.0-1.1","spark_pilot_norest","10828","4","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","17","222375","0.0-3.0-2.0-0.2","spark_pilot_norest","10828","4","17","Female","","false","","","","","[1766.999999999971]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","18","222879","0.0-3.0-2.0-1.2","spark_pilot_norest","10828","4","17","Female","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","19","229779","0.0-3.0-3.0-0.0","spark_pilot_norest","10828","4","17","Female","","","","","","","1200","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","20","233789","0.0-3.0-4.0-0.0","spark_pilot_norest","10828","4","17","Female","","false","","","","","[819]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
