"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1722","0.0-0.0","spark_pilot_norest","8607","3","13","Male","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","125483","0.0-1.0","spark_pilot_norest","8607","3","13","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":247283}]","","","","","","","","","","","","","","","",""
"fullscreen","2","248274","0.0-2.0","spark_pilot_norest","8607","3","13","Male","true","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","260618","0.0-3.0-0.0-0.0","spark_pilot_norest","8607","3","13","Male","","","","","","","11861","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","269574","0.0-3.0-0.1-0.1","spark_pilot_norest","8607","3","13","Male","","","","","","","7952","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","5","309726","0.0-3.0-0.2-0.2","spark_pilot_norest","8607","3","13","Male","","","","","","","39152","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","6","314487","0.0-3.0-0.3-0.3","spark_pilot_norest","8607","3","13","Male","","","","","","","3680","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","7","323120","0.0-3.0-0.4-0.4","spark_pilot_norest","8607","3","13","Male","","","","","","","7501","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","8","326654","0.0-3.0-0.5-0.5","spark_pilot_norest","8607","3","13","Male","","","","","","","2499","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","9","335230","0.0-3.0-1.0-0.0","spark_pilot_norest","8607","3","13","Male","","","","","","","1549.3999998569489","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","344150","0.0-3.0-1.0-0.1","spark_pilot_norest","8607","3","13","Male","","","","","","","519.2000000476837","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","352767","0.0-3.0-1.0-0.2","spark_pilot_norest","8607","3","13","Male","","","","","","","330.40000009536743","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","12","366151","0.0-3.0-1.0-0.3","spark_pilot_norest","8607","3","13","Male","","","","","","","199.69999980926514","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","13","377815","0.0-3.0-1.0-0.4","spark_pilot_norest","8607","3","13","Male","","","","","","","226.5","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","14","386175","0.0-3.0-1.0-0.5","spark_pilot_norest","8607","3","13","Male","","","","","","","522.4000000953674","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","15","395880","0.0-3.0-1.0-0.6","spark_pilot_norest","8607","3","13","Male","","","","","","","882.7000000476837","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","16","403383","0.0-3.0-1.0-0.7","spark_pilot_norest","8607","3","13","Male","","","","","","","460.7999999523163","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","17","407423","0.0-3.0-2.0-0.0","spark_pilot_norest","8607","3","13","Male","","false","","","","","[1149.3000001907349]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","18","407945","0.0-3.0-2.0-1.0","spark_pilot_norest","8607","3","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","19","411978","0.0-3.0-2.0-0.1","spark_pilot_norest","8607","3","13","Male","","false","","","","","[142.09999990463257]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","20","412499","0.0-3.0-2.0-1.1","spark_pilot_norest","8607","3","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","416510","0.0-3.0-2.0-0.2","spark_pilot_norest","8607","3","13","Male","","false","","","","","[735.1999998092651]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","22","417011","0.0-3.0-2.0-1.2","spark_pilot_norest","8607","3","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","23","422395","0.0-3.0-3.0-0.0","spark_pilot_norest","8607","3","13","Male","","","","","","","677.8999998569489","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","24","426420","0.0-3.0-4.0-0.0","spark_pilot_norest","8607","3","13","Male","","false","","","","","[723.9000000953674]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","25","426942","0.0-3.0-4.0-1.0","spark_pilot_norest","8607","3","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","26","430953","0.0-3.0-4.0-0.1","spark_pilot_norest","8607","3","13","Male","","false","","","","","[210.59999990463257]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","27","431472","0.0-3.0-4.0-1.1","spark_pilot_norest","8607","3","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","28","435497","0.0-3.0-4.0-0.2","spark_pilot_norest","8607","3","13","Male","","false","","","","","[349.5]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","29","435998","0.0-3.0-4.0-1.2","spark_pilot_norest","8607","3","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","30","448503","0.0-3.0-5.0-0.0","spark_pilot_norest","8607","3","13","Male","","","","","","","2626.5999999046326","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","31","457991","0.0-3.0-5.0-0.1","spark_pilot_norest","8607","3","13","Male","","","","","","","328.09999990463257","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","",""
"learning-instructions","32","469615","0.0-3.0-5.0-0.2","spark_pilot_norest","8607","3","13","Male","","","","","","","410.59999990463257","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","33","478087","0.0-3.0-5.0-0.3","spark_pilot_norest","8607","3","13","Male","","","","","","","2098.5999999046326","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","34","482105","0.0-3.0-6.0-0.0","spark_pilot_norest","8607","3","13","Male","","false","","","","","[517.9000000953674]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
