"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1411","0.0-0.0","spark_pilot_norest","10040","7","9","Male","[{""event"":""blur"",""trial"":1,""time"":2750},{""event"":""focus"",""trial"":1,""time"":6235},{""event"":""fullscreenenter"",""trial"":2,""time"":20552}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","13541","0.0-1.0","spark_pilot_norest","10040","7","9","Male","[{""event"":""blur"",""trial"":1,""time"":2750},{""event"":""focus"",""trial"":1,""time"":6235},{""event"":""fullscreenenter"",""trial"":2,""time"":20552}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","21548","0.0-2.0","spark_pilot_norest","10040","7","9","Male","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","31914","0.0-3.0-0.0-0.0","spark_pilot_norest","10040","7","9","Male","","","","","","","10341","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","34490","0.0-3.0-0.1-0.1","spark_pilot_norest","10040","7","9","Male","","","","","","","1560","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","45340","0.0-3.0-1.0-0.0","spark_pilot_norest","10040","7","9","Male","","","","","","","3872.5","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","55625","0.0-3.0-1.0-0.1","spark_pilot_norest","10040","7","9","Male","","","","","","","1888.1000001430511","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","64351","0.0-3.0-1.0-0.2","spark_pilot_norest","10040","7","9","Male","","","","","","","482.2999999523163","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","78128","0.0-3.0-1.0-0.3","spark_pilot_norest","10040","7","9","Male","","","","","","","629.3999998569489","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","90138","0.0-3.0-1.0-0.4","spark_pilot_norest","10040","7","9","Male","","","","","","","599.2999999523163","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","100828","0.0-3.0-1.0-0.5","spark_pilot_norest","10040","7","9","Male","","","","","","","2869.7000000476837","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","110269","0.0-3.0-1.0-0.6","spark_pilot_norest","10040","7","9","Male","","","","","","","640.1000001430511","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
