"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","2125","0.0-0.0","spark_pilot_norest","8706","8","20","Female","[{""event"":""blur"",""trial"":1,""time"":7619},{""event"":""focus"",""trial"":1,""time"":10860},{""event"":""blur"",""trial"":1,""time"":12126},{""event"":""focus"",""trial"":1,""time"":19899},{""event"":""blur"",""trial"":1,""time"":23983},{""event"":""focus"",""trial"":1,""time"":29679},{""event"":""blur"",""trial"":1,""time"":30941},{""event"":""focus"",""trial"":1,""time"":42237},{""event"":""blur"",""trial"":1,""time"":43431},{""event"":""focus"",""trial"":2,""time"":91347},{""event"":""fullscreenenter"",""trial"":2,""time"":92105}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","78510","0.0-1.0","spark_pilot_norest","8706","8","20","Female","[{""event"":""blur"",""trial"":1,""time"":7619},{""event"":""focus"",""trial"":1,""time"":10860},{""event"":""blur"",""trial"":1,""time"":12126},{""event"":""focus"",""trial"":1,""time"":19899},{""event"":""blur"",""trial"":1,""time"":23983},{""event"":""focus"",""trial"":1,""time"":29679},{""event"":""blur"",""trial"":1,""time"":30941},{""event"":""focus"",""trial"":1,""time"":42237},{""event"":""blur"",""trial"":1,""time"":43431},{""event"":""focus"",""trial"":2,""time"":91347},{""event"":""fullscreenenter"",""trial"":2,""time"":92105}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","93075","0.0-2.0","spark_pilot_norest","8706","8","20","Female","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","96821","0.0-3.0-0.0-0.0","spark_pilot_norest","8706","8","20","Female","","","","","","","3680","./assets/audio/audiotest/turtle.mp3","1","audio_test","","","","","","","","","","","",""
"audio-button-response","4","99451","0.0-3.0-0.1-0.1","spark_pilot_norest","8706","8","20","Female","","","","","","","1621","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","108224","0.0-3.0-1.0-0.0","spark_pilot_norest","8706","8","20","Female","","","","","","","1768.4000000059605","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","118012","0.0-3.0-1.0-0.1","spark_pilot_norest","8706","8","20","Female","","","","","","","1347.2000000029802","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","126933","0.0-3.0-1.0-0.2","spark_pilot_norest","8706","8","20","Female","","","","","","","632.2000000029802","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","140595","0.0-3.0-1.0-0.3","spark_pilot_norest","8706","8","20","Female","","","","","","","478","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","152406","0.0-3.0-1.0-0.4","spark_pilot_norest","8706","8","20","Female","","","","","","","384.59999999403954","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
