"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1639","0.0-0.0","spark_pilot_norest","11480","2","17","Male","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","25119","0.0-1.0","spark_pilot_norest","11480","2","17","Male","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":37981}]","","","","","","","","","","","","","","","","",""
"fullscreen","2","38905","0.0-2.0","spark_pilot_norest","11480","2","17","Male","true","","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","47340","0.0-3.0","spark_pilot_norest","11480","2","17","Male","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","49560","0.0-4.0-0.0-0.0","spark_pilot_norest","11480","2","17","Male","","","","","","","","2203","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","60530","0.0-4.0-1.0-0.0","spark_pilot_norest","11480","2","17","Male","","","","","","","","4006","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","79822","0.0-4.0-1.0-0.1","spark_pilot_norest","11480","2","17","Male","","","","","","","","10900","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","90417","0.0-4.0-1.0-0.2","spark_pilot_norest","11480","2","17","Male","","","","","","","","2354.0000000000146","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","108695","0.0-4.0-1.0-0.3","spark_pilot_norest","11480","2","17","Male","","","","","","","","2043","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","122551","0.0-4.0-1.0-0.4","spark_pilot_norest","11480","2","17","Male","","","","","","","","1245","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","131433","0.0-4.0-1.0-0.5","spark_pilot_norest","11480","2","17","Male","","","","","","","","1073","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","141282","0.0-4.0-1.0-0.6","spark_pilot_norest","11480","2","17","Male","","","","","","","","1058","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","12","149058","0.0-4.0-1.0-0.7","spark_pilot_norest","11480","2","17","Male","","","","","","","","758","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","13","153078","0.0-4.0-2.0-0.0","spark_pilot_norest","11480","2","17","Male","","false","","","","","","[610]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","14","153581","0.0-4.0-2.0-1.0","spark_pilot_norest","11480","2","17","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","15","157594","0.0-4.0-2.0-0.1","spark_pilot_norest","11480","2","17","Male","","false","","","","","","[726]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","16","158096","0.0-4.0-2.0-1.1","spark_pilot_norest","11480","2","17","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","17","162108","0.0-4.0-2.0-0.2","spark_pilot_norest","11480","2","17","Male","","false","","","","","","[861]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","18","162610","0.0-4.0-2.0-1.2","spark_pilot_norest","11480","2","17","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
