"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1157","0.0-0.0","spark_pilot_norest","10685","4","7","Female","[{""event"":""focus"",""trial"":1,""time"":10834},{""event"":""blur"",""trial"":1,""time"":16839},{""event"":""focus"",""trial"":1,""time"":24633},{""event"":""blur"",""trial"":1,""time"":27961},{""event"":""focus"",""trial"":2,""time"":31669},{""event"":""fullscreenenter"",""trial"":2,""time"":35645}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","30567","0.0-1.0","spark_pilot_norest","10685","4","7","Female","[{""event"":""focus"",""trial"":1,""time"":10834},{""event"":""blur"",""trial"":1,""time"":16839},{""event"":""focus"",""trial"":1,""time"":24633},{""event"":""blur"",""trial"":1,""time"":27961},{""event"":""focus"",""trial"":2,""time"":31669},{""event"":""fullscreenenter"",""trial"":2,""time"":35645}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","36524","0.0-2.0","spark_pilot_norest","10685","4","7","Female","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","46004","0.0-3.0-0.0-0.0","spark_pilot_norest","10685","4","7","Female","","","","","","","8501","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","49307","0.0-3.0-0.1-0.1","spark_pilot_norest","10685","4","7","Female","","","","","","","2301","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","60048","0.0-3.0-1.0-0.0","spark_pilot_norest","10685","4","7","Female","","","","","","","3738.599999964237","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","70813","0.0-3.0-1.0-0.1","spark_pilot_norest","10685","4","7","Female","","","","","","","2355.699999988079","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","81073","0.0-3.0-1.0-0.2","spark_pilot_norest","10685","4","7","Female","","","","","","","2004.0999999642372","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","97368","0.0-3.0-1.0-0.3","spark_pilot_norest","10685","4","7","Female","","","","","","","3128.800000011921","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","111495","0.0-3.0-1.0-0.4","spark_pilot_norest","10685","4","7","Female","","","","","","","2718","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
