"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","3430","0.0-0.0","spark_pilot_norest","8391","4","12","Male","[{""event"":""blur"",""trial"":1,""time"":26046},{""event"":""focus"",""trial"":2,""time"":31945},{""event"":""fullscreenenter"",""trial"":2,""time"":34915},{""event"":""blur"",""trial"":11,""time"":128127},{""event"":""focus"",""trial"":11,""time"":128411},{""event"":""blur"",""trial"":113,""time"":580566},{""event"":""focus"",""trial"":114,""time"":588863}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","27210","0.0-1.0","spark_pilot_norest","8391","4","12","Male","[{""event"":""blur"",""trial"":1,""time"":26046},{""event"":""focus"",""trial"":2,""time"":31945},{""event"":""fullscreenenter"",""trial"":2,""time"":34915},{""event"":""blur"",""trial"":11,""time"":128127},{""event"":""focus"",""trial"":11,""time"":128411},{""event"":""blur"",""trial"":113,""time"":580566},{""event"":""focus"",""trial"":114,""time"":588863}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","35522","0.0-2.0","spark_pilot_norest","8391","4","12","Male","","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","38480","0.0-3.0-0.0-0.0","spark_pilot_norest","8391","4","12","Male","","","","","","","2142","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","4","47898","0.0-3.0-1.0-0.0","spark_pilot_norest","8391","4","12","Male","","","","","","","2338","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","5","59050","0.0-3.0-1.0-0.1","spark_pilot_norest","8391","4","12","Male","","","","","","","2126","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","71022","0.0-3.0-1.0-0.2","spark_pilot_norest","8391","4","12","Male","","","","","","","3211","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","87885","0.0-3.0-1.0-0.3","spark_pilot_norest","8391","4","12","Male","","","","","","","3269","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","101606","0.0-3.0-1.0-0.4","spark_pilot_norest","8391","4","12","Male","","","","","","","2016","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","111042","0.0-3.0-1.0-0.5","spark_pilot_norest","8391","4","12","Male","","","","","","","1450","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","121822","0.0-3.0-1.0-0.6","spark_pilot_norest","8391","4","12","Male","[{""event"":""blur"",""trial"":1,""time"":26046},{""event"":""focus"",""trial"":2,""time"":31945},{""event"":""fullscreenenter"",""trial"":2,""time"":34915},{""event"":""blur"",""trial"":11,""time"":128127},{""event"":""focus"",""trial"":11,""time"":128411},{""event"":""blur"",""trial"":113,""time"":580566},{""event"":""focus"",""trial"":114,""time"":588863}]","","","","","","1821","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","133316","0.0-3.0-1.0-0.7","spark_pilot_norest","8391","4","12","Male","","","","","","","4267","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","12","137371","0.0-3.0-2.0-0.0","spark_pilot_norest","8391","4","12","Male","","","false","","","","[875]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","13","137878","0.0-3.0-2.0-1.0","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","14","141901","0.0-3.0-2.0-0.1","spark_pilot_norest","8391","4","12","Male","","","false","","","","[1407]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","15","142409","0.0-3.0-2.0-1.1","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","16","146442","0.0-3.0-2.0-0.2","spark_pilot_norest","8391","4","12","Male","","","false","","","","[538]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","17","146944","0.0-3.0-2.0-1.2","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","18","153781","0.0-3.0-3.0-0.0","spark_pilot_norest","8391","4","12","Male","","","","","","","2052","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","19","157826","0.0-3.0-4.0-0.0","spark_pilot_norest","8391","4","12","Male","","","false","","","","[858]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","20","158328","0.0-3.0-4.0-1.0","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","21","162370","0.0-3.0-4.0-0.1","spark_pilot_norest","8391","4","12","Male","","","false","","","","[446]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","22","162877","0.0-3.0-4.0-1.1","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","23","166919","0.0-3.0-4.0-0.2","spark_pilot_norest","8391","4","12","Male","","","false","","","","[338]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","24","167439","0.0-3.0-4.0-1.2","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","25","179931","0.0-3.0-5.0-0.0","spark_pilot_norest","8391","4","12","Male","","","","","","","2469","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","26","190741","0.0-3.0-5.0-0.1","spark_pilot_norest","8391","4","12","Male","","","","","","","1521","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","",""
"learning-instructions","27","203692","0.0-3.0-5.0-0.2","spark_pilot_norest","8391","4","12","Male","","","","","","","1572","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","28","215022","0.0-3.0-5.0-0.3","spark_pilot_norest","8391","4","12","Male","","","","","","","4821","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","29","219050","0.0-3.0-6.0-0.0","spark_pilot_norest","8391","4","12","Male","","","false","","","","[884]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","30","219570","0.0-3.0-6.0-1.0","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","31","223610","0.0-3.0-6.0-0.1","spark_pilot_norest","8391","4","12","Male","","","false","","","","[477]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","",""
"html-keyboard-response","32","224129","0.0-3.0-6.0-1.1","spark_pilot_norest","8391","4","12","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","33","228160","0.0-3.0-6.0-0.2","spark_pilot_norest","8391","4","12","Male","","","false","","","","[310]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
