"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1496","0.0-0.0","spark_pilot_norest","10094","3","18","Male","[{""event"":""blur"",""trial"":1,""time"":5598},{""event"":""focus"",""trial"":1,""time"":18373},{""event"":""blur"",""trial"":1,""time"":19367},{""event"":""focus"",""trial"":1,""time"":20654},{""event"":""fullscreenenter"",""trial"":2,""time"":24450},{""event"":""fullscreenexit"",""trial"":3,""time"":29059},{""event"":""blur"",""trial"":3,""time"":30942},{""event"":""focus"",""trial"":3,""time"":33093},{""event"":""blur"",""trial"":9,""time"":90917},{""event"":""focus"",""trial"":9,""time"":94491},{""event"":""blur"",""trial"":10,""time"":100376},{""event"":""focus"",""trial"":10,""time"":115043},{""event"":""blur"",""trial"":111,""time"":533399},{""event"":""focus"",""trial"":111,""time"":535096}]","","","","","","","","","","","","","","","","","","","","",""
"preload","1","21727","0.0-1.0","spark_pilot_norest","10094","3","18","Male","[{""event"":""blur"",""trial"":1,""time"":5598},{""event"":""focus"",""trial"":1,""time"":18373},{""event"":""blur"",""trial"":1,""time"":19367},{""event"":""focus"",""trial"":1,""time"":20654},{""event"":""fullscreenenter"",""trial"":2,""time"":24450},{""event"":""fullscreenexit"",""trial"":3,""time"":29059},{""event"":""blur"",""trial"":3,""time"":30942},{""event"":""focus"",""trial"":3,""time"":33093},{""event"":""blur"",""trial"":9,""time"":90917},{""event"":""focus"",""trial"":9,""time"":94491},{""event"":""blur"",""trial"":10,""time"":100376},{""event"":""focus"",""trial"":10,""time"":115043},{""event"":""blur"",""trial"":111,""time"":533399},{""event"":""focus"",""trial"":111,""time"":535096}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"fullscreen","2","25436","0.0-2.0","spark_pilot_norest","10094","3","18","Male","[{""event"":""blur"",""trial"":1,""time"":5598},{""event"":""focus"",""trial"":1,""time"":18373},{""event"":""blur"",""trial"":1,""time"":19367},{""event"":""focus"",""trial"":1,""time"":20654},{""event"":""fullscreenenter"",""trial"":2,""time"":24450},{""event"":""fullscreenexit"",""trial"":3,""time"":29059},{""event"":""blur"",""trial"":3,""time"":30942},{""event"":""focus"",""trial"":3,""time"":33093},{""event"":""blur"",""trial"":9,""time"":90917},{""event"":""focus"",""trial"":9,""time"":94491},{""event"":""blur"",""trial"":10,""time"":100376},{""event"":""focus"",""trial"":10,""time"":115043},{""event"":""blur"",""trial"":111,""time"":533399},{""event"":""focus"",""trial"":111,""time"":535096}]","true","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","33130","0.0-3.0-0.0-0.0","spark_pilot_norest","10094","3","18","Male","","","","","","","7651","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","35154","0.0-3.0-0.1-0.1","spark_pilot_norest","10094","3","18","Male","","","","","","","1008","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","43107","0.0-3.0-1.0-0.0","spark_pilot_norest","10094","3","18","Male","","","","","","","968.5","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","54027","0.0-3.0-1.0-0.1","spark_pilot_norest","10094","3","18","Male","","","","","","","2518.2999999970198","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","63955","0.0-3.0-1.0-0.2","spark_pilot_norest","10094","3","18","Male","","","","","","","1668.0999999977648","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","79555","0.0-3.0-1.0-0.3","spark_pilot_norest","10094","3","18","Male","[{""event"":""blur"",""trial"":1,""time"":5598},{""event"":""focus"",""trial"":1,""time"":18373},{""event"":""blur"",""trial"":1,""time"":19367},{""event"":""focus"",""trial"":1,""time"":20654},{""event"":""fullscreenenter"",""trial"":2,""time"":24450},{""event"":""fullscreenexit"",""trial"":3,""time"":29059},{""event"":""blur"",""trial"":3,""time"":30942},{""event"":""focus"",""trial"":3,""time"":33093},{""event"":""blur"",""trial"":9,""time"":90917},{""event"":""focus"",""trial"":9,""time"":94491},{""event"":""blur"",""trial"":10,""time"":100376},{""event"":""focus"",""trial"":10,""time"":115043},{""event"":""blur"",""trial"":111,""time"":533399},{""event"":""focus"",""trial"":111,""time"":535096}]","","","","","","2447.39999999851","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","94538","0.0-3.0-1.0-0.4","spark_pilot_norest","10094","3","18","Male","[{""event"":""blur"",""trial"":1,""time"":5598},{""event"":""focus"",""trial"":1,""time"":18373},{""event"":""blur"",""trial"":1,""time"":19367},{""event"":""focus"",""trial"":1,""time"":20654},{""event"":""fullscreenenter"",""trial"":2,""time"":24450},{""event"":""fullscreenexit"",""trial"":3,""time"":29059},{""event"":""blur"",""trial"":3,""time"":30942},{""event"":""focus"",""trial"":3,""time"":33093},{""event"":""blur"",""trial"":9,""time"":90917},{""event"":""focus"",""trial"":9,""time"":94491},{""event"":""blur"",""trial"":10,""time"":100376},{""event"":""focus"",""trial"":10,""time"":115043},{""event"":""blur"",""trial"":111,""time"":533399},{""event"":""focus"",""trial"":111,""time"":535096}]","","","","","","3581.699999999255","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","116083","0.0-3.0-1.0-0.5","spark_pilot_norest","10094","3","18","Male","","","","","","","13725.79999999702","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","126819","0.0-3.0-1.0-0.6","spark_pilot_norest","10094","3","18","Male","","","","","","","1932.0999999977648","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","12","134515","0.0-3.0-1.0-0.7","spark_pilot_norest","10094","3","18","Male","","","","","","","666.1999999992549","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","13","138540","0.0-3.0-2.0-0.0","spark_pilot_norest","10094","3","18","Male","","","false","","","","[1049.1000000014901]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","14","139056","0.0-3.0-2.0-1.0","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","15","143077","0.0-3.0-2.0-0.1","spark_pilot_norest","10094","3","18","Male","","","false","","","","[1310.5999999977648]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","16","143592","0.0-3.0-2.0-1.1","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","17","147615","0.0-3.0-2.0-0.2","spark_pilot_norest","10094","3","18","Male","","","false","","","","[902.5]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","18","148129","0.0-3.0-2.0-1.2","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","19","153986","0.0-3.0-3.0-0.0","spark_pilot_norest","10094","3","18","Male","","","","","","","1159.699999999255","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","20","158003","0.0-3.0-4.0-0.0","spark_pilot_norest","10094","3","18","Male","","","false","","","","[950.1000000014901]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","21","158517","0.0-3.0-4.0-1.0","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","22","162539","0.0-3.0-4.0-0.1","spark_pilot_norest","10094","3","18","Male","","","false","","","","[1937.4000000022352]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","23","163053","0.0-3.0-4.0-1.1","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","24","167080","0.0-3.0-4.0-0.2","spark_pilot_norest","10094","3","18","Male","","","false","","","","[859.1000000014901]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","25","167595","0.0-3.0-4.0-1.2","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","26","178834","0.0-3.0-5.0-0.0","spark_pilot_norest","10094","3","18","Male","","","","","","","1387.1000000014901","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","27","188690","0.0-3.0-5.0-0.1","spark_pilot_norest","10094","3","18","Male","","","","","","","734","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","",""
"learning-instructions","28","201185","0.0-3.0-5.0-0.2","spark_pilot_norest","10094","3","18","Male","","","","","","","1308.2999999970198","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","29","208457","0.0-3.0-5.0-0.3","spark_pilot_norest","10094","3","18","Male","","","","","","","901.6000000014901","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","30","212474","0.0-3.0-6.0-0.0","spark_pilot_norest","10094","3","18","Male","","","false","","","","[1167.199999999255]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","31","212991","0.0-3.0-6.0-1.0","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","32","217005","0.0-3.0-6.0-0.1","spark_pilot_norest","10094","3","18","Male","","","false","","","","[599.0999999977648]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","",""
"html-keyboard-response","33","217519","0.0-3.0-6.0-1.1","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","34","221549","0.0-3.0-6.0-0.2","spark_pilot_norest","10094","3","18","Male","","","false","","","","[663.3000000007451]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","35","222061","0.0-3.0-6.0-1.2","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","36","226082","0.0-3.0-6.0-0.3","spark_pilot_norest","10094","3","18","Male","","","false","","","","[456.69999999925494]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","37","226595","0.0-3.0-6.0-1.3","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","38","244505","0.0-3.0-7.0-0.0","spark_pilot_norest","10094","3","18","Male","","","","","","","1059.699999999255","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","39","253641","0.0-3.0-7.0-0.1","spark_pilot_norest","10094","3","18","Male","","","","","","","876.5","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","",""
"revaluation","40","259665","0.0-3.0-8.0-0.0","spark_pilot_norest","10094","3","18","Male","","","false","","","","[1159,917.1999999992549]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","41","260180","0.0-3.0-8.0-1.0","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","42","266203","0.0-3.0-8.0-0.1","spark_pilot_norest","10094","3","18","Male","","","false","","","","[921.7999999970198,733.8999999985099]","./assets/img/space/7.jpg","[""ArrowUp"",""ArrowLeft""]","full practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","",""
"html-keyboard-response","43","266719","0.0-3.0-8.0-1.1","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","44","272745","0.0-3.0-8.0-0.2","spark_pilot_norest","10094","3","18","Male","","","false","","","","[838.7000000029802,1088.3999999985099]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","45","273257","0.0-3.0-8.0-1.2","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","46","279280","0.0-3.0-8.0-0.3","spark_pilot_norest","10094","3","18","Male","","","false","","","","[620.5,642.6999999992549]","./assets/img/space/9.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","",""
"html-keyboard-response","47","279796","0.0-3.0-8.0-1.3","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","48","285812","0.0-3.0-8.0-0.4","spark_pilot_norest","10094","3","18","Male","","","false","","","","[930.8000000007451,415.69999999925494]","./assets/img/space/10.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","",""
"html-keyboard-response","49","286314","0.0-3.0-8.0-1.4","spark_pilot_norest","10094","3","18","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","50","297425","0.0-3.0-9.0-0.0","spark_pilot_norest","10094","3","18","Male","","","","","","","801.5999999977648","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","51","305841","0.0-3.0-9.0-0.1","spark_pilot_norest","10094","3","18","Male","","","","","","","1259.199999999255","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","",""
"revaluation","52","309866","0.0-3.0-10.0-0.0","spark_pilot_norest","10094","3","18","Male","","","false","","","","[623.3000000007451]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
