"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","950","0.0-0.0","spark_pilot_norest","12718","2","9","Female","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","27789","0.0-1.0","spark_pilot_norest","12718","2","9","Female","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":2,""time"":41716},{""event"":""blur"",""trial"":475,""time"":3658440},{""event"":""focus"",""trial"":475,""time"":3868686}]","","","","","","","","","","","","","","","","",""
"fullscreen","2","42698","0.0-2.0","spark_pilot_norest","12718","2","9","Female","true","","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","44129","0.0-3.0","spark_pilot_norest","12718","2","9","Female","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","47145","0.0-4.0-0.0-0.0","spark_pilot_norest","12718","2","9","Female","","","","","","","","2972","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","5","49745","0.0-4.0-0.1-0.1","spark_pilot_norest","12718","2","9","Female","","","","","","","","1599","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","6","53911","0.0-4.0-0.2-0.2","spark_pilot_norest","12718","2","9","Female","","","","","","","","3164","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","7","73396","0.0-4.0-1.0-0.0","spark_pilot_norest","12718","2","9","Female","","","","","","","","12532.000000000015","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","83745","0.0-4.0-1.0-0.1","spark_pilot_norest","12718","2","9","Female","","","","","","","","1964","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","93612","0.0-4.0-1.0-0.2","spark_pilot_norest","12718","2","9","Female","","","","","","","","1634","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","111778","0.0-4.0-1.0-0.3","spark_pilot_norest","12718","2","9","Female","","","","","","","","4025.0000000000146","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","126712","0.0-4.0-1.0-0.4","spark_pilot_norest","12718","2","9","Female","","","","","","","","3544","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","12","136945","0.0-4.0-1.0-0.5","spark_pilot_norest","12718","2","9","Female","","","","","","","","2428","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","13","148995","0.0-4.0-1.0-0.6","spark_pilot_norest","12718","2","9","Female","","","","","","","","3265.000000000029","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","14","156912","0.0-4.0-1.0-0.7","spark_pilot_norest","12718","2","9","Female","","","","","","","","902","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","15","160920","0.0-4.0-2.0-0.0","spark_pilot_norest","12718","2","9","Female","","false","","","","","","[1148]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","16","161421","0.0-4.0-2.0-1.0","spark_pilot_norest","12718","2","9","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
